record_id,date,record_type,severity,service,owner,status,linked_jira,linked_pr,linked_incident,summary,evidence
DRA-01199,2024-05-15,risk,critical,cart-service,Nora Singh,watching,ATLAS-2722,PR-9146,,Risk for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01200,2024-05-16,decision,,loyalty-service,Mateo Garcia,mitigated,ATLAS-5083,PR-5392,,Decision for loyalty-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01201,2024-05-18,decision,,notification-service,Grace Kim,mitigated,ATLAS-3815,PR-9975,PD-2738,Decision for notification-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01202,2024-05-20,open_question,,notification-service,Harper Lee,accepted,ATLAS-1991,PR-9617,PD-2389,Open_Question for notification-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01203,2024-05-22,decision,,pricing-engine,Aisha Khan,watching,ATLAS-3906,PR-6768,,Decision for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01204,2024-05-24,open_question,,auth-gateway,Luca Moretti,accepted,ATLAS-5160,PR-8761,,Open_Question for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01205,2024-05-26,decision,,loyalty-service,Victor Silva,mitigated,ATLAS-1564,PR-5854,,Decision for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01206,2024-05-27,assumption,,analytics-pipeline,Grace Kim,open,ATLAS-4324,PR-11102,,Assumption for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01207,2024-05-29,risk,low,cart-service,Kim Tan,open,ATLAS-4317,PR-9614,,Risk for cart-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01208,2024-05-31,decision,,notification-service,Noah Evans,closed,ATLAS-2786,PR-12550,,Decision for notification-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01209,2024-06-02,action,,pricing-engine,Anika Sharma,closed,ATLAS-2091,PR-10341,PD-2660,Action for pricing-engine: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01210,2024-06-04,assumption,,pricing-engine,Iris Wang,accepted,ATLAS-2637,PR-5848,PD-2248,Assumption for pricing-engine: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01211,2024-06-05,decision,,checkout-api,Sara Novak,mitigated,ATLAS-4988,PR-9786,,Decision for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01212,2024-06-07,assumption,,loyalty-service,Victor Silva,accepted,ATLAS-2650,PR-5958,PD-2289,Assumption for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01213,2024-06-09,blocker,high,auth-gateway,Anika Sharma,open,ATLAS-1730,PR-8989,,Blocker for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01214,2024-06-11,blocker,high,auth-gateway,Victor Silva,closed,ATLAS-1150,PR-8028,,Blocker for auth-gateway: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01215,2024-06-13,risk,medium,payment-orchestrator,Anika Sharma,accepted,ATLAS-6144,PR-9174,PD-2025,Risk for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01216,2024-06-14,assumption,,checkout-api,Iris Wang,accepted,ATLAS-4068,PR-5339,,Assumption for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01217,2024-06-16,assumption,,checkout-api,Maya Chen,closed,ATLAS-3298,PR-7382,,Assumption for checkout-api: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01218,2024-06-18,decision,,order-ledger,Harper Lee,accepted,ATLAS-3909,PR-9671,PD-2297,Decision for order-ledger: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01219,2024-06-20,assumption,,cart-service,Anika Sharma,mitigated,ATLAS-2648,PR-10238,,Assumption for cart-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01220,2024-06-22,decision,,tax-service,Theo Martin,open,ATLAS-4398,PR-11250,,Decision for tax-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01221,2024-06-24,open_question,,search-recommendations,Sara Novak,closed,ATLAS-3400,PR-9142,,Open_Question for search-recommendations: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01222,2024-06-25,blocker,high,analytics-pipeline,Noah Evans,accepted,ATLAS-1124,PR-9277,,Blocker for analytics-pipeline: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01223,2024-06-27,action,,loyalty-service,Owen Brooks,accepted,ATLAS-5743,PR-8161,,Action for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01224,2024-06-29,open_question,,analytics-pipeline,Nora Singh,mitigated,ATLAS-1377,PR-9884,,Open_Question for analytics-pipeline: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01225,2024-07-01,risk,low,pricing-engine,Ravi Patel,closed,ATLAS-5900,PR-8842,,Risk for pricing-engine: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01226,2024-07-03,blocker,critical,checkout-api,Elena Petrova,open,ATLAS-1254,PR-9449,,Blocker for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01227,2024-07-04,open_question,,order-ledger,Victor Silva,closed,ATLAS-5084,PR-7667,,Open_Question for order-ledger: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01228,2024-07-06,blocker,high,loyalty-service,Elena Petrova,closed,ATLAS-3734,PR-7520,,Blocker for loyalty-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01229,2024-07-08,decision,,tax-service,Victor Silva,mitigated,ATLAS-4352,PR-9278,,Decision for tax-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01230,2024-07-10,action,,tax-service,Sara Novak,watching,ATLAS-3442,PR-7051,PD-2856,Action for tax-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01231,2024-07-12,action,,notification-service,Anika Sharma,open,ATLAS-3141,PR-9530,,Action for notification-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01232,2024-07-14,open_question,,loyalty-service,Luca Moretti,watching,ATLAS-5565,PR-5267,PD-2266,Open_Question for loyalty-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01233,2024-07-15,assumption,,search-recommendations,Harper Lee,watching,ATLAS-5869,PR-5216,PD-2851,Assumption for search-recommendations: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01234,2024-07-17,open_question,,analytics-pipeline,Owen Brooks,closed,ATLAS-5163,PR-7446,,Open_Question for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01235,2024-07-19,blocker,high,tax-service,Owen Brooks,watching,ATLAS-5671,PR-9298,,Blocker for tax-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01236,2024-07-21,open_question,,payment-orchestrator,Yara Haddad,accepted,ATLAS-2352,PR-6702,,Open_Question for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01237,2024-07-23,open_question,,checkout-api,Harper Lee,watching,ATLAS-3683,PR-8903,PD-2798,Open_Question for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01238,2024-07-24,action,,payment-orchestrator,Dmitri Volkov,mitigated,ATLAS-4822,PR-5258,PD-2116,Action for payment-orchestrator: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01239,2024-07-26,decision,,order-ledger,Luca Moretti,closed,ATLAS-3033,PR-12385,,Decision for order-ledger: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01240,2024-07-28,open_question,,pricing-engine,Fatima Noor,watching,ATLAS-4076,PR-6128,PD-2811,Open_Question for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01241,2024-07-30,assumption,,loyalty-service,Mateo Garcia,mitigated,ATLAS-2350,PR-6829,,Assumption for loyalty-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01242,2024-08-01,decision,,tax-service,Kim Tan,accepted,ATLAS-3377,PR-12518,,Decision for tax-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01243,2024-08-03,risk,high,auth-gateway,Luca Moretti,closed,ATLAS-2356,PR-10156,,Risk for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01244,2024-08-04,blocker,low,tax-service,Aisha Khan,watching,ATLAS-3742,PR-8301,,Blocker for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01245,2024-08-06,risk,high,analytics-pipeline,Maya Chen,open,ATLAS-4061,PR-12074,,Risk for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01246,2024-08-08,decision,,pricing-engine,Priya Nair,mitigated,ATLAS-6162,PR-8119,,Decision for pricing-engine: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01247,2024-08-10,open_question,,checkout-api,Victor Silva,closed,ATLAS-2106,PR-10721,PD-2828,Open_Question for checkout-api: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01248,2024-08-12,open_question,,order-ledger,Yara Haddad,open,ATLAS-5956,PR-7744,PD-2700,Open_Question for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01249,2024-08-13,blocker,low,auth-gateway,Sara Novak,accepted,ATLAS-3322,PR-12550,,Blocker for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01250,2024-08-15,action,,loyalty-service,Fatima Noor,closed,ATLAS-1587,PR-8730,PD-2134,Action for loyalty-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01251,2024-08-17,blocker,low,order-ledger,Jon Bell,mitigated,ATLAS-4746,PR-6920,,Blocker for order-ledger: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01252,2024-08-19,assumption,,search-recommendations,Maya Chen,open,ATLAS-1239,PR-8868,,Assumption for search-recommendations: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01253,2024-08-21,open_question,,analytics-pipeline,Ben Carter,watching,ATLAS-1936,PR-9214,,Open_Question for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01254,2024-08-22,assumption,,tax-service,Harper Lee,closed,ATLAS-5150,PR-7679,,Assumption for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01255,2024-08-24,action,,pricing-engine,Harper Lee,open,ATLAS-2829,PR-11206,,Action for pricing-engine: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01256,2024-08-26,decision,,search-recommendations,Ravi Patel,accepted,ATLAS-6180,PR-9931,,Decision for search-recommendations: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01257,2024-08-28,blocker,low,analytics-pipeline,Theo Martin,accepted,ATLAS-1538,PR-10220,,Blocker for analytics-pipeline: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01258,2024-08-30,decision,,loyalty-service,Fatima Noor,watching,ATLAS-4943,PR-9716,,Decision for loyalty-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01259,2024-09-01,action,,analytics-pipeline,Ravi Patel,watching,ATLAS-1749,PR-8685,,Action for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01260,2024-09-02,assumption,,checkout-api,Ben Carter,mitigated,ATLAS-1276,PR-5388,,Assumption for checkout-api: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01261,2024-09-04,decision,,checkout-api,Jon Bell,mitigated,ATLAS-4233,PR-9285,,Decision for checkout-api: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01262,2024-09-06,blocker,high,pricing-engine,Owen Brooks,watching,ATLAS-5140,PR-8324,,Blocker for pricing-engine: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01263,2024-09-08,risk,medium,inventory-reservation,Mateo Garcia,open,ATLAS-4190,PR-12017,,Risk for inventory-reservation: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01264,2024-09-10,decision,,checkout-api,Aisha Khan,watching,ATLAS-2879,PR-6425,,Decision for checkout-api: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01265,2024-09-11,action,,auth-gateway,Grace Kim,closed,ATLAS-3948,PR-8348,,Action for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01266,2024-09-13,assumption,,cart-service,Noah Evans,mitigated,ATLAS-5560,PR-10359,,Assumption for cart-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01267,2024-09-15,blocker,low,notification-service,Anika Sharma,closed,ATLAS-3011,PR-8375,PD-2167,Blocker for notification-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01268,2024-09-17,blocker,critical,analytics-pipeline,Noah Evans,accepted,ATLAS-5620,PR-7087,,Blocker for analytics-pipeline: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01269,2024-09-19,risk,critical,auth-gateway,Elena Petrova,closed,ATLAS-5922,PR-6730,,Risk for auth-gateway: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01270,2024-09-21,open_question,,loyalty-service,Samir Rao,open,ATLAS-4133,PR-8780,,Open_Question for loyalty-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01271,2024-09-22,decision,,checkout-api,Theo Martin,watching,ATLAS-2454,PR-10602,,Decision for checkout-api: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01272,2024-09-24,assumption,,cart-service,Kim Tan,watching,ATLAS-1120,PR-5385,,Assumption for cart-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01273,2024-09-26,blocker,high,payment-orchestrator,Maya Chen,watching,ATLAS-2835,PR-7616,,Blocker for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01274,2024-09-28,action,,payment-orchestrator,Luca Moretti,closed,ATLAS-3990,PR-6992,,Action for payment-orchestrator: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01275,2024-09-30,open_question,,checkout-api,Anika Sharma,open,ATLAS-6147,PR-6984,,Open_Question for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01276,2024-10-01,blocker,low,checkout-api,Anika Sharma,closed,ATLAS-5750,PR-11937,,Blocker for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01277,2024-10-03,risk,critical,payment-orchestrator,Jon Bell,accepted,ATLAS-1016,PR-5043,,Risk for payment-orchestrator: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01278,2024-10-05,risk,low,pricing-engine,Owen Brooks,watching,ATLAS-2734,PR-7142,,Risk for pricing-engine: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01279,2024-10-07,decision,,loyalty-service,Nora Singh,mitigated,ATLAS-4179,PR-7610,,Decision for loyalty-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01280,2024-10-09,decision,,inventory-reservation,Harper Lee,accepted,ATLAS-1932,PR-5318,,Decision for inventory-reservation: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01281,2024-10-11,decision,,tax-service,Aisha Khan,closed,ATLAS-4622,PR-9414,PD-2682,Decision for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01282,2024-10-12,decision,,notification-service,Elena Petrova,watching,ATLAS-4575,PR-10149,,Decision for notification-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01283,2024-10-14,action,,search-recommendations,Harper Lee,watching,ATLAS-1059,PR-11375,,Action for search-recommendations: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01284,2024-10-16,decision,,order-ledger,Iris Wang,watching,ATLAS-3820,PR-5310,,Decision for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01285,2024-10-18,blocker,high,auth-gateway,Mateo Garcia,open,ATLAS-1277,PR-9793,,Blocker for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01286,2024-10-20,risk,low,cart-service,Theo Martin,open,ATLAS-2337,PR-7299,,Risk for cart-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01287,2024-10-21,decision,,payment-orchestrator,Yara Haddad,watching,ATLAS-3281,PR-12393,,Decision for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01288,2024-10-23,open_question,,order-ledger,Mateo Garcia,mitigated,ATLAS-5205,PR-6670,,Open_Question for order-ledger: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01289,2024-10-25,open_question,,checkout-api,Mateo Garcia,closed,ATLAS-2412,PR-5556,,Open_Question for checkout-api: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01290,2024-10-27,action,,inventory-reservation,Anika Sharma,watching,ATLAS-1272,PR-9206,,Action for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01291,2024-10-29,decision,,tax-service,Nora Singh,accepted,ATLAS-5053,PR-9782,,Decision for tax-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01292,2024-10-30,blocker,high,notification-service,Grace Kim,accepted,ATLAS-3055,PR-5749,,Blocker for notification-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01293,2024-11-01,risk,critical,notification-service,Victor Silva,watching,ATLAS-3716,PR-7174,,Risk for notification-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01294,2024-11-03,open_question,,checkout-api,Anika Sharma,watching,ATLAS-4507,PR-6995,,Open_Question for checkout-api: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01295,2024-11-05,decision,,cart-service,Samir Rao,mitigated,ATLAS-4790,PR-6677,,Decision for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01296,2024-11-07,assumption,,cart-service,Luca Moretti,mitigated,ATLAS-5822,PR-10147,,Assumption for cart-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01297,2024-11-09,assumption,,order-ledger,Iris Wang,mitigated,ATLAS-2133,PR-9815,,Assumption for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01298,2024-11-10,assumption,,cart-service,Fatima Noor,open,ATLAS-3531,PR-7956,,Assumption for cart-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01299,2024-11-12,assumption,,cart-service,Yara Haddad,accepted,ATLAS-4070,PR-5950,,Assumption for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01300,2024-11-14,risk,low,cart-service,Ravi Patel,mitigated,ATLAS-2850,PR-8708,,Risk for cart-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01301,2024-11-16,open_question,,analytics-pipeline,Fatima Noor,mitigated,ATLAS-1401,PR-7252,,Open_Question for analytics-pipeline: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01302,2024-11-18,assumption,,tax-service,Jon Bell,accepted,ATLAS-5193,PR-12391,,Assumption for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01303,2024-11-19,open_question,,search-recommendations,Priya Nair,closed,ATLAS-2682,PR-8735,,Open_Question for search-recommendations: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01304,2024-11-21,blocker,high,analytics-pipeline,Anika Sharma,closed,ATLAS-3497,PR-7126,,Blocker for analytics-pipeline: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01305,2024-11-23,action,,inventory-reservation,Ben Carter,mitigated,ATLAS-3396,PR-8168,,Action for inventory-reservation: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01306,2024-11-25,open_question,,pricing-engine,Fatima Noor,open,ATLAS-4619,PR-5024,,Open_Question for pricing-engine: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01307,2024-11-27,decision,,cart-service,Luca Moretti,open,ATLAS-4984,PR-9066,,Decision for cart-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01308,2024-11-29,assumption,,pricing-engine,Harper Lee,watching,ATLAS-1203,PR-10156,,Assumption for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-01309,2024-11-30,blocker,critical,payment-orchestrator,Mateo Garcia,closed,ATLAS-1796,PR-11932,,Blocker for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
