event_id,event_type,repo,branch,pr_id,commit_sha,release_id,title,author,created_at,merged_at,status,files_changed,additions,deletions,linked_issues,linked_incidents,services,risk_notes,review_outcome
GH-06393,pull_request,atlas-web,release-analytics-pipeline-2025,PR-11393,00018f918f7e,,analytics-pipeline: migrate legacy path behind feature flag,Fatima Noor,2025-02-08,2025-02-17,closed,39,1048,250,ATLAS-3897;ATLAS-4020;ATLAS-2207,PD-2338,analytics-pipeline,low risk,changes requested
GH-06394,pull_request,atlas-payments,feature-inventory-reservation-2025,PR-11394,00018fa64e79,,inventory-reservation: add source-grounded validation for rollout,Ben Carter,2025-02-08,2025-02-13,released,9,1256,325,ATLAS-3362;ATLAS-1124,,inventory-reservation,watch p95 latency,auto merged
GH-06395,review,atlas-orders,feature-analytics-pipeline-2025,PR-11395,00018fb2e4cf,,analytics-pipeline: add source-grounded validation for rollout,Victor Silva,2025-02-12,2025-02-18,closed,20,176,110,ATLAS-1452;ATLAS-3959;ATLAS-2020,PD-2095,analytics-pipeline,watch p95 latency,changes requested
GH-06396,pull_request,atlas-mobile,release-auth-gateway-2025,PR-11396,00018fcee7be,,auth-gateway: migrate legacy path behind feature flag,Anika Sharma,2025-02-11,2025-02-14,open,18,443,849,ATLAS-3205;ATLAS-2964;ATLAS-2290,PD-2580,auth-gateway,database migration risk,approved
GH-06397,pull_request,atlas-payments,hotfix-auth-gateway-2025,PR-11397,00018fd1bf7d,,auth-gateway: add source-grounded validation for rollout,Iris Wang,2025-02-10,2025-02-15,open,23,137,656,ATLAS-2384;ATLAS-3491,PD-2404,auth-gateway,needs QA evidence,auto merged
GH-06398,review,atlas-observability,feature-cart-service-2025,PR-11398,00018febe419,,cart-service: reduce latency and improve retry behavior,Ravi Patel,2025-02-10,2025-02-11,closed,20,206,851,ATLAS-1478;ATLAS-1549;ATLAS-4690,,cart-service,low risk,auto merged
GH-06399,review,atlas-payments,hotfix-inventory-reservation-2025,PR-11399,00018fff4a53,,inventory-reservation: fix incident follow-up and regression tests,Mateo Garcia,2025-02-11,2025-02-15,released,32,345,81,ATLAS-5484;ATLAS-1631,,inventory-reservation,low risk,auto merged
GH-06400,commit,atlas-infra,main-tax-service-2025,,00019003a525,,tax-service: migrate legacy path behind feature flag,Anika Sharma,2025-02-09,,closed,11,429,879,ATLAS-3250;ATLAS-1283,,tax-service,needs QA evidence,auto merged
GH-06401,branch,atlas-mobile,hotfix-payment-orchestrator-2025,PR-11401,00019016e8ad,,payment-orchestrator: reduce latency and improve retry behavior,Dmitri Volkov,2025-02-13,,open,23,1144,657,ATLAS-4027;ATLAS-2696,PD-2065,payment-orchestrator,database migration risk,release captain approved
GH-06402,pull_request,atlas-mobile,feature-inventory-reservation-2025,PR-11402,0001902a4c25,,inventory-reservation: migrate legacy path behind feature flag,Nora Singh,2025-02-13,2025-02-18,closed,32,511,521,ATLAS-4202;ATLAS-5144,,inventory-reservation,requires rollback plan,changes requested
GH-06403,branch,atlas-checkout,feature-payment-orchestrator-2025,PR-11403,00019039ca1e,,payment-orchestrator: fix incident follow-up and regression tests,Dmitri Volkov,2025-02-13,,released,38,743,884,ATLAS-5605,,payment-orchestrator,watch p95 latency,auto merged
GH-06404,commit,atlas-observability,feature-inventory-reservation-2025,,0001904352a8,,inventory-reservation: reduce latency and improve retry behavior,Jon Bell,2025-02-13,,closed,38,1013,595,ATLAS-3621,,inventory-reservation,watch p95 latency,changes requested
GH-06405,commit,atlas-web,main-analytics-pipeline-2025,,000190599647,,"analytics-pipeline: update runbook, dashboards, and alert thresholds",Maya Chen,2025-02-13,,open,39,575,185,ATLAS-3135;ATLAS-4723,PD-2587,analytics-pipeline,database migration risk,approved
GH-06406,commit,atlas-checkout,feature-analytics-pipeline-2025,PR-11406,0001906179c0,,analytics-pipeline: add source-grounded validation for rollout,Ben Carter,2025-02-13,,open,10,1000,291,ATLAS-3953;ATLAS-1285;ATLAS-4586,PD-2387,analytics-pipeline,database migration risk,changes requested
GH-06407,pull_request,atlas-infra,main-pricing-engine-2025,PR-11407,000190771df7,,pricing-engine: reduce latency and improve retry behavior,Mateo Garcia,2025-02-12,2025-02-14,closed,40,702,620,ATLAS-2864;ATLAS-3851;ATLAS-5041,,pricing-engine,requires rollback plan,changes requested
GH-06408,pull_request,atlas-web,hotfix-search-recommendations-2025,PR-11408,0001908a6690,,search-recommendations: reduce latency and improve retry behavior,Kim Tan,2025-02-12,2025-02-19,released,6,232,688,ATLAS-4187;ATLAS-4900;ATLAS-2269,PD-2139,search-recommendations,low risk,auto merged
GH-06409,commit,atlas-web,feature-payment-orchestrator-2025,PR-11409,00019090e3d2,,payment-orchestrator: fix incident follow-up and regression tests,Jon Bell,2025-02-16,,merged,40,1041,39,ATLAS-3050;ATLAS-2102;ATLAS-4109,,payment-orchestrator,database migration risk,approved
GH-06410,commit,atlas-orders,main-checkout-api-2025,,000190a0de42,,checkout-api: migrate legacy path behind feature flag,Harper Lee,2025-02-17,,closed,4,954,487,ATLAS-4368;ATLAS-2723;ATLAS-2183,,checkout-api,watch p95 latency,changes requested
GH-06411,pull_request,atlas-data,feature-search-recommendations-2025,PR-11411,000190bf7c9e,,search-recommendations: reduce latency and improve retry behavior,Anika Sharma,2025-02-17,2025-02-21,released,39,1167,530,ATLAS-2126;ATLAS-3718;ATLAS-2582,PD-2227,search-recommendations,needs QA evidence,auto merged
GH-06412,review,atlas-infra,release-auth-gateway-2025,PR-11412,000190c4fa01,,auth-gateway: migrate legacy path behind feature flag,Ravi Patel,2025-02-18,2025-02-26,approved,21,146,462,ATLAS-3731;ATLAS-3092;ATLAS-6054,PD-2838,auth-gateway,requires rollback plan,auto merged
GH-06413,commit,atlas-infra,main-checkout-api-2025,,000190d0c100,,checkout-api: fix incident follow-up and regression tests,Ravi Patel,2025-02-18,,approved,11,422,325,ATLAS-4177;ATLAS-1986,,checkout-api,watch p95 latency,approved
GH-06414,commit,atlas-data,release-checkout-api-2025,,000190e6bbbe,,checkout-api: migrate legacy path behind feature flag,Ravi Patel,2025-02-16,,closed,42,1344,271,ATLAS-1280;ATLAS-2316,,checkout-api,needs QA evidence,auto merged
GH-06415,commit,atlas-infra,release-inventory-reservation-2025,,000190facfbb,,inventory-reservation: fix incident follow-up and regression tests,Theo Martin,2025-02-18,,closed,12,844,513,ATLAS-5044,,inventory-reservation,watch p95 latency,auto merged
GH-06416,commit,atlas-mobile,hotfix-inventory-reservation-2025,,0001910790bf,,inventory-reservation: reduce latency and improve retry behavior,Victor Silva,2025-02-18,,approved,35,1288,662,ATLAS-6094,PD-2114,inventory-reservation,requires rollback plan,auto merged
GH-06417,review,atlas-infra,release-checkout-api-2025,PR-11417,00019114a2f0,,checkout-api: migrate legacy path behind feature flag,Ben Carter,2025-02-17,2025-02-18,released,9,123,115,ATLAS-1899;ATLAS-5027,PD-2408,checkout-api,low risk,changes requested
GH-06418,commit,atlas-web,hotfix-analytics-pipeline-2025,,0001912ef21b,,analytics-pipeline: reduce latency and improve retry behavior,Anika Sharma,2025-02-17,,released,28,726,196,ATLAS-1871,PD-2711,analytics-pipeline,needs QA evidence,changes requested
GH-06419,commit,atlas-mobile,feature-analytics-pipeline-2025,PR-11419,00019138344b,,analytics-pipeline: reduce latency and improve retry behavior,Ravi Patel,2025-02-20,,approved,34,129,735,ATLAS-5197;ATLAS-3331;ATLAS-3502,,analytics-pipeline,watch p95 latency,approved
GH-06420,branch,atlas-data,hotfix-cart-service-2025,,00019147257a,,"cart-service: update runbook, dashboards, and alert thresholds",Yara Haddad,2025-02-21,,released,26,317,427,ATLAS-3648,,cart-service,needs QA evidence,changes requested
GH-06421,pull_request,atlas-checkout,release-loyalty-service-2025,PR-11421,00019157589f,,loyalty-service: add source-grounded validation for rollout,Priya Nair,2025-02-17,2025-02-25,merged,9,662,607,ATLAS-5983;ATLAS-2056,,loyalty-service,requires rollback plan,release captain approved
GH-06422,review,atlas-mobile,feature-checkout-api-2025,PR-11422,000191681838,,checkout-api: add source-grounded validation for rollout,Maya Chen,2025-02-22,2025-03-02,approved,37,1361,241,ATLAS-1537;ATLAS-2336,,checkout-api,watch p95 latency,release captain approved
GH-06423,commit,atlas-observability,main-payment-orchestrator-2025,,0001917922b5,,payment-orchestrator: add source-grounded validation for rollout,Elena Petrova,2025-02-19,,approved,10,1128,103,ATLAS-6133,,payment-orchestrator,requires rollback plan,changes requested
GH-06424,commit,atlas-infra,release-payment-orchestrator-2025,PR-11424,000191817fec,,payment-orchestrator: migrate legacy path behind feature flag,Fatima Noor,2025-02-23,,merged,16,1211,623,ATLAS-2551;ATLAS-4569;ATLAS-4337,PD-2017,payment-orchestrator,low risk,approved
GH-06425,review,atlas-mobile,feature-pricing-engine-2025,PR-11425,000191929735,,pricing-engine: add source-grounded validation for rollout,Jon Bell,2025-02-19,2025-02-20,open,19,823,522,ATLAS-2282;ATLAS-6088;ATLAS-1670,PD-2745,pricing-engine,requires rollback plan,changes requested
GH-06426,release,atlas-observability,hotfix-auth-gateway-2025,,000191a88f00,REL-2025.1.6,auth-gateway: migrate legacy path behind feature flag,Sara Novak,2025-02-23,,released,10,210,350,ATLAS-4208,,auth-gateway,database migration risk,changes requested
GH-06427,branch,atlas-data,release-loyalty-service-2025,,000191bc21b6,,"loyalty-service: update runbook, dashboards, and alert thresholds",Anika Sharma,2025-02-20,,closed,1,318,805,ATLAS-1079;ATLAS-1897,,loyalty-service,watch p95 latency,changes requested
GH-06428,review,atlas-checkout,feature-analytics-pipeline-2025,PR-11428,000191c52aeb,,analytics-pipeline: migrate legacy path behind feature flag,Yara Haddad,2025-02-22,2025-03-03,merged,39,267,178,ATLAS-3249;ATLAS-2706,PD-2260,analytics-pipeline,watch p95 latency,auto merged
GH-06429,commit,atlas-mobile,hotfix-cart-service-2025,,000191d34d77,,cart-service: migrate legacy path behind feature flag,Aisha Khan,2025-02-21,,approved,2,596,530,ATLAS-5903;ATLAS-5804,,cart-service,low risk,release captain approved
GH-06430,branch,atlas-orders,main-analytics-pipeline-2025,,000191e9d558,,analytics-pipeline: fix incident follow-up and regression tests,Sara Novak,2025-02-21,,closed,3,445,556,ATLAS-2773;ATLAS-1368,,analytics-pipeline,low risk,approved
GH-06431,pull_request,atlas-infra,feature-inventory-reservation-2025,PR-11431,000191fab218,,inventory-reservation: migrate legacy path behind feature flag,Harper Lee,2025-02-24,2025-02-26,closed,23,53,56,ATLAS-6172,PD-2789,inventory-reservation,needs QA evidence,release captain approved
GH-06432,review,atlas-mobile,hotfix-search-recommendations-2025,PR-11432,0001920d4114,,search-recommendations: migrate legacy path behind feature flag,Iris Wang,2025-02-25,2025-03-02,approved,40,864,419,ATLAS-4539;ATLAS-5084,,search-recommendations,watch p95 latency,auto merged
GH-06433,pull_request,atlas-observability,release-order-ledger-2025,PR-11433,0001921773ff,,order-ledger: migrate legacy path behind feature flag,Jon Bell,2025-02-25,2025-02-27,released,18,310,519,ATLAS-2102;ATLAS-2223;ATLAS-4994,,order-ledger,needs QA evidence,release captain approved
GH-06434,commit,atlas-mobile,feature-cart-service-2025,,00019225eada,,cart-service: add source-grounded validation for rollout,Anika Sharma,2025-02-22,,open,30,268,97,ATLAS-1487;ATLAS-4232;ATLAS-2089,PD-2474,cart-service,requires rollback plan,auto merged
GH-06435,review,atlas-infra,feature-search-recommendations-2025,PR-11435,000192384435,,"search-recommendations: update runbook, dashboards, and alert thresholds",Dmitri Volkov,2025-02-27,2025-03-06,open,17,1058,333,ATLAS-5025;ATLAS-4961;ATLAS-4918,PD-2333,search-recommendations,low risk,auto merged
GH-06436,commit,atlas-payments,feature-search-recommendations-2025,,0001924d18b4,,search-recommendations: fix incident follow-up and regression tests,Aisha Khan,2025-02-26,,closed,15,237,203,ATLAS-4817;ATLAS-5692;ATLAS-4452,PD-2109,search-recommendations,needs QA evidence,changes requested
GH-06437,commit,atlas-payments,main-pricing-engine-2025,,0001925e22d4,,pricing-engine: reduce latency and improve retry behavior,Theo Martin,2025-02-26,,open,38,554,177,ATLAS-3945,,pricing-engine,watch p95 latency,approved
GH-06438,commit,atlas-data,feature-order-ledger-2025,PR-11438,0001926d871e,,order-ledger: migrate legacy path behind feature flag,Kim Tan,2025-02-28,,open,24,282,849,ATLAS-1059;ATLAS-3904,PD-2604,order-ledger,needs QA evidence,auto merged
GH-06439,pull_request,atlas-observability,feature-cart-service-2025,PR-11439,000192710711,,cart-service: reduce latency and improve retry behavior,Fatima Noor,2025-02-26,2025-03-07,open,35,810,605,ATLAS-2840,PD-2069,cart-service,low risk,approved
GH-06440,commit,atlas-infra,main-analytics-pipeline-2025,PR-11440,000192815664,,analytics-pipeline: migrate legacy path behind feature flag,Mateo Garcia,2025-02-27,,approved,22,1343,198,ATLAS-5937,PD-2218,analytics-pipeline,watch p95 latency,auto merged
GH-06441,pull_request,atlas-observability,hotfix-pricing-engine-2025,PR-11441,000192900f29,,pricing-engine: reduce latency and improve retry behavior,Ben Carter,2025-02-26,2025-03-01,merged,36,1281,205,ATLAS-2834;ATLAS-1546;ATLAS-2327,PD-2351,pricing-engine,database migration risk,changes requested
GH-06442,commit,atlas-infra,hotfix-pricing-engine-2025,,000192a1b845,,pricing-engine: fix incident follow-up and regression tests,Victor Silva,2025-02-26,,approved,1,1261,121,ATLAS-4441;ATLAS-1848,PD-2753,pricing-engine,database migration risk,changes requested
GH-06443,commit,atlas-data,feature-tax-service-2025,PR-11443,000192b1ef66,,tax-service: add source-grounded validation for rollout,Ben Carter,2025-02-28,,approved,40,99,287,ATLAS-4159;ATLAS-5470,,tax-service,low risk,changes requested
GH-06444,branch,atlas-checkout,release-checkout-api-2025,,000192c95c60,,checkout-api: reduce latency and improve retry behavior,Aisha Khan,2025-03-02,,merged,34,1296,627,ATLAS-4275;ATLAS-2555,,checkout-api,needs QA evidence,auto merged
GH-06445,commit,atlas-payments,main-order-ledger-2025,,000192d5328c,,order-ledger: migrate legacy path behind feature flag,Nora Singh,2025-03-03,,approved,17,365,533,ATLAS-4159,PD-2117,order-ledger,watch p95 latency,approved
GH-06446,pull_request,atlas-data,main-auth-gateway-2025,PR-11446,000192e63f8e,,"auth-gateway: update runbook, dashboards, and alert thresholds",Grace Kim,2025-03-03,2025-03-09,open,15,234,74,ATLAS-4618;ATLAS-1832,,auth-gateway,watch p95 latency,auto merged
GH-06447,pull_request,atlas-mobile,release-notification-service-2025,PR-11447,000192fcbd60,,notification-service: reduce latency and improve retry behavior,Aisha Khan,2025-02-28,2025-03-08,approved,41,1374,802,ATLAS-5940;ATLAS-3814,,notification-service,needs QA evidence,changes requested
GH-06448,commit,atlas-checkout,feature-analytics-pipeline-2025,,0001930ae665,,analytics-pipeline: add source-grounded validation for rollout,Harper Lee,2025-02-28,,released,36,1154,748,ATLAS-1637;ATLAS-4613,,analytics-pipeline,watch p95 latency,release captain approved
GH-06449,branch,atlas-checkout,feature-analytics-pipeline-2025,,0001931c2a38,,"analytics-pipeline: update runbook, dashboards, and alert thresholds",Fatima Noor,2025-03-01,,open,36,1325,594,ATLAS-3860;ATLAS-2415;ATLAS-5904,,analytics-pipeline,watch p95 latency,changes requested
GH-06450,pull_request,atlas-orders,hotfix-analytics-pipeline-2025,PR-11450,000193246ed3,,analytics-pipeline: migrate legacy path behind feature flag,Jon Bell,2025-03-01,2025-03-04,approved,20,699,848,ATLAS-4664,PD-2840,analytics-pipeline,needs QA evidence,changes requested
GH-06451,commit,atlas-orders,release-search-recommendations-2025,,00019332d2d1,,search-recommendations: add source-grounded validation for rollout,Harper Lee,2025-03-04,,open,25,794,344,ATLAS-3654;ATLAS-4508;ATLAS-6200,,search-recommendations,needs QA evidence,release captain approved
GH-06452,review,atlas-checkout,release-checkout-api-2025,PR-11452,0001934d339f,,checkout-api: add source-grounded validation for rollout,Nora Singh,2025-03-01,2025-03-02,released,25,1026,13,ATLAS-2598,,checkout-api,requires rollback plan,approved
GH-06453,pull_request,atlas-payments,hotfix-search-recommendations-2025,PR-11453,0001935d0a94,,"search-recommendations: update runbook, dashboards, and alert thresholds",Elena Petrova,2025-03-05,2025-03-13,approved,7,81,875,ATLAS-4161;ATLAS-2114;ATLAS-2021,PD-2034,search-recommendations,watch p95 latency,auto merged
GH-06454,pull_request,atlas-checkout,release-checkout-api-2025,PR-11454,0001936bb7e0,,checkout-api: migrate legacy path behind feature flag,Fatima Noor,2025-03-05,2025-03-06,merged,4,60,887,ATLAS-2234,,checkout-api,database migration risk,auto merged
GH-06455,review,atlas-infra,feature-loyalty-service-2025,PR-11455,0001937d999a,,loyalty-service: fix incident follow-up and regression tests,Sara Novak,2025-03-05,2025-03-11,released,33,614,597,ATLAS-1135,,loyalty-service,requires rollback plan,release captain approved
GH-06456,commit,atlas-data,main-auth-gateway-2025,PR-11456,00019385232a,,auth-gateway: reduce latency and improve retry behavior,Noah Evans,2025-03-04,,approved,37,952,102,ATLAS-5528;ATLAS-3914;ATLAS-3206,,auth-gateway,watch p95 latency,release captain approved
GH-06457,pull_request,atlas-checkout,feature-checkout-api-2025,PR-11457,0001939c418e,,checkout-api: add source-grounded validation for rollout,Grace Kim,2025-03-03,2025-03-11,merged,4,782,759,ATLAS-5277,,checkout-api,watch p95 latency,release captain approved
GH-06458,commit,atlas-mobile,release-cart-service-2025,PR-11458,000193af5a0f,,"cart-service: update runbook, dashboards, and alert thresholds",Luca Moretti,2025-03-07,,closed,1,708,440,ATLAS-4857,PD-2785,cart-service,needs QA evidence,auto merged
GH-06459,release,atlas-web,hotfix-checkout-api-2025,,000193bb664b,REL-2025.1.19,"checkout-api: update runbook, dashboards, and alert thresholds",Luca Moretti,2025-03-08,,merged,35,1026,887,ATLAS-4783,PD-2340,checkout-api,database migration risk,auto merged
GH-06460,commit,atlas-payments,main-order-ledger-2025,PR-11460,000193cd2186,,order-ledger: fix incident follow-up and regression tests,Samir Rao,2025-03-07,,released,18,1034,219,ATLAS-1517,PD-2476,order-ledger,database migration risk,changes requested
GH-06461,pull_request,atlas-orders,feature-analytics-pipeline-2025,PR-11461,000193d2947b,,analytics-pipeline: reduce latency and improve retry behavior,Mateo Garcia,2025-03-09,2025-03-13,approved,22,984,376,ATLAS-5501,PD-2318,analytics-pipeline,requires rollback plan,approved
GH-06462,commit,atlas-orders,release-order-ledger-2025,,000193e050e7,,"order-ledger: update runbook, dashboards, and alert thresholds",Yara Haddad,2025-03-08,,open,7,321,80,ATLAS-2176,PD-2069,order-ledger,low risk,auto merged
GH-06463,review,atlas-mobile,main-pricing-engine-2025,PR-11463,000193ff980e,,pricing-engine: migrate legacy path behind feature flag,Theo Martin,2025-03-07,2025-03-11,approved,37,1179,264,ATLAS-1258;ATLAS-1721;ATLAS-5146,,pricing-engine,needs QA evidence,auto merged
GH-06464,commit,atlas-observability,release-analytics-pipeline-2025,,000194012ede,,analytics-pipeline: reduce latency and improve retry behavior,Kim Tan,2025-03-06,,open,23,874,862,ATLAS-4046;ATLAS-4439,PD-2688,analytics-pipeline,requires rollback plan,release captain approved
GH-06465,pull_request,atlas-observability,release-analytics-pipeline-2025,PR-11465,0001941386ca,,analytics-pipeline: migrate legacy path behind feature flag,Jon Bell,2025-03-07,2025-03-13,closed,22,880,753,ATLAS-3376;ATLAS-4707;ATLAS-2064,PD-2016,analytics-pipeline,needs QA evidence,auto merged
GH-06466,pull_request,atlas-orders,feature-search-recommendations-2025,PR-11466,0001942e5fb4,,search-recommendations: reduce latency and improve retry behavior,Ben Carter,2025-03-07,2025-03-09,open,6,560,579,ATLAS-6158;ATLAS-2396;ATLAS-2058,PD-2306,search-recommendations,database migration risk,auto merged
GH-06467,pull_request,atlas-web,feature-search-recommendations-2025,PR-11467,0001943219c0,,"search-recommendations: update runbook, dashboards, and alert thresholds",Sara Novak,2025-03-09,2025-03-18,approved,27,1326,471,ATLAS-2554;ATLAS-5294;ATLAS-1155,,search-recommendations,requires rollback plan,approved
GH-06468,release,atlas-data,hotfix-order-ledger-2025,PR-11468,00019440c8c0,REL-2025.1.8,order-ledger: add source-grounded validation for rollout,Anika Sharma,2025-03-11,,open,18,1069,270,ATLAS-5573;ATLAS-4787,PD-2426,order-ledger,needs QA evidence,changes requested
GH-06469,review,atlas-orders,hotfix-order-ledger-2025,PR-11469,0001945604ee,,order-ledger: reduce latency and improve retry behavior,Aisha Khan,2025-03-10,2025-03-17,closed,7,48,508,ATLAS-3748,PD-2442,order-ledger,watch p95 latency,release captain approved
GH-06470,review,atlas-mobile,feature-loyalty-service-2025,PR-11470,0001946163dd,,loyalty-service: add source-grounded validation for rollout,Jon Bell,2025-03-08,2025-03-12,closed,39,1095,507,ATLAS-3930,,loyalty-service,watch p95 latency,approved
GH-06471,commit,atlas-infra,release-tax-service-2025,,00019473539f,,tax-service: fix incident follow-up and regression tests,Sara Novak,2025-03-13,,open,15,39,739,ATLAS-5078;ATLAS-1611,,tax-service,needs QA evidence,approved
GH-06472,release,atlas-infra,release-search-recommendations-2025,,0001948923c8,REL-2025.1.12,search-recommendations: migrate legacy path behind feature flag,Anika Sharma,2025-03-10,,open,2,719,751,ATLAS-2799;ATLAS-3211,,search-recommendations,low risk,release captain approved
GH-06473,release,atlas-orders,main-cart-service-2025,,00019496fe62,REL-2025.1.13,cart-service: reduce latency and improve retry behavior,Fatima Noor,2025-03-12,,released,42,824,858,ATLAS-4422,PD-2083,cart-service,database migration risk,release captain approved
GH-06474,commit,atlas-infra,main-payment-orchestrator-2025,,000194a5387a,,payment-orchestrator: reduce latency and improve retry behavior,Jon Bell,2025-03-13,,approved,22,1098,871,ATLAS-1603;ATLAS-1413;ATLAS-2069,,payment-orchestrator,low risk,approved
GH-06475,branch,atlas-payments,main-pricing-engine-2025,,000194b9f481,,pricing-engine: migrate legacy path behind feature flag,Iris Wang,2025-03-12,,approved,39,212,865,ATLAS-5298,PD-2694,pricing-engine,watch p95 latency,changes requested
GH-06476,commit,atlas-checkout,main-checkout-api-2025,PR-11476,000194c96440,,checkout-api: reduce latency and improve retry behavior,Dmitri Volkov,2025-03-12,,released,27,272,328,ATLAS-2050,,checkout-api,database migration risk,approved
GH-06477,commit,atlas-infra,main-cart-service-2025,,000194de7363,,cart-service: migrate legacy path behind feature flag,Luca Moretti,2025-03-15,,merged,36,593,355,ATLAS-3410;ATLAS-3905;ATLAS-2287,PD-2188,cart-service,watch p95 latency,changes requested
GH-06478,commit,atlas-payments,release-payment-orchestrator-2025,PR-11478,000194edd882,,payment-orchestrator: migrate legacy path behind feature flag,Maya Chen,2025-03-12,,open,14,1141,50,ATLAS-1185,,payment-orchestrator,watch p95 latency,release captain approved
GH-06479,commit,atlas-infra,hotfix-tax-service-2025,,000194f9f975,,"tax-service: update runbook, dashboards, and alert thresholds",Priya Nair,2025-03-15,,approved,38,1123,722,ATLAS-3726,PD-2667,tax-service,database migration risk,changes requested
GH-06480,review,atlas-data,release-order-ledger-2025,PR-11480,000195079c2d,,order-ledger: fix incident follow-up and regression tests,Fatima Noor,2025-03-13,2025-03-19,merged,21,197,274,ATLAS-4624;ATLAS-4375;ATLAS-3835,PD-2393,order-ledger,low risk,release captain approved
GH-06481,pull_request,atlas-checkout,feature-notification-service-2025,PR-11481,00019519c2a5,,notification-service: migrate legacy path behind feature flag,Nora Singh,2025-03-12,2025-03-20,released,12,562,732,ATLAS-2655;ATLAS-2697,PD-2487,notification-service,requires rollback plan,release captain approved
GH-06482,commit,atlas-payments,feature-auth-gateway-2025,,0001952b37fd,,auth-gateway: fix incident follow-up and regression tests,Yara Haddad,2025-03-13,,closed,34,670,805,ATLAS-3966,,auth-gateway,watch p95 latency,release captain approved
GH-06483,pull_request,atlas-data,main-order-ledger-2025,PR-11483,0001953f47da,,order-ledger: reduce latency and improve retry behavior,Aisha Khan,2025-03-15,2025-03-22,released,31,333,306,ATLAS-3536;ATLAS-2485;ATLAS-2489,,order-ledger,low risk,approved
GH-06484,review,atlas-mobile,release-tax-service-2025,PR-11484,0001954e1c44,,"tax-service: update runbook, dashboards, and alert thresholds",Aisha Khan,2025-03-16,2025-03-20,merged,29,638,875,ATLAS-5731,PD-2007,tax-service,database migration risk,approved
GH-06485,commit,atlas-payments,hotfix-search-recommendations-2025,,0001955a9d01,,search-recommendations: add source-grounded validation for rollout,Sara Novak,2025-03-18,,released,7,1108,736,ATLAS-1260;ATLAS-3582,PD-2325,search-recommendations,watch p95 latency,auto merged
GH-06486,pull_request,atlas-checkout,main-cart-service-2025,PR-11486,0001956522c1,,cart-service: migrate legacy path behind feature flag,Mateo Garcia,2025-03-14,2025-03-16,closed,7,1117,698,ATLAS-4106;ATLAS-3685;ATLAS-4154,PD-2654,cart-service,requires rollback plan,changes requested
GH-06487,pull_request,atlas-web,hotfix-search-recommendations-2025,PR-11487,00019579e9d0,,search-recommendations: reduce latency and improve retry behavior,Harper Lee,2025-03-16,2025-03-21,merged,13,648,173,ATLAS-2036,PD-2486,search-recommendations,requires rollback plan,approved
GH-06488,pull_request,atlas-payments,hotfix-search-recommendations-2025,PR-11488,0001958201db,,search-recommendations: reduce latency and improve retry behavior,Harper Lee,2025-03-19,2025-03-22,approved,30,1199,502,ATLAS-4477;ATLAS-1558,,search-recommendations,requires rollback plan,release captain approved
GH-06489,commit,atlas-web,feature-inventory-reservation-2025,,00019590e681,,inventory-reservation: add source-grounded validation for rollout,Aisha Khan,2025-03-17,,open,28,1104,203,ATLAS-1916;ATLAS-2385;ATLAS-5313,PD-2820,inventory-reservation,watch p95 latency,changes requested
GH-06490,commit,atlas-payments,main-search-recommendations-2025,PR-11490,000195a49696,,search-recommendations: fix incident follow-up and regression tests,Maya Chen,2025-03-16,,approved,13,777,515,ATLAS-3848;ATLAS-2078;ATLAS-3048,PD-2669,search-recommendations,requires rollback plan,approved
GH-06491,commit,atlas-data,main-checkout-api-2025,,000195b5ec16,,checkout-api: add source-grounded validation for rollout,Iris Wang,2025-03-17,,merged,40,1382,891,ATLAS-2893;ATLAS-5227,,checkout-api,watch p95 latency,auto merged
GH-06492,commit,atlas-orders,feature-checkout-api-2025,PR-11492,000195ca0d39,,checkout-api: add source-grounded validation for rollout,Yara Haddad,2025-03-20,,approved,27,1105,170,ATLAS-2965;ATLAS-1805;ATLAS-2305,,checkout-api,low risk,release captain approved
GH-06493,commit,atlas-data,main-cart-service-2025,,000195d73dee,,cart-service: migrate legacy path behind feature flag,Owen Brooks,2025-03-20,,approved,9,875,398,ATLAS-2004,PD-2574,cart-service,needs QA evidence,approved
GH-06494,commit,atlas-web,feature-tax-service-2025,PR-11494,000195e8ab16,,tax-service: fix incident follow-up and regression tests,Sara Novak,2025-03-18,,released,18,460,886,ATLAS-1600,,tax-service,needs QA evidence,auto merged
GH-06495,commit,atlas-infra,release-cart-service-2025,,000195ff5ed2,,cart-service: migrate legacy path behind feature flag,Priya Nair,2025-03-19,,closed,10,138,810,ATLAS-3031;ATLAS-5649;ATLAS-5796,,cart-service,requires rollback plan,release captain approved
GH-06496,commit,atlas-data,release-cart-service-2025,,0001960b3fe6,,cart-service: reduce latency and improve retry behavior,Aisha Khan,2025-03-21,,open,12,1142,654,ATLAS-1206,,cart-service,database migration risk,changes requested
GH-06497,commit,atlas-web,main-analytics-pipeline-2025,,00019618d812,,analytics-pipeline: migrate legacy path behind feature flag,Elena Petrova,2025-03-22,,open,1,711,610,ATLAS-5038;ATLAS-4856;ATLAS-5688,,analytics-pipeline,watch p95 latency,release captain approved
GH-06498,commit,atlas-payments,main-order-ledger-2025,,00019622ff9e,,order-ledger: migrate legacy path behind feature flag,Ravi Patel,2025-03-22,,open,2,245,844,ATLAS-2269;ATLAS-2323;ATLAS-1400,PD-2332,order-ledger,requires rollback plan,changes requested
