issue_key,issue_type,epic,summary,status,priority,assignee,reporter,created,updated,sprint,due_date,story_points,service,component,phase,labels,linked_prs,linked_incidents,risk_or_blocker_notes,acceptance_criteria,business_impact
ATLAS-4782,Spike,ATLAS-4781,Document runbook for analytics-pipeline,Closed,Medium,Mateo Garcia,Nora Singh,2024-03-14,2024-06-02,Sprint 151,2024-05-13,13,analytics-pipeline,data,Phase 6 Order Orchestration,"6,analytics-pipeline,data,handoff,jira",,PD-2382,Blocker: waiting on data contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to ATLAS-4782.",Improves onboarding because new engineers can trace decision context.
ATLAS-4783,Story,ATLAS-4781,Reduce p95 latency in notification-service,Done,Medium,Iris Wang,Harper Lee,2024-03-16,2024-06-01,Sprint 151,2024-05-15,2,notification-service,messaging,Phase 6 Order Orchestration,"6,jira,messaging,metrics,notification-service",PR-8783,,Blocker: waiting on messaging contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-8783.",Improves checkout reliability and reduces manual support triage.
ATLAS-4784,Story,ATLAS-4781,Reduce p95 latency in loyalty-service,Done,Medium,Owen Brooks,Ben Carter,2024-03-14,2024-04-28,Sprint 151,2024-03-21,8,loyalty-service,loyalty,Phase 6 Order Orchestration,"6,checkout,jira,loyalty,loyalty-service",PR-8784,,Customer impact: support needs clear status if inventory reservation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-8784.",Improves onboarding because new engineers can trace decision context.
ATLAS-4785,Bug,ATLAS-4781,Create rollback plan for notification-service,Done,Critical,Mateo Garcia,Dmitri Volkov,2024-03-17,2024-04-13,Sprint 151,2024-04-16,13,notification-service,messaging,Phase 6 Order Orchestration,"6,jira,messaging,notification-service,release",PR-8785,,"Action: add monitoring, rollback owner, and KT note for notification-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-8785.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4786,Story,ATLAS-4781,Harden idempotency and retry behavior for auth-gateway,Done,Medium,Maya Chen,Samir Rao,2024-03-15,2024-04-05,Sprint 151,2024-03-22,13,auth-gateway,platform,Phase 6 Order Orchestration,"6,auth-gateway,jira,platform,release",,,Blocker: waiting on platform contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to ATLAS-4786.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4787,Bug,ATLAS-4781,Create rollback plan for notification-service,Done,High,Noah Evans,Ravi Patel,2024-03-18,2024-04-08,Sprint 152,2024-04-17,5,notification-service,messaging,Phase 6 Order Orchestration,"6,handoff,jira,messaging,notification-service",PR-8787,,Blocker: waiting on messaging contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-8787.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4788,Story,ATLAS-4781,Reduce p95 latency in loyalty-service,Done,Low,Maya Chen,Ravi Patel,2024-03-21,2024-04-14,Sprint 152,2024-05-05,5,loyalty-service,loyalty,Phase 6 Order Orchestration,"6,jira,loyalty,loyalty-service,risk",PR-8788,,Blocker: waiting on loyalty contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-8788.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4789,Story,ATLAS-4781,Add tracing and dashboard coverage for tax-service,Closed,Medium,Ben Carter,Kim Tan,2024-03-19,2024-04-09,Sprint 152,2024-04-09,13,tax-service,tax,Phase 6 Order Orchestration,"6,jira,kt,tax,tax-service",,,Decision: owner Ben Carter to validate feature flag rollout with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to ATLAS-4789.",Protects conversion during peak campaigns and regional launches.
ATLAS-4790,Story,ATLAS-4781,Document runbook for pricing-engine,Closed,High,Sara Novak,Aisha Khan,2024-03-24,2024-05-02,Sprint 152,2024-04-14,13,pricing-engine,pricing,Phase 6 Order Orchestration,"6,jira,pricing,pricing-engine,release",PR-8790,,"Action: add monitoring, rollback owner, and KT note for pricing-engine.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to PR-8790.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4791,Incident Follow-up,ATLAS-4781,Fix feature flag rollout regression in order-ledger,Closed,Critical,Owen Brooks,Noah Evans,2024-03-21,2024-04-11,Sprint 152,2024-03-28,8,order-ledger,orders,Phase 6 Order Orchestration,"6,jira,order-ledger,orders,risk",PR-8791,,Blocker: waiting on orders contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8791.",Improves checkout reliability and reduces manual support triage.
ATLAS-4792,Task,ATLAS-4781,Reduce p95 latency in cart-service,Done,High,Grace Kim,Elena Petrova,2024-03-18,2024-03-28,Sprint 152,2024-04-08,1,cart-service,backend,Phase 6 Order Orchestration,"6,backend,cart-service,jira,risk",PR-8792,,"Action: add monitoring, rollback owner, and KT note for cart-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8792.",Improves checkout reliability and reduces manual support triage.
ATLAS-4793,Story,ATLAS-4781,Create rollback plan for auth-gateway,Done,High,Grace Kim,Nora Singh,2024-03-25,2024-05-18,Sprint 152,2024-04-08,3,auth-gateway,platform,Phase 6 Order Orchestration,"6,auth-gateway,jira,platform,risk",,,Customer impact: support needs clear status if mobile checkout session breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to ATLAS-4793.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4794,Story,ATLAS-4781,Migrate inventory-reservation dependency from legacy checkout,Done,Critical,Luca Moretti,Harper Lee,2024-03-24,2024-05-07,Sprint 152,2024-03-31,3,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,inventory,inventory-reservation,jira,kt",,PD-2394,Blocker: waiting on inventory contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-4794.",Protects conversion during peak campaigns and regional launches.
ATLAS-4795,Bug,ATLAS-4781,Backfill data validation for cart-service,Done,Medium,Iris Wang,Yara Haddad,2024-03-27,2024-05-25,Sprint 152,2024-04-03,13,cart-service,backend,Phase 6 Order Orchestration,"6,backend,cart-service,handoff,jira",,PD-2395,Decision: owner Iris Wang to validate inventory reservation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-4795.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4796,Story,ATLAS-4781,Backfill data validation for cart-service,Closed,Critical,Owen Brooks,Ravi Patel,2024-03-28,2024-04-11,Sprint 152,2024-04-04,8,cart-service,backend,Phase 6 Order Orchestration,"6,backend,cart-service,checkout,jira",PR-8796,,Decision: owner Owen Brooks to validate loyalty points accrual with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8796.",Protects conversion during peak campaigns and regional launches.
ATLAS-4797,Incident Follow-up,ATLAS-4781,Resolve customer escalation linked to order-ledger,Done,Medium,Mateo Garcia,Luca Moretti,2024-03-21,2024-03-28,Sprint 152,2024-05-05,5,order-ledger,orders,Phase 6 Order Orchestration,"6,jira,order-ledger,orders,release",PR-8797,,Blocker: waiting on orders contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8797.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4798,Task,ATLAS-4781,Add tracing and dashboard coverage for checkout-api,Done,Medium,Kim Tan,Ben Carter,2024-03-28,2024-05-10,Sprint 152,2024-04-04,1,checkout-api,backend,Phase 6 Order Orchestration,"6,backend,checkout,checkout-api,jira",,,Risk: checkout-api can cause checkout drop if coupon timeout fallback fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to ATLAS-4798.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4799,Bug,ATLAS-4781,Backfill data validation for checkout-api,Done,Critical,Elena Petrova,Noah Evans,2024-03-25,2024-05-01,Sprint 152,2024-04-01,3,checkout-api,backend,Phase 6 Order Orchestration,"6,backend,checkout-api,jira,release",,,Customer impact: support needs clear status if mobile checkout session breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to ATLAS-4799.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4800,Story,ATLAS-4781,Resolve customer escalation linked to analytics-pipeline,Done,High,Ravi Patel,Owen Brooks,2024-03-28,2024-04-03,Sprint 152,2024-04-18,1,analytics-pipeline,data,Phase 6 Order Orchestration,"6,analytics-pipeline,data,jira,metrics",PR-8800,,Decision: owner Ravi Patel to validate queue lag with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-8800.",Protects conversion during peak campaigns and regional launches.
ATLAS-4801,Story,ATLAS-4781,Harden idempotency and retry behavior for checkout-api,Done,Medium,Samir Rao,Fatima Noor,2024-03-24,2024-04-16,Sprint 152,2024-05-08,2,checkout-api,backend,Phase 6 Order Orchestration,"6,backend,checkout-api,jira,metrics",PR-8801,,Risk: checkout-api can cause checkout drop if inventory reservation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8801.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4802,Task,ATLAS-4781,Fix tax quote consistency regression in search-recommendations,Done,Medium,Owen Brooks,Sara Novak,2024-04-01,2024-04-09,Sprint 153,2024-04-08,5,search-recommendations,search,Phase 6 Order Orchestration,"6,jira,risk,search,search-recommendations",PR-8802,,Risk: search-recommendations can cause checkout drop if tax quote consistency fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-8802.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4803,Incident Follow-up,ATLAS-4781,Create rollback plan for auth-gateway,Done,Low,Anika Sharma,Priya Nair,2024-03-26,2024-04-15,Sprint 152,2024-05-10,13,auth-gateway,platform,Phase 6 Order Orchestration,"6,auth-gateway,jira,kt,platform",PR-8803,,Customer impact: support needs clear status if mobile checkout session breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8803.",Protects conversion during peak campaigns and regional launches.
ATLAS-4804,Risk,ATLAS-4781,Create rollback plan for cart-service,Done,High,Mateo Garcia,Grace Kim,2024-04-02,2024-05-24,Sprint 153,2024-04-16,2,cart-service,backend,Phase 6 Order Orchestration,"6,backend,cart-service,jira,metrics",PR-8804,,Risk: cart-service can cause checkout drop if loyalty points accrual fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8804.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4805,Incident Follow-up,ATLAS-4781,Implement checkout-api contract for order confirmation,Done,Medium,Harper Lee,Mateo Garcia,2024-03-31,2024-06-05,Sprint 152,2024-05-30,13,checkout-api,backend,Phase 6 Order Orchestration,"6,backend,checkout-api,jira,metrics",,,Decision: owner Harper Lee to validate order confirmation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to ATLAS-4805.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4806,Story,ATLAS-4781,Migrate payment-orchestrator dependency from legacy checkout,Done,Medium,Aisha Khan,Harper Lee,2024-03-29,2024-06-13,Sprint 152,2024-04-05,13,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,jira,payment-orchestrator,payments,release",PR-8806,PD-2406,Blocker: waiting on payments contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8806.",Protects conversion during peak campaigns and regional launches.
ATLAS-4807,Story,ATLAS-4781,Harden idempotency and retry behavior for inventory-reservation,Closed,Low,Kim Tan,Luca Moretti,2024-04-05,2024-04-16,Sprint 153,2024-05-05,1,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,handoff,inventory,inventory-reservation,jira",,PD-2407,Customer impact: support needs clear status if tax quote consistency breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-4807.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4808,Task,ATLAS-4781,Resolve customer escalation linked to loyalty-service,Done,Medium,Dmitri Volkov,Nora Singh,2024-03-28,2024-04-11,Sprint 152,2024-05-27,8,loyalty-service,loyalty,Phase 6 Order Orchestration,"6,jira,loyalty,loyalty-service,risk",,,"Action: add monitoring, rollback owner, and KT note for loyalty-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to ATLAS-4808.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4809,Task,ATLAS-4781,Add tracing and dashboard coverage for cart-service,Done,Critical,Yara Haddad,Kim Tan,2024-04-05,2024-05-08,Sprint 153,2024-05-20,3,cart-service,backend,Phase 6 Order Orchestration,"6,backend,cart-service,checkout,jira",PR-8809,,Blocker: waiting on backend contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8809.",Protects conversion during peak campaigns and regional launches.
ATLAS-4810,Risk,ATLAS-4781,Implement pricing-engine contract for database index bloat,Done,High,Ravi Patel,Priya Nair,2024-03-29,2024-06-16,Sprint 152,2024-05-28,5,pricing-engine,pricing,Phase 6 Order Orchestration,"6,handoff,jira,pricing,pricing-engine",PR-8810,,Customer impact: support needs clear status if database index bloat breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to PR-8810.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4811,Story,ATLAS-4781,Fix inventory reservation regression in analytics-pipeline,Closed,Low,Priya Nair,Grace Kim,2024-04-06,2024-05-03,Sprint 153,2024-06-05,8,analytics-pipeline,data,Phase 6 Order Orchestration,"6,analytics-pipeline,data,jira,metrics",PR-8811,PD-2411,Decision: owner Priya Nair to validate inventory reservation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-8811.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4812,Spike,ATLAS-4781,Migrate order-ledger dependency from legacy checkout,Done,High,Fatima Noor,Sara Novak,2024-04-06,2024-04-11,Sprint 153,2024-04-13,3,order-ledger,orders,Phase 6 Order Orchestration,"6,handoff,jira,order-ledger,orders",,,Customer impact: support needs clear status if order confirmation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to ATLAS-4812.",Protects conversion during peak campaigns and regional launches.
ATLAS-4813,Story,ATLAS-4781,Resolve customer escalation linked to order-ledger,Closed,Medium,Luca Moretti,Kim Tan,2024-04-01,2024-06-15,Sprint 153,2024-05-16,13,order-ledger,orders,Phase 6 Order Orchestration,"6,checkout,jira,order-ledger,orders",PR-8813,,Decision: owner Luca Moretti to validate queue lag with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8813.",Improves onboarding because new engineers can trace decision context.
ATLAS-4814,Story,ATLAS-4781,Backfill data validation for payment-orchestrator,Done,High,Harper Lee,Samir Rao,2024-04-03,2024-04-30,Sprint 153,2024-04-10,5,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,handoff,jira,payment-orchestrator,payments",PR-8814,,Decision: owner Harper Lee to validate queue lag with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8814.",Improves checkout reliability and reduces manual support triage.
ATLAS-4815,Task,ATLAS-4781,Reduce p95 latency in analytics-pipeline,Closed,Critical,Yara Haddad,Fatima Noor,2024-04-06,2024-06-17,Sprint 153,2024-05-21,1,analytics-pipeline,data,Phase 6 Order Orchestration,"6,analytics-pipeline,data,jira,risk",PR-8815,,"Action: add monitoring, rollback owner, and KT note for analytics-pipeline.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-8815.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4816,Risk,ATLAS-4781,Fix mobile checkout session regression in tax-service,Closed,Medium,Priya Nair,Dmitri Volkov,2024-04-07,2024-06-24,Sprint 153,2024-05-07,1,tax-service,tax,Phase 6 Order Orchestration,"6,jira,release,tax,tax-service",PR-8816,,Decision: owner Priya Nair to validate mobile checkout session with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to PR-8816.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4817,Bug,ATLAS-4781,Reduce p95 latency in pricing-engine,Done,High,Theo Martin,Yara Haddad,2024-04-01,2024-04-05,Sprint 153,2024-04-08,5,pricing-engine,pricing,Phase 6 Order Orchestration,"6,jira,metrics,pricing,pricing-engine",,,"Action: add monitoring, rollback owner, and KT note for pricing-engine.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-4817.",Improves onboarding because new engineers can trace decision context.
ATLAS-4818,Story,ATLAS-4781,Resolve customer escalation linked to cart-service,Done,Low,Ravi Patel,Luca Moretti,2024-04-02,2024-05-06,Sprint 153,2024-05-02,3,cart-service,backend,Phase 6 Order Orchestration,"6,backend,cart-service,jira,risk",,,"Action: add monitoring, rollback owner, and KT note for cart-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-4818.",Protects conversion during peak campaigns and regional launches.
ATLAS-4819,Bug,ATLAS-4781,Harden idempotency and retry behavior for notification-service,Done,High,Ravi Patel,Aisha Khan,2024-04-08,2024-04-13,Sprint 153,2024-05-08,1,notification-service,messaging,Phase 6 Order Orchestration,"6,jira,messaging,notification-service,risk",PR-8819,,Customer impact: support needs clear status if coupon timeout fallback breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-8819.",Protects conversion during peak campaigns and regional launches.
ATLAS-4820,Bug,ATLAS-4781,Backfill data validation for inventory-reservation,Done,Medium,Aisha Khan,Mateo Garcia,2024-04-03,2024-06-14,Sprint 153,2024-04-10,3,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,inventory,inventory-reservation,jira,metrics",,,Decision: owner Aisha Khan to validate order confirmation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-4820.",Improves checkout reliability and reduces manual support triage.
ATLAS-4821,Bug,ATLAS-4781,Add tracing and dashboard coverage for pricing-engine,Closed,High,Samir Rao,Sara Novak,2024-04-08,2024-05-30,Sprint 153,2024-06-07,5,pricing-engine,pricing,Phase 6 Order Orchestration,"6,jira,pricing,pricing-engine,release",PR-8821,,Blocker: waiting on pricing contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to PR-8821.",Protects conversion during peak campaigns and regional launches.
ATLAS-4822,Risk,ATLAS-4781,Add tracing and dashboard coverage for checkout-api,Done,Medium,Fatima Noor,Elena Petrova,2024-04-08,2024-05-23,Sprint 153,2024-04-15,2,checkout-api,backend,Phase 6 Order Orchestration,"6,backend,checkout-api,handoff,jira",,,Blocker: waiting on backend contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to ATLAS-4822.",Improves checkout reliability and reduces manual support triage.
ATLAS-4823,Spike,ATLAS-4781,Backfill data validation for auth-gateway,Done,Medium,Samir Rao,Nora Singh,2024-04-14,2024-06-05,Sprint 153,2024-04-28,8,auth-gateway,platform,Phase 6 Order Orchestration,"6,auth-gateway,jira,kt,platform",PR-8823,,Blocker: waiting on platform contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8823.",Improves onboarding because new engineers can trace decision context.
ATLAS-4824,Spike,ATLAS-4781,Fix idempotency regression in tax-service,Done,High,Yara Haddad,Dmitri Volkov,2024-04-11,2024-04-23,Sprint 153,2024-05-26,5,tax-service,tax,Phase 6 Order Orchestration,"6,checkout,jira,tax,tax-service",,,Blocker: waiting on tax contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to ATLAS-4824.",Improves checkout reliability and reduces manual support triage.
ATLAS-4825,Bug,ATLAS-4781,Harden idempotency and retry behavior for auth-gateway,Done,Medium,Fatima Noor,Maya Chen,2024-04-13,2024-06-13,Sprint 153,2024-05-13,2,auth-gateway,platform,Phase 6 Order Orchestration,"6,auth-gateway,jira,kt,platform",PR-8825,,Blocker: waiting on platform contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8825.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4826,Risk,ATLAS-4781,Add tracing and dashboard coverage for cart-service,Done,Critical,Nora Singh,Theo Martin,2024-04-07,2024-06-04,Sprint 153,2024-05-07,3,cart-service,backend,Phase 6 Order Orchestration,"6,backend,cart-service,handoff,jira",PR-8826,,Customer impact: support needs clear status if database index bloat breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8826.",Protects conversion during peak campaigns and regional launches.
ATLAS-4827,Story,ATLAS-4781,Migrate pricing-engine dependency from legacy checkout,Done,High,Theo Martin,Maya Chen,2024-04-11,2024-05-23,Sprint 153,2024-05-02,13,pricing-engine,pricing,Phase 6 Order Orchestration,"6,jira,metrics,pricing,pricing-engine",,,Decision: owner Theo Martin to validate order confirmation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-4827.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4828,Spike,ATLAS-4781,Reduce p95 latency in analytics-pipeline,Done,High,Yara Haddad,Luca Moretti,2024-04-08,2024-06-07,Sprint 153,2024-04-15,2,analytics-pipeline,data,Phase 6 Order Orchestration,"6,analytics-pipeline,data,jira,metrics",,,"Action: add monitoring, rollback owner, and KT note for analytics-pipeline.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to ATLAS-4828.",Protects conversion during peak campaigns and regional launches.
ATLAS-4829,Story,ATLAS-4781,Fix idempotency regression in loyalty-service,Closed,Medium,Elena Petrova,Samir Rao,2024-04-16,2024-05-23,Sprint 154,2024-04-23,3,loyalty-service,loyalty,Phase 6 Order Orchestration,"6,checkout,jira,loyalty,loyalty-service",PR-8829,,Risk: loyalty-service can cause checkout drop if idempotency fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-8829.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4830,Spike,ATLAS-4781,Resolve customer escalation linked to notification-service,Done,Low,Anika Sharma,Aisha Khan,2024-04-14,2024-06-14,Sprint 153,2024-04-28,2,notification-service,messaging,Phase 6 Order Orchestration,"6,jira,messaging,metrics,notification-service",PR-8830,,Decision: owner Anika Sharma to validate idempotency with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-8830.",Improves checkout reliability and reduces manual support triage.
ATLAS-4831,Bug,ATLAS-4781,Resolve customer escalation linked to payment-orchestrator,Done,Low,Victor Silva,Nora Singh,2024-04-16,2024-05-08,Sprint 154,2024-05-07,5,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,jira,kt,payment-orchestrator,payments",PR-8831,,Blocker: waiting on payments contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8831.",Improves onboarding because new engineers can trace decision context.
ATLAS-4832,Story,ATLAS-4781,Create rollback plan for inventory-reservation,Done,Medium,Yara Haddad,Kim Tan,2024-04-13,2024-06-22,Sprint 153,2024-04-27,5,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,inventory,inventory-reservation,jira,metrics",PR-8832,PD-2432,"Action: add monitoring, rollback owner, and KT note for inventory-reservation.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-8832.",Improves checkout reliability and reduces manual support triage.
ATLAS-4833,Incident Follow-up,ATLAS-4781,Resolve customer escalation linked to inventory-reservation,Done,High,Nora Singh,Grace Kim,2024-04-19,2024-05-27,Sprint 154,2024-05-03,13,inventory-reservation,inventory,Phase 6 Order Orchestration,"6,inventory,inventory-reservation,jira,risk",PR-8833,PD-2433,Risk: inventory-reservation can cause checkout drop if coupon timeout fallback fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-8833.",Improves checkout reliability and reduces manual support triage.
ATLAS-4834,Story,ATLAS-4781,Document runbook for tax-service,Closed,Low,Harper Lee,Ravi Patel,2024-04-11,2024-06-04,Sprint 153,2024-05-11,3,tax-service,tax,Phase 6 Order Orchestration,"6,jira,metrics,tax,tax-service",,,Risk: tax-service can cause checkout drop if mobile checkout session fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to ATLAS-4834.",Improves onboarding because new engineers can trace decision context.
ATLAS-4835,Task,ATLAS-4781,Resolve customer escalation linked to cart-service,Done,Medium,Ravi Patel,Iris Wang,2024-04-14,2024-06-26,Sprint 153,2024-05-05,8,cart-service,backend,Phase 6 Order Orchestration,"6,backend,cart-service,jira,metrics",,,"Action: add monitoring, rollback owner, and KT note for cart-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-4835.",Protects conversion during peak campaigns and regional launches.
ATLAS-4836,Story,ATLAS-4781,Backfill data validation for payment-orchestrator,Done,Low,Ravi Patel,Dmitri Volkov,2024-04-16,2024-05-27,Sprint 154,2024-05-16,13,payment-orchestrator,payments,Phase 6 Order Orchestration,"6,checkout,jira,payment-orchestrator,payments",PR-8836,PD-2436,"Action: add monitoring, rollback owner, and KT note for payment-orchestrator.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8836.",Improves checkout reliability and reduces manual support triage.
ATLAS-4837,Risk,ATLAS-4781,Harden idempotency and retry behavior for checkout-api,Done,High,Nora Singh,Ben Carter,2024-04-17,2024-05-16,Sprint 154,2024-06-01,13,checkout-api,backend,Phase 6 Order Orchestration,"6,backend,checkout-api,handoff,jira",PR-8837,,"Action: add monitoring, rollback owner, and KT note for checkout-api.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8837.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4838,Story,ATLAS-4781,Migrate notification-service dependency from legacy checkout,Closed,High,Theo Martin,Luca Moretti,2024-04-22,2024-05-19,Sprint 154,2024-06-06,1,notification-service,messaging,Phase 6 Order Orchestration,"6,jira,kt,messaging,notification-service",,,Customer impact: support needs clear status if tax quote consistency breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to ATLAS-4838.",Improves onboarding because new engineers can trace decision context.
