deployment_id,deployed_at,service,environment,repo,linked_pr,release_id,feature_flag,traffic_percent,status,release_captain,guardrail,linked_jira,notes
DEP-02137,2025-07-01,search-recommendations,prod,atlas-orders,PR-6055,REL-2020.06,flag_search_recommendations_new_write_path,50,rolled back,Samir Rao,error budget guard,ATLAS-2298,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02138,2025-07-01,cart-service,stage,atlas-observability,PR-8779,REL-2021.09,flag_cart_service_regional_launch,5,monitoring,Elena Petrova,support volume guard,ATLAS-3100,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02139,2025-07-02,order-ledger,prod,atlas-infra,PR-8049,REL-2021.3.1,flag_order_ledger_payment_retry,0,success,Sara Novak,latency guard,ATLAS-3344,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02140,2025-07-04,payment-orchestrator,canary,atlas-checkout,PR-6260,REL-2024.05,flag_payment_orchestrator_dual_run,0,paused,Mateo Garcia,error budget guard,ATLAS-3934,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02141,2025-07-04,checkout-api,prod,atlas-observability,PR-8423,REL-2019.4.9,flag_checkout_api_new_write_path,1,monitoring,Harper Lee,database lag guard,ATLAS-2991,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02142,2025-07-06,pricing-engine,prod,atlas-observability,PR-8985,REL-2024.4.6,flag_pricing_engine_regional_launch,25,rolled back,Victor Silva,latency guard,ATLAS-5732,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02143,2025-07-07,notification-service,prod,atlas-infra,PR-9212,REL-2025.04,flag_notification_service_payment_retry,0,success,Sara Novak,error budget guard,ATLAS-6095,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02144,2025-07-07,inventory-reservation,stage,atlas-web,PR-6661,REL-2018.4.18,flag_inventory_reservation_payment_retry,1,partial,Victor Silva,database lag guard,ATLAS-1514,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02145,2025-07-10,auth-gateway,stage,atlas-checkout,PR-10017,REL-2021.4.16,flag_auth_gateway_regional_launch,25,paused,Victor Silva,latency guard,ATLAS-5695,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-02146,2025-07-11,search-recommendations,stage,atlas-infra,PR-6855,REL-2022.4.16,flag_search_recommendations_payment_retry,10,paused,Victor Silva,database lag guard,ATLAS-5995,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02147,2025-07-13,checkout-api,prod,atlas-payments,PR-6701,REL-2024.03,flag_checkout_api_payment_retry,75,paused,Samir Rao,latency guard,ATLAS-4337,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02148,2025-07-13,auth-gateway,stage,atlas-orders,PR-7187,REL-2023.1.5,flag_auth_gateway_rollback_guard,5,success,Iris Wang,support volume guard,ATLAS-2096,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-02149,2025-07-13,payment-orchestrator,prod,atlas-orders,PR-7984,REL-2023.1.0,flag_payment_orchestrator_mobile_session,75,paused,Victor Silva,error budget guard,ATLAS-5011,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02150,2025-07-15,cart-service,prod,atlas-mobile,PR-5721,REL-2020.3.11,flag_cart_service_payment_retry,25,success,Owen Brooks,error budget guard,ATLAS-3854,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02151,2025-07-18,payment-orchestrator,prod,atlas-observability,PR-9479,REL-2021.2.4,flag_payment_orchestrator_rollback_guard,1,success,Elena Petrova,support volume guard,ATLAS-1674,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02152,2025-07-19,checkout-api,prod,atlas-orders,PR-9490,REL-2023.3.0,flag_checkout_api_new_write_path,5,partial,Kim Tan,latency guard,ATLAS-1582,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02153,2025-07-20,analytics-pipeline,stage,atlas-orders,PR-7395,REL-2018.4.1,flag_analytics_pipeline_new_write_path,10,success,Maya Chen,manual approval,ATLAS-5853,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02154,2025-07-20,payment-orchestrator,canary,atlas-data,PR-5361,REL-2024.09,flag_payment_orchestrator_regional_launch,1,success,Jon Bell,error budget guard,ATLAS-2768,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02155,2025-07-21,order-ledger,prod,atlas-observability,PR-6628,REL-2021.4.9,flag_order_ledger_rollback_guard,0,paused,Elena Petrova,latency guard,ATLAS-2463,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02156,2025-07-24,cart-service,stage,atlas-orders,PR-7363,REL-2021.04,flag_cart_service_new_write_path,75,paused,Luca Moretti,database lag guard,ATLAS-1613,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02157,2025-07-24,cart-service,prod,atlas-orders,PR-7356,REL-2018.07,flag_cart_service_payment_retry,10,monitoring,Theo Martin,latency guard,ATLAS-1599,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02158,2025-07-26,search-recommendations,canary,atlas-infra,PR-8387,REL-2022.09,flag_search_recommendations_payment_retry,1,partial,Harper Lee,latency guard,ATLAS-4823,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02159,2025-07-28,notification-service,stage,atlas-data,PR-10341,REL-2021.3.3,flag_notification_service_mobile_session,0,success,Samir Rao,latency guard,ATLAS-1686,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02160,2025-07-29,search-recommendations,canary,atlas-web,PR-10568,REL-2023.3.3,flag_search_recommendations_regional_launch,0,paused,Sara Novak,error budget guard,ATLAS-4257,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02161,2025-07-28,analytics-pipeline,stage,atlas-infra,PR-10926,REL-2019.2.17,flag_analytics_pipeline_regional_launch,1,monitoring,Anika Sharma,support volume guard,ATLAS-4956,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02162,2025-07-30,cart-service,canary,atlas-web,PR-8802,REL-2022.3.16,flag_cart_service_new_write_path,25,partial,Noah Evans,manual approval,ATLAS-2379,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02163,2025-07-31,loyalty-service,prod,atlas-data,PR-6806,REL-2026.05,flag_loyalty_service_dual_run,5,success,Kim Tan,manual approval,ATLAS-1508,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-02164,2025-08-01,order-ledger,canary,atlas-observability,PR-9341,REL-2025.3.8,flag_order_ledger_payment_retry,75,paused,Owen Brooks,support volume guard,ATLAS-4783,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02165,2025-08-02,cart-service,stage,atlas-infra,PR-11719,REL-2022.2.17,flag_cart_service_mobile_session,1,partial,Fatima Noor,manual approval,ATLAS-6051,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02166,2025-08-03,inventory-reservation,prod,atlas-mobile,PR-9127,REL-2019.1.14,flag_inventory_reservation_new_write_path,5,partial,Jon Bell,manual approval,ATLAS-2108,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02167,2025-08-05,tax-service,canary,atlas-infra,PR-7458,REL-2024.2.15,flag_tax_service_rollback_guard,1,partial,Nora Singh,support volume guard,ATLAS-1104,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02168,2025-08-07,order-ledger,stage,atlas-observability,PR-5329,REL-2022.1.5,flag_order_ledger_payment_retry,5,success,Ravi Patel,error budget guard,ATLAS-2102,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02169,2025-08-08,checkout-api,canary,atlas-payments,PR-7576,REL-2022.2.9,flag_checkout_api_payment_retry,10,partial,Luca Moretti,support volume guard,ATLAS-1322,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02170,2025-08-09,order-ledger,prod,atlas-orders,PR-5927,REL-2022.3.0,flag_order_ledger_mobile_session,5,monitoring,Victor Silva,error budget guard,ATLAS-2769,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02171,2025-08-09,search-recommendations,prod,atlas-checkout,PR-7353,REL-2021.3.3,flag_search_recommendations_payment_retry,25,success,Owen Brooks,manual approval,ATLAS-4638,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02172,2025-08-10,analytics-pipeline,stage,atlas-observability,PR-9935,REL-2019.2.15,flag_analytics_pipeline_regional_launch,1,success,Samir Rao,database lag guard,ATLAS-5119,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02173,2025-08-12,pricing-engine,prod,atlas-mobile,PR-8801,REL-2021.2.4,flag_pricing_engine_rollback_guard,1,monitoring,Yara Haddad,manual approval,ATLAS-5371,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02174,2025-08-13,inventory-reservation,canary,atlas-infra,PR-10849,REL-2020.10,flag_inventory_reservation_new_write_path,50,success,Elena Petrova,error budget guard,ATLAS-4625,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02175,2025-08-14,pricing-engine,prod,atlas-web,PR-6617,REL-2022.01,flag_pricing_engine_dual_run,1,monitoring,Anika Sharma,error budget guard,ATLAS-1949,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02176,2025-08-16,inventory-reservation,canary,atlas-infra,PR-7686,REL-2020.3.5,flag_inventory_reservation_payment_retry,0,success,Maya Chen,support volume guard,ATLAS-2824,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02177,2025-08-16,cart-service,prod,atlas-mobile,PR-9441,REL-2019.4.9,flag_cart_service_mobile_session,10,success,Ben Carter,manual approval,ATLAS-2117,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02178,2025-08-19,checkout-api,canary,atlas-checkout,PR-12115,REL-2026.02,flag_checkout_api_mobile_session,100,monitoring,Luca Moretti,support volume guard,ATLAS-4191,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02179,2025-08-20,payment-orchestrator,prod,atlas-mobile,PR-6345,REL-2024.2.10,flag_payment_orchestrator_regional_launch,100,paused,Grace Kim,support volume guard,ATLAS-5938,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02180,2025-08-20,checkout-api,stage,atlas-orders,PR-9593,REL-2019.09,flag_checkout_api_mobile_session,5,monitoring,Nora Singh,error budget guard,ATLAS-2681,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02181,2025-08-21,payment-orchestrator,canary,atlas-mobile,PR-5675,REL-2023.4.0,flag_payment_orchestrator_new_write_path,10,success,Mateo Garcia,database lag guard,ATLAS-3592,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02182,2025-08-24,cart-service,prod,atlas-data,PR-9036,REL-2018.3.14,flag_cart_service_payment_retry,1,monitoring,Theo Martin,support volume guard,ATLAS-5830,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02183,2025-08-25,inventory-reservation,canary,atlas-data,PR-6245,REL-2020.3.17,flag_inventory_reservation_rollback_guard,1,rolled back,Theo Martin,database lag guard,ATLAS-5666,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02184,2025-08-27,notification-service,canary,atlas-web,PR-5265,REL-2019.2.16,flag_notification_service_payment_retry,50,success,Mateo Garcia,latency guard,ATLAS-2301,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02185,2025-08-27,auth-gateway,prod,atlas-infra,PR-5134,REL-2020.12,flag_auth_gateway_regional_launch,5,paused,Ravi Patel,manual approval,ATLAS-2977,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-02186,2025-08-27,inventory-reservation,stage,atlas-data,PR-5078,REL-2024.3.2,flag_inventory_reservation_rollback_guard,50,monitoring,Yara Haddad,error budget guard,ATLAS-4143,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02187,2025-08-28,auth-gateway,stage,atlas-mobile,PR-8698,REL-2020.3.0,flag_auth_gateway_mobile_session,1,partial,Ben Carter,support volume guard,ATLAS-3055,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-02188,2025-09-01,tax-service,stage,atlas-orders,PR-5935,REL-2026.1.19,flag_tax_service_new_write_path,100,success,Priya Nair,database lag guard,ATLAS-1737,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02189,2025-09-01,tax-service,prod,atlas-observability,PR-7420,REL-2025.06,flag_tax_service_rollback_guard,1,paused,Anika Sharma,database lag guard,ATLAS-1209,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02190,2025-09-03,search-recommendations,canary,atlas-web,PR-11767,REL-2026.02,flag_search_recommendations_regional_launch,50,partial,Ravi Patel,support volume guard,ATLAS-5767,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02191,2025-09-04,cart-service,stage,atlas-mobile,PR-7235,REL-2025.2.19,flag_cart_service_payment_retry,75,partial,Sara Novak,support volume guard,ATLAS-4004,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02192,2025-09-05,analytics-pipeline,prod,atlas-orders,PR-9343,REL-2025.04,flag_analytics_pipeline_payment_retry,25,success,Mateo Garcia,database lag guard,ATLAS-3498,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02193,2025-09-05,cart-service,canary,atlas-mobile,PR-5850,REL-2023.3.12,flag_cart_service_mobile_session,100,paused,Priya Nair,latency guard,ATLAS-1614,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02194,2025-09-06,order-ledger,canary,atlas-infra,PR-12229,REL-2023.3.1,flag_order_ledger_regional_launch,10,partial,Anika Sharma,support volume guard,ATLAS-5137,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02195,2025-09-09,notification-service,prod,atlas-orders,PR-10535,REL-2024.4.9,flag_notification_service_dual_run,50,rolled back,Mateo Garcia,latency guard,ATLAS-4233,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02196,2025-09-09,order-ledger,stage,atlas-infra,PR-12453,REL-2024.2.0,flag_order_ledger_dual_run,1,partial,Victor Silva,manual approval,ATLAS-1879,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02197,2025-09-12,pricing-engine,canary,atlas-infra,PR-5276,REL-2019.3.2,flag_pricing_engine_mobile_session,75,partial,Ben Carter,manual approval,ATLAS-1724,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02198,2025-09-11,search-recommendations,prod,atlas-infra,PR-5473,REL-2025.09,flag_search_recommendations_mobile_session,75,success,Grace Kim,support volume guard,ATLAS-4318,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02199,2025-09-14,auth-gateway,prod,atlas-web,PR-10198,REL-2022.1.0,flag_auth_gateway_new_write_path,5,success,Yara Haddad,database lag guard,ATLAS-4629,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-02200,2025-09-13,loyalty-service,stage,atlas-payments,PR-11916,REL-2018.3.10,flag_loyalty_service_rollback_guard,5,monitoring,Owen Brooks,latency guard,ATLAS-1281,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-02201,2025-09-14,search-recommendations,prod,atlas-data,PR-6716,REL-2020.03,flag_search_recommendations_regional_launch,0,rolled back,Theo Martin,database lag guard,ATLAS-3006,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02202,2025-09-16,order-ledger,prod,atlas-mobile,PR-6385,REL-2020.1.0,flag_order_ledger_new_write_path,100,partial,Priya Nair,support volume guard,ATLAS-4547,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02203,2025-09-17,tax-service,prod,atlas-data,PR-8045,REL-2022.2.19,flag_tax_service_mobile_session,5,success,Owen Brooks,manual approval,ATLAS-1219,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02204,2025-09-18,cart-service,prod,atlas-observability,PR-7511,REL-2020.3.17,flag_cart_service_payment_retry,25,rolled back,Maya Chen,error budget guard,ATLAS-3556,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02205,2025-09-21,analytics-pipeline,stage,atlas-mobile,PR-10528,REL-2019.3.5,flag_analytics_pipeline_mobile_session,25,success,Victor Silva,database lag guard,ATLAS-4488,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02206,2025-09-22,cart-service,canary,atlas-mobile,PR-8979,REL-2024.3.17,flag_cart_service_mobile_session,100,success,Dmitri Volkov,database lag guard,ATLAS-2545,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02207,2025-09-24,pricing-engine,stage,atlas-mobile,PR-8888,REL-2018.3.10,flag_pricing_engine_new_write_path,75,paused,Victor Silva,support volume guard,ATLAS-4059,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02208,2025-09-23,cart-service,stage,atlas-web,PR-6866,REL-2021.02,flag_cart_service_mobile_session,25,rolled back,Noah Evans,error budget guard,ATLAS-4941,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02209,2025-09-25,inventory-reservation,prod,atlas-web,PR-8437,REL-2023.1.15,flag_inventory_reservation_dual_run,75,monitoring,Harper Lee,database lag guard,ATLAS-1453,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02210,2025-09-26,payment-orchestrator,canary,atlas-payments,PR-9729,REL-2024.4.3,flag_payment_orchestrator_regional_launch,0,partial,Priya Nair,support volume guard,ATLAS-1312,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02211,2025-09-28,tax-service,stage,atlas-infra,PR-6774,REL-2022.4.16,flag_tax_service_rollback_guard,100,monitoring,Yara Haddad,manual approval,ATLAS-4834,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02212,2025-09-28,payment-orchestrator,prod,atlas-web,PR-8342,REL-2022.2.7,flag_payment_orchestrator_rollback_guard,25,monitoring,Ravi Patel,manual approval,ATLAS-5852,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02213,2025-09-30,payment-orchestrator,canary,atlas-infra,PR-6528,REL-2020.11,flag_payment_orchestrator_mobile_session,50,success,Dmitri Volkov,latency guard,ATLAS-1415,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02214,2025-09-30,search-recommendations,canary,atlas-orders,PR-10196,REL-2020.07,flag_search_recommendations_mobile_session,25,partial,Dmitri Volkov,support volume guard,ATLAS-4421,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02215,2025-10-02,notification-service,stage,atlas-infra,PR-8383,REL-2019.2.18,flag_notification_service_rollback_guard,25,partial,Anika Sharma,latency guard,ATLAS-3253,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02216,2025-10-04,tax-service,prod,atlas-checkout,PR-11812,REL-2021.3.3,flag_tax_service_payment_retry,50,monitoring,Mateo Garcia,support volume guard,ATLAS-4613,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-02217,2025-10-06,analytics-pipeline,canary,atlas-infra,PR-6912,REL-2022.04,flag_analytics_pipeline_regional_launch,1,monitoring,Elena Petrova,support volume guard,ATLAS-1700,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02218,2025-10-05,analytics-pipeline,canary,atlas-infra,PR-7100,REL-2021.08,flag_analytics_pipeline_new_write_path,25,rolled back,Kim Tan,support volume guard,ATLAS-2856,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02219,2025-10-08,notification-service,stage,atlas-observability,PR-9877,REL-2020.3.11,flag_notification_service_rollback_guard,1,rolled back,Owen Brooks,error budget guard,ATLAS-6086,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-02220,2025-10-09,auth-gateway,prod,atlas-data,PR-10086,REL-2025.3.2,flag_auth_gateway_mobile_session,50,success,Aisha Khan,database lag guard,ATLAS-3520,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-02221,2025-10-09,payment-orchestrator,canary,atlas-infra,PR-8788,REL-2024.4.14,flag_payment_orchestrator_payment_retry,75,monitoring,Kim Tan,support volume guard,ATLAS-3666,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02222,2025-10-12,pricing-engine,prod,atlas-checkout,PR-11771,REL-2021.12,flag_pricing_engine_regional_launch,50,success,Owen Brooks,manual approval,ATLAS-5156,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02223,2025-10-12,search-recommendations,prod,atlas-web,PR-7717,REL-2022.03,flag_search_recommendations_dual_run,5,rolled back,Samir Rao,database lag guard,ATLAS-3510,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02224,2025-10-14,inventory-reservation,canary,atlas-infra,PR-7263,REL-2023.2.9,flag_inventory_reservation_payment_retry,75,success,Sara Novak,latency guard,ATLAS-5434,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02225,2025-10-13,checkout-api,prod,atlas-mobile,PR-6149,REL-2022.4.15,flag_checkout_api_payment_retry,100,paused,Elena Petrova,database lag guard,ATLAS-4263,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02226,2025-10-16,analytics-pipeline,canary,atlas-infra,PR-8115,REL-2019.1.17,flag_analytics_pipeline_new_write_path,1,paused,Elena Petrova,database lag guard,ATLAS-1393,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-02227,2025-10-16,inventory-reservation,stage,atlas-payments,PR-5799,REL-2021.3.15,flag_inventory_reservation_regional_launch,5,monitoring,Luca Moretti,latency guard,ATLAS-3847,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-02228,2025-10-19,checkout-api,prod,atlas-checkout,PR-11456,REL-2023.3.2,flag_checkout_api_regional_launch,0,monitoring,Luca Moretti,database lag guard,ATLAS-3516,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-02229,2025-10-18,search-recommendations,prod,atlas-infra,PR-10174,REL-2021.1.12,flag_search_recommendations_dual_run,10,partial,Owen Brooks,error budget guard,ATLAS-4851,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02230,2025-10-21,order-ledger,canary,atlas-data,PR-7462,REL-2022.4.10,flag_order_ledger_dual_run,25,monitoring,Sara Novak,support volume guard,ATLAS-1684,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02231,2025-10-23,payment-orchestrator,canary,atlas-infra,PR-5639,REL-2024.4.8,flag_payment_orchestrator_dual_run,0,paused,Sara Novak,manual approval,ATLAS-4600,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-02232,2025-10-22,search-recommendations,prod,atlas-checkout,PR-9657,REL-2025.2.3,flag_search_recommendations_regional_launch,75,success,Maya Chen,database lag guard,ATLAS-2408,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-02233,2025-10-24,loyalty-service,prod,atlas-web,PR-7952,REL-2023.2.2,flag_loyalty_service_mobile_session,0,partial,Ben Carter,support volume guard,ATLAS-4238,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-02234,2025-10-25,auth-gateway,prod,atlas-mobile,PR-8311,REL-2019.02,flag_auth_gateway_payment_retry,100,rolled back,Yara Haddad,database lag guard,ATLAS-4580,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-02235,2025-10-27,cart-service,canary,atlas-infra,PR-5451,REL-2022.3.18,flag_cart_service_payment_retry,75,success,Elena Petrova,manual approval,ATLAS-3471,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-02236,2025-10-29,order-ledger,prod,atlas-data,PR-5119,REL-2020.3.18,flag_order_ledger_dual_run,5,partial,Aisha Khan,manual approval,ATLAS-4653,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-02237,2025-10-28,pricing-engine,stage,atlas-observability,PR-6112,REL-2021.07,flag_pricing_engine_dual_run,5,success,Ravi Patel,support volume guard,ATLAS-2015,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-02238,2025-10-31,loyalty-service,stage,atlas-infra,PR-9084,REL-2020.2.18,flag_loyalty_service_rollback_guard,10,partial,Nora Singh,database lag guard,ATLAS-2491,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
