date,channel,sessions,conversion_pct,p95_latency_ms,p99_latency_ms,error_rate_pct,support_tickets,payment_retries,notes,linked_jira
2025-08-21,web,33406,85.06,406,873,0.696,70,16,release day,ATLAS-4360
2025-08-21,ios,20614,85.0,382,771,0.247,42,11,payment provider watch,ATLAS-5802
2025-08-21,android,21077,84.12,480,1075,0.703,4,1,normal,ATLAS-1324
2025-08-21,mobile-web,19401,86.57,432,861,0.01,75,15,release day,ATLAS-1507
2025-08-21,partner-api,19819,86.21,307,598,0.483,39,23,release day,ATLAS-4952
2025-08-21,store-kiosk,19419,84.31,456,846,0.567,16,32,campaign,ATLAS-3761
2025-08-22,web,34674,83.85,328,667,0.412,17,25,payment provider watch,ATLAS-2081
2025-08-22,ios,19448,84.35,473,979,0.714,42,24,incident watch,ATLAS-2605
2025-08-22,android,20381,84.34,382,718,0.332,46,11,mobile regression,ATLAS-5927
2025-08-22,mobile-web,21508,84.45,333,639,0.082,58,0,incident watch,ATLAS-4205
2025-08-22,partner-api,21132,85.92,450,887,0.949,29,19,incident watch,ATLAS-3305
2025-08-22,store-kiosk,20857,84.5,468,1023,0.753,65,18,release day,ATLAS-4624
2025-08-23,web,33377,84.19,335,748,0.279,11,21,release day,ATLAS-5033
2025-08-23,ios,20572,84.7,496,1046,0.116,64,6,campaign,ATLAS-4936
2025-08-23,android,21570,85.06,437,812,0.432,68,8,incident watch,ATLAS-2708
2025-08-23,mobile-web,21038,85.75,310,621,0.01,75,11,normal,ATLAS-2732
2025-08-23,partner-api,20656,84.31,317,620,0.223,3,23,release day,ATLAS-5799
2025-08-23,store-kiosk,20182,86.37,466,895,0.289,7,7,release day,ATLAS-3933
2025-08-24,web,36436,83.31,372,786,0.332,33,23,release day,ATLAS-3314
2025-08-24,ios,20716,83.25,437,895,0.595,22,22,campaign,ATLAS-1836
2025-08-24,android,19789,84.86,338,713,0.601,56,21,payment provider watch,ATLAS-1850
2025-08-24,mobile-web,19361,83.92,442,980,0.237,30,29,mobile regression,ATLAS-1701
2025-08-24,partner-api,20705,85.5,472,1023,0.601,73,25,incident watch,ATLAS-4253
2025-08-24,store-kiosk,21079,83.97,371,697,0.458,4,20,payment provider watch,ATLAS-2111
2025-08-25,web,36278,83.37,486,1021,0.418,67,16,incident watch,ATLAS-3993
2025-08-25,ios,20779,87.05,417,901,0.108,10,27,mobile regression,ATLAS-1920
2025-08-25,android,20304,84.19,359,710,0.508,56,16,payment provider watch,ATLAS-5203
2025-08-25,mobile-web,19415,84.77,474,960,0.544,40,21,mobile regression,ATLAS-4925
2025-08-25,partner-api,21408,85.27,360,738,0.025,65,18,normal,ATLAS-2348
2025-08-25,store-kiosk,20746,84.37,428,899,0.156,28,8,campaign,ATLAS-4489
2025-08-26,web,34289,86.4,387,766,0.429,62,31,mobile regression,ATLAS-1342
2025-08-26,ios,19781,86.88,310,634,0.579,35,11,release day,ATLAS-2296
2025-08-26,android,19948,83.83,489,938,0.418,4,8,incident watch,ATLAS-4500
2025-08-26,mobile-web,20972,84.56,376,827,0.882,12,10,release day,ATLAS-5735
2025-08-26,partner-api,21339,84.1,471,1021,0.451,8,25,incident watch,ATLAS-5471
2025-08-26,store-kiosk,21351,85.54,381,736,0.121,46,2,release day,ATLAS-5835
2025-08-27,web,35854,86.42,309,774,0.592,45,19,release day,ATLAS-4446
2025-08-27,ios,20283,86.26,441,906,0.902,8,24,payment provider watch,ATLAS-6172
2025-08-27,android,20708,86.72,416,944,0.764,2,31,normal,ATLAS-4148
2025-08-27,mobile-web,20478,84.49,351,789,0.01,26,22,campaign,ATLAS-2060
2025-08-27,partner-api,20319,86.85,500,1002,0.518,67,19,normal,ATLAS-1522
2025-08-27,store-kiosk,19679,86.86,495,973,0.436,23,8,normal,ATLAS-4153
2025-08-28,web,36439,83.95,368,864,0.623,60,23,campaign,ATLAS-2598
2025-08-28,ios,21167,84.93,353,793,0.895,3,7,normal,ATLAS-5501
2025-08-28,android,20855,83.59,364,761,0.577,18,8,payment provider watch,ATLAS-1558
2025-08-28,mobile-web,20453,86.69,341,750,0.315,10,5,payment provider watch,ATLAS-3301
2025-08-28,partner-api,19663,84.77,453,857,0.497,15,18,release day,ATLAS-5431
2025-08-28,store-kiosk,21545,87.26,336,636,1.205,43,26,mobile regression,ATLAS-4183
2025-08-29,web,33022,83.88,448,1006,0.01,72,2,release day,ATLAS-3613
2025-08-29,ios,21278,84.89,408,779,0.326,25,32,release day,ATLAS-2041
2025-08-29,android,19668,85.51,426,868,0.337,35,11,incident watch,ATLAS-4951
2025-08-29,mobile-web,19753,83.27,407,886,0.181,29,27,incident watch,ATLAS-3951
2025-08-29,partner-api,19338,87.14,330,679,0.29,60,7,incident watch,ATLAS-3980
2025-08-29,store-kiosk,20421,83.18,476,1033,0.142,42,10,release day,ATLAS-4257
2025-08-30,web,36249,83.28,469,988,0.514,51,20,campaign,ATLAS-6002
2025-08-30,ios,21233,83.62,406,948,0.585,26,29,payment provider watch,ATLAS-1402
2025-08-30,android,19833,83.59,458,942,0.549,15,2,normal,ATLAS-1664
2025-08-30,mobile-web,19448,86.15,322,638,0.793,56,16,campaign,ATLAS-4663
2025-08-30,partner-api,21173,83.65,314,663,0.273,9,26,normal,ATLAS-4453
2025-08-30,store-kiosk,21105,85.62,412,872,0.487,60,27,payment provider watch,ATLAS-1393
2025-08-31,web,36181,86.03,332,670,0.278,6,25,mobile regression,ATLAS-5204
2025-08-31,ios,19948,86.31,485,1035,0.837,75,31,release day,ATLAS-2572
2025-08-31,android,21516,85.5,450,919,0.433,13,9,campaign,ATLAS-1044
2025-08-31,mobile-web,19750,87.01,388,910,0.458,34,7,release day,ATLAS-2144
2025-08-31,partner-api,19423,85.61,338,707,0.123,22,23,release day,ATLAS-1330
2025-08-31,store-kiosk,21571,84.16,411,953,0.131,48,7,incident watch,ATLAS-5941
2025-09-01,web,34331,84.57,338,693,0.414,49,29,incident watch,ATLAS-5376
2025-09-01,ios,21418,85.02,452,873,0.479,38,17,payment provider watch,ATLAS-2739
2025-09-01,android,21422,86.68,363,843,0.299,58,15,campaign,ATLAS-3251
2025-09-01,mobile-web,21133,83.3,428,836,0.249,73,20,release day,ATLAS-5445
2025-09-01,partner-api,20478,87.16,377,842,0.279,69,15,normal,ATLAS-3920
2025-09-01,store-kiosk,20521,87.33,314,695,0.404,16,15,mobile regression,ATLAS-2888
2025-09-02,web,34494,86.32,407,892,0.01,28,2,campaign,ATLAS-2079
2025-09-02,ios,20071,86.85,343,720,0.764,75,3,mobile regression,ATLAS-1904
2025-09-02,android,19699,84.26,394,856,0.964,14,10,mobile regression,ATLAS-1399
2025-09-02,mobile-web,20108,84.78,312,735,0.245,0,16,incident watch,ATLAS-2217
2025-09-02,partner-api,21407,83.8,448,1019,0.172,36,25,release day,ATLAS-2885
2025-09-02,store-kiosk,19994,86.81,458,857,0.363,53,13,normal,ATLAS-5106
2025-09-03,web,35429,86.44,435,866,0.767,5,1,incident watch,ATLAS-5363
2025-09-03,ios,20121,86.74,446,977,0.626,70,10,campaign,ATLAS-3251
2025-09-03,android,20368,86.24,359,820,0.068,73,32,release day,ATLAS-5019
2025-09-03,mobile-web,21287,85.66,505,1072,0.689,0,29,release day,ATLAS-4909
2025-09-03,partner-api,20839,84.51,357,823,0.01,48,2,campaign,ATLAS-5147
2025-09-03,store-kiosk,19885,85.02,351,757,0.135,16,2,incident watch,ATLAS-3658
2025-09-04,web,36206,85.68,484,1042,0.466,72,16,campaign,ATLAS-4165
2025-09-04,ios,20450,85.94,365,710,0.082,3,15,mobile regression,ATLAS-5352
2025-09-04,android,19677,84.9,313,612,0.085,1,15,payment provider watch,ATLAS-2361
2025-09-04,mobile-web,19376,86.11,421,866,0.104,16,12,incident watch,ATLAS-1821
2025-09-04,partner-api,21432,84.59,342,692,0.06,46,9,normal,ATLAS-3818
2025-09-04,store-kiosk,21448,83.51,413,835,0.413,24,21,campaign,ATLAS-4997
2025-09-05,web,35722,85.05,337,784,0.491,67,14,incident watch,ATLAS-3562
2025-09-05,ios,21582,85.38,384,844,0.176,1,26,release day,ATLAS-4831
2025-09-05,android,20647,84.51,375,735,0.245,12,23,normal,ATLAS-3413
2025-09-05,mobile-web,19398,87.05,473,903,0.365,18,3,campaign,ATLAS-4659
2025-09-05,partner-api,20841,83.43,444,907,0.666,15,29,mobile regression,ATLAS-4593
2025-09-05,store-kiosk,20821,86.99,342,782,0.674,26,2,payment provider watch,ATLAS-5295
2025-09-06,web,36301,83.57,372,694,0.081,36,26,payment provider watch,ATLAS-5571
2025-09-06,ios,21557,85.16,439,1002,1.019,45,20,mobile regression,ATLAS-5792
2025-09-06,android,20082,85.12,469,964,0.366,0,3,mobile regression,ATLAS-4856
2025-09-06,mobile-web,19909,86.11,497,1002,0.573,23,9,campaign,ATLAS-3905
2025-09-06,partner-api,19677,83.45,353,710,0.726,55,32,campaign,ATLAS-2500
2025-09-06,store-kiosk,19853,84.48,386,889,0.427,14,28,normal,ATLAS-5565
2025-09-07,web,35071,86.27,378,712,0.162,17,24,campaign,ATLAS-4310
2025-09-07,ios,19623,83.53,316,651,0.101,40,7,incident watch,ATLAS-3119
2025-09-07,android,19572,85.34,395,808,0.587,42,18,incident watch,ATLAS-2784
2025-09-07,mobile-web,21215,83.73,390,915,0.7,41,0,payment provider watch,ATLAS-4531
2025-09-07,partner-api,19863,84.63,417,789,0.427,35,21,release day,ATLAS-5523
2025-09-07,store-kiosk,20580,86.12,354,838,0.545,55,19,mobile regression,ATLAS-1956
2025-09-08,web,33619,85.26,339,691,0.403,12,25,release day,ATLAS-1642
2025-09-08,ios,19316,83.68,313,695,0.804,15,11,payment provider watch,ATLAS-4677
2025-09-08,android,19911,84.55,376,725,0.283,17,27,release day,ATLAS-4832
2025-09-08,mobile-web,20570,86.64,489,929,0.465,25,28,payment provider watch,ATLAS-3613
2025-09-08,partner-api,20556,85.03,428,919,0.419,15,17,mobile regression,ATLAS-5782
2025-09-08,store-kiosk,21457,86.45,445,942,0.01,5,1,payment provider watch,ATLAS-1331
2025-09-09,web,33818,83.14,493,1006,0.291,0,19,release day,ATLAS-2030
2025-09-09,ios,20368,86.34,482,1047,0.31,26,19,release day,ATLAS-3424
2025-09-09,android,19594,86.26,380,756,0.328,66,12,normal,ATLAS-2664
2025-09-09,mobile-web,21217,83.74,424,975,0.661,35,5,mobile regression,ATLAS-1761
2025-09-09,partner-api,19392,84.82,335,680,0.604,41,3,mobile regression,ATLAS-4751
2025-09-09,store-kiosk,20813,85.18,319,749,0.311,43,18,campaign,ATLAS-4268
2025-09-10,web,33974,86.15,470,1024,0.354,26,20,normal,ATLAS-4629
2025-09-10,ios,20542,85.36,329,678,0.895,44,23,campaign,ATLAS-4374
2025-09-10,android,20502,84.77,468,875,0.524,72,6,normal,ATLAS-1168
2025-09-10,mobile-web,19738,86.19,314,638,0.749,58,18,mobile regression,ATLAS-1978
2025-09-10,partner-api,21537,83.3,503,1071,0.805,70,2,incident watch,ATLAS-1590
2025-09-10,store-kiosk,20323,86.46,409,887,0.261,14,22,mobile regression,ATLAS-3521
2025-09-11,web,34771,86.57,415,803,0.554,58,4,incident watch,ATLAS-3353
2025-09-11,ios,21314,86.64,328,695,0.043,38,32,payment provider watch,ATLAS-2023
2025-09-11,android,21181,84.13,409,937,0.387,13,1,payment provider watch,ATLAS-4343
2025-09-11,mobile-web,19500,86.35,444,834,0.01,28,23,normal,ATLAS-3609
2025-09-11,partner-api,19909,83.28,457,1024,0.255,42,4,release day,ATLAS-2362
2025-09-11,store-kiosk,21488,85.54,352,705,0.01,43,31,payment provider watch,ATLAS-5028
2025-09-12,web,34953,85.93,381,715,0.577,26,11,normal,ATLAS-5503
2025-09-12,ios,19304,85.29,306,720,0.521,51,15,normal,ATLAS-4354
2025-09-12,android,19653,84.06,368,829,0.477,31,28,payment provider watch,ATLAS-2731
2025-09-12,mobile-web,20752,86.93,454,889,0.502,59,12,release day,ATLAS-1712
2025-09-12,partner-api,19464,85.47,501,994,0.211,34,9,campaign,ATLAS-3647
2025-09-12,store-kiosk,20251,85.72,493,1082,0.852,42,27,campaign,ATLAS-2578
2025-09-13,web,32929,83.35,314,756,0.336,65,15,mobile regression,ATLAS-5944
2025-09-13,ios,19685,84.16,316,661,0.461,13,29,release day,ATLAS-4234
2025-09-13,android,21587,86.87,418,794,0.33,52,9,incident watch,ATLAS-3046
2025-09-13,mobile-web,21444,84.27,502,1117,0.326,19,23,mobile regression,ATLAS-2502
2025-09-13,partner-api,19670,86.07,371,740,0.405,22,5,mobile regression,ATLAS-4170
2025-09-13,store-kiosk,20370,83.6,433,827,0.838,5,22,normal,ATLAS-1352
2025-09-14,web,33904,86.46,360,681,0.01,29,10,payment provider watch,ATLAS-5281
2025-09-14,ios,20751,86.94,424,977,0.405,56,28,mobile regression,ATLAS-3476
2025-09-14,android,20273,86.54,365,751,0.036,48,29,payment provider watch,ATLAS-1761
2025-09-14,mobile-web,19340,84.77,442,863,0.255,6,30,mobile regression,ATLAS-2808
2025-09-14,partner-api,19427,84.26,447,917,0.707,46,21,payment provider watch,ATLAS-1862
2025-09-14,store-kiosk,19944,84.86,334,776,0.151,3,2,payment provider watch,ATLAS-2208
2025-09-15,web,34443,83.92,487,930,0.468,51,28,mobile regression,ATLAS-2315
2025-09-15,ios,21190,85.2,317,773,0.386,25,7,mobile regression,ATLAS-5156
2025-09-15,android,21103,84.32,457,1025,0.67,58,12,mobile regression,ATLAS-1833
2025-09-15,mobile-web,19725,85.36,355,726,0.397,25,30,payment provider watch,ATLAS-1297
2025-09-15,partner-api,19831,84.41,491,1059,0.774,25,15,campaign,ATLAS-1496
2025-09-15,store-kiosk,21405,84.12,416,781,0.462,34,16,release day,ATLAS-5055
2025-09-16,web,34681,84.28,306,621,0.38,69,19,incident watch,ATLAS-6095
2025-09-16,ios,20869,83.69,471,980,0.31,0,2,release day,ATLAS-5627
2025-09-16,android,19376,84.7,434,926,0.651,56,20,normal,ATLAS-5942
2025-09-16,mobile-web,19632,84.11,379,737,0.499,69,32,campaign,ATLAS-1025
2025-09-16,partner-api,21071,84.09,430,896,0.474,20,10,mobile regression,ATLAS-5033
2025-09-16,store-kiosk,20167,86.13,492,1085,0.142,71,8,release day,ATLAS-2607
2025-09-17,web,33576,86.53,390,914,0.582,28,19,campaign,ATLAS-5363
2025-09-17,ios,20442,84.19,490,1068,0.183,45,10,release day,ATLAS-1514
2025-09-17,android,20039,86.75,432,927,0.383,27,10,campaign,ATLAS-2728
2025-09-17,mobile-web,20860,84.92,425,933,0.01,15,25,campaign,ATLAS-3551
2025-09-17,partner-api,20626,85.5,345,763,0.735,43,24,normal,ATLAS-5106
2025-09-17,store-kiosk,20230,84.4,469,990,0.251,63,1,mobile regression,ATLAS-5735
2025-09-18,web,33547,86.67,378,822,0.83,17,3,mobile regression,ATLAS-4188
2025-09-18,ios,20302,84.79,343,780,0.338,38,15,incident watch,ATLAS-1409
2025-09-18,android,20668,86.78,408,854,0.797,44,15,normal,ATLAS-5583
2025-09-18,mobile-web,19791,83.32,484,896,0.49,25,7,payment provider watch,ATLAS-6109
2025-09-18,partner-api,19972,84.22,506,1021,0.674,1,32,payment provider watch,ATLAS-1853
2025-09-18,store-kiosk,21474,87.07,479,1025,0.482,55,9,payment provider watch,ATLAS-5941
2025-09-19,web,33813,85.76,450,973,0.01,5,21,mobile regression,ATLAS-2752
2025-09-19,ios,20650,83.24,436,886,0.263,51,3,incident watch,ATLAS-2707
2025-09-19,android,21396,85.51,393,923,0.084,37,6,normal,ATLAS-3165
2025-09-19,mobile-web,21563,85.62,370,690,0.294,58,18,payment provider watch,ATLAS-3404
2025-09-19,partner-api,21370,87.29,313,771,0.01,70,0,mobile regression,ATLAS-5950
2025-09-19,store-kiosk,21217,86.58,337,644,0.36,18,25,mobile regression,ATLAS-4925
2025-09-20,web,33260,86.74,322,799,1.324,43,2,mobile regression,ATLAS-2036
2025-09-20,ios,19770,86.69,324,624,0.854,40,16,release day,ATLAS-3570
2025-09-20,android,20315,83.83,358,822,0.256,25,2,campaign,ATLAS-5132
2025-09-20,mobile-web,21120,85.18,478,1069,0.457,36,16,normal,ATLAS-2786
2025-09-20,partner-api,21275,83.73,383,861,0.021,32,23,campaign,ATLAS-2926
2025-09-20,store-kiosk,20539,84.51,373,845,0.589,12,28,campaign,ATLAS-5042
2025-09-21,web,33335,85.61,402,755,0.37,16,28,incident watch,ATLAS-6086
2025-09-21,ios,19897,83.81,373,851,0.742,15,3,normal,ATLAS-5059
2025-09-21,android,21369,83.54,469,1041,0.338,61,21,release day,ATLAS-4823
2025-09-21,mobile-web,20755,85.19,427,883,0.491,55,29,release day,ATLAS-1163
2025-09-21,partner-api,19482,86.65,426,901,0.549,50,23,campaign,ATLAS-5599
2025-09-21,store-kiosk,19761,84.98,441,983,0.757,35,11,release day,ATLAS-3670
2025-09-22,web,33107,85.5,309,668,0.407,6,28,release day,ATLAS-3733
2025-09-22,ios,21381,85.29,400,745,0.544,74,11,incident watch,ATLAS-5116
2025-09-22,android,19665,84.82,414,814,0.578,40,22,mobile regression,ATLAS-1027
2025-09-22,mobile-web,20672,83.84,463,883,0.227,64,14,mobile regression,ATLAS-5349
2025-09-22,partner-api,21292,86.77,382,807,0.401,19,13,release day,ATLAS-4473
2025-09-22,store-kiosk,20762,86.72,474,1001,0.388,18,11,normal,ATLAS-1737
2025-09-23,web,36393,84.73,333,635,0.037,5,27,normal,ATLAS-5302
2025-09-23,ios,20252,86.63,341,633,0.416,32,21,normal,ATLAS-2052
2025-09-23,android,19717,84.93,491,1067,0.72,66,9,incident watch,ATLAS-1694
2025-09-23,mobile-web,19836,85.06,344,839,0.622,2,29,release day,ATLAS-5482
2025-09-23,partner-api,21320,86.35,373,738,0.01,28,9,payment provider watch,ATLAS-3424
2025-09-23,store-kiosk,20241,86.37,439,950,0.532,42,18,incident watch,ATLAS-4219
2025-09-24,web,35917,86.86,434,853,0.303,7,24,normal,ATLAS-1995
2025-09-24,ios,20778,84.12,320,745,0.108,52,5,normal,ATLAS-6023
2025-09-24,android,20236,85.0,419,794,0.501,33,14,incident watch,ATLAS-4190
2025-09-24,mobile-web,20595,84.94,361,811,0.565,47,4,campaign,ATLAS-1944
2025-09-24,partner-api,20263,83.71,425,941,0.122,62,27,normal,ATLAS-3341
2025-09-24,store-kiosk,21277,85.16,321,728,0.609,4,21,payment provider watch,ATLAS-5043
2025-09-25,web,33785,86.38,409,803,0.121,9,11,payment provider watch,ATLAS-3633
2025-09-25,ios,21228,84.35,397,919,0.748,15,23,campaign,ATLAS-5983
2025-09-25,android,19388,86.44,344,672,0.589,62,26,campaign,ATLAS-5607
2025-09-25,mobile-web,19670,84.75,378,889,0.162,68,28,campaign,ATLAS-1467
2025-09-25,partner-api,21280,84.51,333,791,0.773,2,28,normal,ATLAS-3530
2025-09-25,store-kiosk,19471,87.17,362,820,0.15,59,28,campaign,ATLAS-2360
2025-09-26,web,33617,86.02,433,956,0.087,71,26,campaign,ATLAS-5746
2025-09-26,ios,20639,86.4,393,912,0.307,18,2,mobile regression,ATLAS-4049
2025-09-26,android,19466,85.96,308,728,0.116,15,6,mobile regression,ATLAS-3874
2025-09-26,mobile-web,19373,84.86,455,989,0.77,6,26,mobile regression,ATLAS-6097
2025-09-26,partner-api,20250,85.2,431,872,0.175,7,25,payment provider watch,ATLAS-1003
2025-09-26,store-kiosk,19668,83.32,373,826,0.6,2,7,payment provider watch,ATLAS-2737
2025-09-27,web,33913,86.82,369,742,0.223,71,15,mobile regression,ATLAS-4360
2025-09-27,ios,20270,84.81,316,646,0.143,67,1,payment provider watch,ATLAS-4101
2025-09-27,android,20516,86.43,454,970,0.414,26,24,payment provider watch,ATLAS-1505
2025-09-27,mobile-web,21532,83.68,394,824,0.684,6,1,payment provider watch,ATLAS-2400
2025-09-27,partner-api,21262,86.8,382,890,0.211,48,25,incident watch,ATLAS-3346
2025-09-27,store-kiosk,20395,84.63,414,797,0.849,40,24,release day,ATLAS-5693
2025-09-28,web,35890,84.12,361,814,0.442,59,10,mobile regression,ATLAS-5783
2025-09-28,ios,19401,85.6,436,951,0.474,60,11,campaign,ATLAS-4230
2025-09-28,android,21438,84.42,364,753,0.429,69,19,incident watch,ATLAS-3879
2025-09-28,mobile-web,20583,83.88,333,664,0.29,27,15,mobile regression,ATLAS-2728
2025-09-28,partner-api,19970,85.89,309,600,0.568,70,20,normal,ATLAS-1630
2025-09-28,store-kiosk,20391,85.24,487,999,0.618,59,24,release day,ATLAS-3591
2025-09-29,web,35385,84.24,440,947,0.923,62,28,normal,ATLAS-5857
2025-09-29,ios,21036,85.23,436,840,0.234,47,2,normal,ATLAS-2795
2025-09-29,android,20610,85.89,474,886,0.367,48,3,incident watch,ATLAS-2044
2025-09-29,mobile-web,20882,83.39,480,1008,0.759,51,4,payment provider watch,ATLAS-2953
2025-09-29,partner-api,21595,86.88,427,923,0.348,38,22,incident watch,ATLAS-1495
2025-09-29,store-kiosk,20259,85.84,481,1057,0.852,74,26,incident watch,ATLAS-3418
2025-09-30,web,36169,85.91,349,705,0.784,26,22,normal,ATLAS-2982
2025-09-30,ios,21243,84.93,488,924,0.513,9,2,incident watch,ATLAS-5599
2025-09-30,android,21402,83.92,342,770,0.389,34,20,payment provider watch,ATLAS-3947
2025-09-30,mobile-web,20761,84.98,316,768,0.331,34,2,release day,ATLAS-1876
2025-09-30,partner-api,19841,85.1,436,820,0.364,13,29,campaign,ATLAS-4343
2025-09-30,store-kiosk,20145,86.66,491,1062,0.105,50,17,release day,ATLAS-2902
2025-10-01,web,34401,84.05,407,861,0.659,57,23,mobile regression,ATLAS-6147
2025-10-01,ios,19603,86.94,331,719,0.162,71,2,release day,ATLAS-5401
2025-10-01,android,19385,84.61,398,765,0.697,31,2,payment provider watch,ATLAS-1224
2025-10-01,mobile-web,20166,84.01,424,789,0.653,55,4,normal,ATLAS-5032
2025-10-01,partner-api,20393,86.54,444,852,0.553,75,14,normal,ATLAS-2240
2025-10-01,store-kiosk,19377,86.56,476,1053,0.674,36,2,mobile regression,ATLAS-4078
2025-10-02,web,32978,84.27,371,760,0.235,6,19,normal,ATLAS-5390
2025-10-02,ios,19530,83.81,347,664,0.189,44,26,incident watch,ATLAS-1601
2025-10-02,android,20158,84.25,462,916,1.228,68,28,release day,ATLAS-4225
2025-10-02,mobile-web,21375,85.47,433,890,0.418,43,24,payment provider watch,ATLAS-2007
2025-10-02,partner-api,20945,85.9,434,845,0.528,42,9,payment provider watch,ATLAS-5690
2025-10-02,store-kiosk,20893,85.04,439,863,0.508,8,15,release day,ATLAS-5811
2025-10-03,web,32881,84.15,412,864,0.329,27,20,normal,ATLAS-2905
2025-10-03,ios,20188,84.58,442,865,0.343,20,5,release day,ATLAS-2770
2025-10-03,android,21373,86.27,492,950,0.29,58,1,normal,ATLAS-3596
2025-10-03,mobile-web,20260,86.2,371,702,0.145,42,26,incident watch,ATLAS-2185
2025-10-03,partner-api,20354,83.67,492,948,0.352,45,0,normal,ATLAS-5673
2025-10-03,store-kiosk,20387,85.8,354,799,0.499,68,6,mobile regression,ATLAS-2352
2025-10-04,web,36147,84.81,409,814,0.835,73,28,release day,ATLAS-4483
2025-10-04,ios,21049,83.6,469,1042,0.592,58,1,mobile regression,ATLAS-1526
2025-10-04,android,21477,85.69,478,1012,0.779,15,28,payment provider watch,ATLAS-4462
2025-10-04,mobile-web,19551,84.77,397,788,0.01,8,30,mobile regression,ATLAS-3100
2025-10-04,partner-api,20161,86.18,387,747,0.407,54,27,incident watch,ATLAS-1630
2025-10-04,store-kiosk,20437,86.44,335,779,0.241,6,17,campaign,ATLAS-5385
2025-10-05,web,34273,86.66,320,759,0.01,48,26,release day,ATLAS-3262
2025-10-05,ios,19667,85.13,497,1008,0.645,16,2,payment provider watch,ATLAS-5458
2025-10-05,android,20578,83.47,358,711,0.427,32,19,release day,ATLAS-5801
2025-10-05,mobile-web,20981,84.51,324,733,0.503,55,16,incident watch,ATLAS-1601
2025-10-05,partner-api,20684,84.07,455,860,0.471,26,1,mobile regression,ATLAS-1730
2025-10-05,store-kiosk,19558,85.27,333,682,0.992,62,4,release day,ATLAS-4971
2025-10-06,web,36653,83.37,474,978,0.358,51,29,incident watch,ATLAS-4018
2025-10-06,ios,20513,85.62,440,852,0.678,39,16,campaign,ATLAS-5219
2025-10-06,android,19721,84.56,424,800,0.01,52,11,mobile regression,ATLAS-4689
2025-10-06,mobile-web,20293,84.53,426,952,0.82,39,15,campaign,ATLAS-2311
2025-10-06,partner-api,19931,83.73,449,926,0.623,48,4,incident watch,ATLAS-6066
2025-10-06,store-kiosk,19728,86.12,460,932,0.301,29,19,mobile regression,ATLAS-2818
2025-10-07,web,34838,87.05,386,813,0.104,17,29,normal,ATLAS-3469
2025-10-07,ios,19927,84.75,463,855,0.327,8,8,incident watch,ATLAS-3029
2025-10-07,android,20356,87.19,372,737,0.19,32,5,release day,ATLAS-1090
2025-10-07,mobile-web,20630,84.52,332,728,0.491,45,18,incident watch,ATLAS-3700
2025-10-07,partner-api,21572,85.95,476,904,0.535,8,13,release day,ATLAS-5109
2025-10-07,store-kiosk,20011,85.8,478,1023,0.695,43,8,normal,ATLAS-1096
2025-10-08,web,36502,84.3,449,948,0.04,61,0,normal,ATLAS-5197
2025-10-08,ios,20477,84.76,486,931,0.505,53,17,incident watch,ATLAS-5037
2025-10-08,android,20673,83.97,381,818,0.515,38,26,campaign,ATLAS-4913
2025-10-08,mobile-web,20857,86.57,442,864,0.651,66,18,normal,ATLAS-3154
2025-10-08,partner-api,21172,86.77,478,1080,0.123,61,13,normal,ATLAS-1649
2025-10-08,store-kiosk,19544,85.95,349,718,0.583,63,0,normal,ATLAS-5454
2025-10-09,web,33930,83.59,393,926,0.34,44,10,incident watch,ATLAS-5505
2025-10-09,ios,19657,86.78,466,967,0.22,74,16,mobile regression,ATLAS-3227
2025-10-09,android,20614,83.96,373,698,0.57,22,16,mobile regression,ATLAS-6183
2025-10-09,mobile-web,20296,86.19,393,837,0.663,19,20,incident watch,ATLAS-2153
2025-10-09,partner-api,20230,85.28,346,778,0.433,41,8,mobile regression,ATLAS-2867
2025-10-09,store-kiosk,19392,83.27,395,801,0.775,45,26,campaign,ATLAS-3481
2025-10-10,web,34659,85.86,484,1048,0.508,11,23,normal,ATLAS-4637
2025-10-10,ios,19784,86.68,494,1109,0.779,20,20,payment provider watch,ATLAS-3524
2025-10-10,android,21225,84.83,456,865,0.01,69,7,mobile regression,ATLAS-1483
2025-10-10,mobile-web,19735,84.12,397,883,0.779,28,1,campaign,ATLAS-3200
2025-10-10,partner-api,21217,83.71,371,860,0.605,2,31,mobile regression,ATLAS-4802
2025-10-10,store-kiosk,20960,86.88,493,912,0.347,0,24,mobile regression,ATLAS-4749
2025-10-11,web,33760,83.98,437,944,0.093,71,22,payment provider watch,ATLAS-4416
2025-10-11,ios,20029,86.67,358,684,0.191,7,13,mobile regression,ATLAS-1123
2025-10-11,android,21366,83.57,410,865,0.01,17,17,payment provider watch,ATLAS-1220
2025-10-11,mobile-web,20703,85.54,438,911,0.143,61,11,normal,ATLAS-2736
2025-10-11,partner-api,19787,85.52,317,650,0.34,56,26,campaign,ATLAS-2012
2025-10-11,store-kiosk,19879,86.84,422,928,1.22,64,14,mobile regression,ATLAS-1202
2025-10-12,web,32896,85.68,412,792,0.541,22,12,incident watch,ATLAS-1553
2025-10-12,ios,19511,86.79,464,931,0.489,66,20,payment provider watch,ATLAS-1552
2025-10-12,android,21424,86.66,453,902,0.339,24,4,campaign,ATLAS-4257
2025-10-12,mobile-web,21371,85.95,328,688,0.579,3,12,release day,ATLAS-4593
2025-10-12,partner-api,21086,86.26,386,741,0.851,53,23,payment provider watch,ATLAS-1658
