date,cluster,primary_service,storage_gb,connections,slow_queries,replication_lag_ms,cache_hit_pct,index_bloat_pct,lock_waits,failed_backups,status,notes,linked_jira
2024-07-26,orders-db-primary,pricing-engine,615.96,573,56,11.06,89.19,23.9,5,7,green,vacuum completed,ATLAS-5413
2024-07-26,payments-ledger-primary,pricing-engine,590.52,403,26,42.58,92.94,16.3,0,4,green,vacuum completed,ATLAS-5400
2024-07-26,cart-redis-cluster,loyalty-service,213.69,668,19,41.18,88.76,22.79,9,4,green,connection pool reviewed,ATLAS-1420
2024-07-26,kafka-ordering-cluster,cart-service,596.48,540,37,72.12,91.49,13.75,6,1,green,index maintenance due,ATLAS-1791
2024-07-26,warehouse-atlas,checkout-api,3071.27,440,65,82.22,90.48,20.58,3,5,green,migration window planned,ATLAS-2242
2024-08-02,checkout-db-primary,order-ledger,622.61,187,33,85.55,90.01,22.04,10,4,green,index maintenance due,ATLAS-5961
2024-08-02,orders-db-primary,inventory-reservation,621.66,609,30,53.54,91.66,19.16,7,4,green,index maintenance due,ATLAS-2969
2024-08-02,payments-ledger-primary,inventory-reservation,619.38,597,41,135.68,87.84,25.78,9,6,green,connection pool reviewed,ATLAS-2679
2024-08-02,cart-redis-cluster,search-recommendations,217.09,200,55,62.76,92.52,12.42,6,0,green,backup verified,ATLAS-1992
2024-08-02,kafka-ordering-cluster,tax-service,595.33,744,78,10.38,91.74,16.67,9,7,amber,backup verified,ATLAS-3971
2024-08-02,warehouse-atlas,inventory-reservation,3029.84,282,52,28.36,92.56,14.9,6,0,green,replica healthy,ATLAS-5635
2024-08-09,checkout-db-primary,order-ledger,593.13,561,41,53.21,91.03,21.5,12,6,green,vacuum completed,ATLAS-4724
2024-08-09,orders-db-primary,inventory-reservation,598.68,192,53,93.08,92.99,16.17,3,4,green,index maintenance due,ATLAS-1830
2024-08-09,payments-ledger-primary,loyalty-service,612.53,406,63,90.7,91.49,15.63,8,3,green,backup verified,ATLAS-1987
2024-08-09,cart-redis-cluster,cart-service,212.26,204,41,74.4,91.8,15.7,14,7,green,index maintenance due,ATLAS-5013
2024-08-09,kafka-ordering-cluster,order-ledger,611.15,448,39,0,93.6,14.3,15,6,green,migration window planned,ATLAS-1636
2024-08-09,warehouse-atlas,loyalty-service,3128.62,614,16,10.22,92.7,13.26,15,4,green,connection pool reviewed,ATLAS-2663
2024-08-16,checkout-db-primary,notification-service,610.81,542,59,0,90.57,22.36,10,2,green,connection pool reviewed,ATLAS-1829
2024-08-16,orders-db-primary,search-recommendations,626.62,437,41,63.88,92.51,11.91,9,3,green,backup verified,ATLAS-1199
2024-08-16,payments-ledger-primary,analytics-pipeline,596.27,161,40,0.85,89.51,22.96,5,2,green,backup verified,ATLAS-4920
2024-08-16,cart-redis-cluster,tax-service,212.51,101,28,16.39,90.08,25.04,11,3,green,replica healthy,ATLAS-2666
2024-08-16,kafka-ordering-cluster,checkout-api,594.62,298,28,21.97,93.31,11.31,16,0,green,replica healthy,ATLAS-2719
2024-08-16,warehouse-atlas,auth-gateway,3033.12,576,32,51.9,93.09,16.32,5,7,green,migration window planned,ATLAS-3368
2024-08-23,checkout-db-primary,loyalty-service,590.43,309,41,1.04,91.95,16.84,9,0,green,replica healthy,ATLAS-3188
2024-08-23,orders-db-primary,pricing-engine,620.28,554,32,88.16,90.63,18.97,16,6,green,migration window planned,ATLAS-1035
2024-08-23,payments-ledger-primary,payment-orchestrator,614.45,593,44,151.68,90.49,20.18,2,3,green,connection pool reviewed,ATLAS-4605
2024-08-23,cart-redis-cluster,order-ledger,220.03,288,61,77.82,89.05,22.73,16,2,green,backup verified,ATLAS-1320
2024-08-23,kafka-ordering-cluster,cart-service,594.93,699,21,48.34,93.84,14.35,12,1,green,migration window planned,ATLAS-1408
2024-08-23,warehouse-atlas,search-recommendations,3052.14,155,36,63.52,93.78,12.05,11,5,green,connection pool reviewed,ATLAS-2421
2024-08-30,checkout-db-primary,auth-gateway,596.6,336,50,54.33,92.89,13.51,10,2,green,replica healthy,ATLAS-5514
2024-08-30,orders-db-primary,inventory-reservation,620.91,110,58,42.58,93.2,10.07,13,2,green,connection pool reviewed,ATLAS-4561
2024-08-30,payments-ledger-primary,pricing-engine,610.13,622,49,50.44,90.32,17.41,8,1,green,replica healthy,ATLAS-3411
2024-08-30,cart-redis-cluster,analytics-pipeline,208.1,480,70,24.43,89.66,22.29,15,2,green,vacuum completed,ATLAS-1779
2024-08-30,kafka-ordering-cluster,auth-gateway,610.55,336,65,26.13,92.46,15.39,10,1,green,migration window planned,ATLAS-1517
2024-08-30,warehouse-atlas,cart-service,2966.27,714,43,13.48,92.81,18.07,12,0,green,backup verified,ATLAS-1641
2024-09-06,checkout-db-primary,checkout-api,617.86,448,36,87.25,94.57,11.41,6,7,green,connection pool reviewed,ATLAS-2154
2024-09-06,orders-db-primary,auth-gateway,596.75,391,34,45.04,90.59,25.14,10,0,green,migration window planned,ATLAS-4166
2024-09-06,payments-ledger-primary,inventory-reservation,617.82,676,48,11.01,93.76,8.17,2,3,green,connection pool reviewed,ATLAS-2148
2024-09-06,cart-redis-cluster,tax-service,217.42,300,56,38.73,89.55,23.25,16,6,green,backup verified,ATLAS-1868
2024-09-06,kafka-ordering-cluster,analytics-pipeline,611.44,471,12,45.13,91.02,16.3,0,5,green,vacuum completed,ATLAS-1106
2024-09-06,warehouse-atlas,cart-service,2977.91,685,49,75.26,94.42,13.21,1,0,green,index maintenance due,ATLAS-3249
2024-09-13,checkout-db-primary,cart-service,623.87,761,49,87.52,90.23,18.42,10,4,green,connection pool reviewed,ATLAS-4913
2024-09-13,orders-db-primary,analytics-pipeline,597.47,769,35,115.12,91.79,19.45,8,6,green,connection pool reviewed,ATLAS-4608
2024-09-13,payments-ledger-primary,cart-service,626.75,652,37,72.13,89.6,26.42,13,4,green,backup verified,ATLAS-1252
2024-09-13,cart-redis-cluster,cart-service,207.84,411,45,49.09,88.97,24.33,13,4,green,vacuum completed,ATLAS-4996
2024-09-13,kafka-ordering-cluster,checkout-api,590.6,445,35,51.25,92.38,18.1,15,1,green,replica healthy,ATLAS-2654
2024-09-13,warehouse-atlas,inventory-reservation,2998.09,259,55,26.52,91.29,16.44,12,6,green,vacuum completed,ATLAS-1351
2024-09-20,checkout-db-primary,notification-service,612.23,693,66,74.3,94.2,5.89,6,1,green,replica healthy,ATLAS-4074
2024-09-20,orders-db-primary,payment-orchestrator,611.89,441,39,23.21,93.58,15.1,9,0,green,migration window planned,ATLAS-2969
2024-09-20,payments-ledger-primary,pricing-engine,599.94,748,30,10.22,91.54,19.28,0,2,green,migration window planned,ATLAS-4178
2024-09-20,cart-redis-cluster,notification-service,209.78,305,52,10.09,91.2,18.14,15,7,green,migration window planned,ATLAS-5212
2024-09-20,kafka-ordering-cluster,payment-orchestrator,604.19,378,41,20.87,92.57,19.1,10,7,green,backup verified,ATLAS-5310
2024-09-20,warehouse-atlas,notification-service,3043.93,357,47,78.95,90.39,20.01,12,3,green,index maintenance due,ATLAS-5906
2024-09-27,checkout-db-primary,checkout-api,611.32,361,52,17.06,91.78,19.06,2,6,green,backup verified,ATLAS-3548
2024-09-27,orders-db-primary,loyalty-service,616.16,319,48,81.2,92.41,19.64,0,5,green,vacuum completed,ATLAS-1850
2024-09-27,payments-ledger-primary,loyalty-service,606.12,177,44,26.21,93.21,14.38,13,3,green,replica healthy,ATLAS-5781
2024-09-27,cart-redis-cluster,auth-gateway,212.84,514,35,0,90.55,18.55,9,4,green,index maintenance due,ATLAS-6064
2024-09-27,kafka-ordering-cluster,notification-service,625.21,450,54,0,90.53,18.4,12,5,green,backup verified,ATLAS-1329
2024-09-27,warehouse-atlas,analytics-pipeline,3032.88,171,15,27.97,88.86,25.46,5,3,green,connection pool reviewed,ATLAS-5666
2024-10-04,checkout-db-primary,pricing-engine,592.3,722,63,36.21,89.53,21.73,14,6,green,migration window planned,ATLAS-5588
2024-10-04,orders-db-primary,loyalty-service,607.73,133,23,76.37,94.22,14.11,15,1,green,backup verified,ATLAS-1824
2024-10-04,payments-ledger-primary,checkout-api,592.7,594,35,0,91.36,21.9,10,7,green,migration window planned,ATLAS-2593
2024-10-04,cart-redis-cluster,payment-orchestrator,220.02,565,42,0,89.02,22.67,4,3,green,index maintenance due,ATLAS-3551
2024-10-04,kafka-ordering-cluster,pricing-engine,624.49,192,39,37.7,94.43,11.63,14,1,green,connection pool reviewed,ATLAS-5199
2024-10-04,warehouse-atlas,auth-gateway,2985.23,722,38,42.49,91.34,14.82,12,4,green,vacuum completed,ATLAS-2333
2024-10-11,checkout-db-primary,order-ledger,608.38,509,33,44.5,92.41,15.42,13,1,green,migration window planned,ATLAS-4459
2024-10-11,orders-db-primary,inventory-reservation,609.13,518,51,59.41,88.47,24.55,9,1,green,replica healthy,ATLAS-5860
2024-10-11,payments-ledger-primary,order-ledger,612.58,494,58,77.6,90.64,19.3,5,2,green,backup verified,ATLAS-1985
2024-10-11,cart-redis-cluster,auth-gateway,210.33,551,38,70.63,91.77,19.71,15,6,green,connection pool reviewed,ATLAS-5726
2024-10-11,kafka-ordering-cluster,payment-orchestrator,593.62,631,42,70.54,92.54,18.18,11,1,green,replica healthy,ATLAS-4474
2024-10-11,warehouse-atlas,notification-service,3098.96,451,47,34.39,92.12,16.53,6,7,green,index maintenance due,ATLAS-2722
2024-10-18,checkout-db-primary,tax-service,596.06,161,18,96.65,87.6,25.74,9,0,green,connection pool reviewed,ATLAS-3160
2024-10-18,orders-db-primary,auth-gateway,617.91,299,42,30.2,92.01,18.62,14,1,green,replica healthy,ATLAS-5648
2024-10-18,payments-ledger-primary,inventory-reservation,603.12,260,56,0,93.22,15.8,15,4,green,index maintenance due,ATLAS-2739
2024-10-18,cart-redis-cluster,order-ledger,206.65,514,53,91.66,87.53,26.06,14,4,green,migration window planned,ATLAS-5234
2024-10-18,kafka-ordering-cluster,payment-orchestrator,615.89,755,41,2.96,93.28,15.9,12,0,green,migration window planned,ATLAS-1349
2024-10-18,warehouse-atlas,payment-orchestrator,3116.34,599,34,36.81,87.04,29.04,4,5,amber,migration window planned,ATLAS-5134
2024-10-25,checkout-db-primary,pricing-engine,616.48,631,30,21.55,95.42,6.52,12,0,green,migration window planned,ATLAS-3604
2024-10-25,orders-db-primary,inventory-reservation,617.42,290,59,48.29,90.74,18.7,5,0,green,index maintenance due,ATLAS-1969
2024-10-25,payments-ledger-primary,tax-service,618.26,131,31,8.39,90.15,19.66,13,1,green,replica healthy,ATLAS-4563
2024-10-25,cart-redis-cluster,cart-service,208.41,761,40,154.04,91.24,14.48,14,4,green,migration window planned,ATLAS-5603
2024-10-25,kafka-ordering-cluster,notification-service,591.77,483,61,24.03,90.77,21.16,3,3,green,migration window planned,ATLAS-3560
2024-10-25,warehouse-atlas,pricing-engine,3120.14,247,47,95.5,91.58,14.48,12,7,green,connection pool reviewed,ATLAS-4915
2024-11-01,checkout-db-primary,order-ledger,618.48,384,54,80.85,89.99,20.82,2,1,green,vacuum completed,ATLAS-3427
2024-11-01,orders-db-primary,notification-service,595.92,704,41,0,92.71,18.6,4,6,green,connection pool reviewed,ATLAS-2618
2024-11-01,payments-ledger-primary,checkout-api,627.1,700,48,123.02,93.52,7.59,10,2,green,index maintenance due,ATLAS-2826
2024-11-01,cart-redis-cluster,loyalty-service,216.05,126,58,0,93.28,16.64,15,3,green,index maintenance due,ATLAS-1439
2024-11-01,kafka-ordering-cluster,payment-orchestrator,629.26,173,29,89.33,92.74,14.16,0,6,green,replica healthy,ATLAS-3076
2024-11-01,warehouse-atlas,order-ledger,3074.66,374,34,11.16,90.96,23.27,6,3,green,vacuum completed,ATLAS-4120
2024-11-08,checkout-db-primary,analytics-pipeline,602.86,650,31,110.39,91.46,18.08,3,6,green,vacuum completed,ATLAS-3696
2024-11-08,orders-db-primary,payment-orchestrator,622.6,544,31,46.37,88.56,23.67,7,5,green,backup verified,ATLAS-5417
2024-11-08,payments-ledger-primary,tax-service,603.64,428,52,106.02,91.33,18.82,16,4,green,index maintenance due,ATLAS-3263
2024-11-08,cart-redis-cluster,search-recommendations,219.98,612,44,27.44,90.03,22.19,16,2,green,index maintenance due,ATLAS-4055
2024-11-08,kafka-ordering-cluster,cart-service,627.4,530,31,32.75,93.68,15.19,2,6,green,migration window planned,ATLAS-1651
2024-11-08,warehouse-atlas,cart-service,3071.66,601,28,33.42,89.67,21.91,5,2,green,migration window planned,ATLAS-2239
2024-11-15,checkout-db-primary,loyalty-service,595.14,742,44,9.28,94.27,11.72,11,3,green,connection pool reviewed,ATLAS-3011
2024-11-15,orders-db-primary,order-ledger,594.14,448,32,59.31,91.92,19.85,1,7,green,vacuum completed,ATLAS-1359
2024-11-15,payments-ledger-primary,inventory-reservation,628.15,400,55,0,93.17,15.25,4,0,green,migration window planned,ATLAS-5760
2024-11-15,cart-redis-cluster,cart-service,215.22,158,30,69.26,93.84,6.76,15,1,green,index maintenance due,ATLAS-3472
2024-11-15,kafka-ordering-cluster,pricing-engine,625.49,694,35,64.09,92.12,12.18,6,7,green,index maintenance due,ATLAS-1886
2024-11-15,warehouse-atlas,analytics-pipeline,2989.53,556,31,93.59,89.82,19.19,11,1,green,index maintenance due,ATLAS-1591
2024-11-22,checkout-db-primary,auth-gateway,598.51,586,31,67.15,87.84,24.66,9,3,green,connection pool reviewed,ATLAS-1863
2024-11-22,orders-db-primary,loyalty-service,594.91,769,46,23.48,91.7,17.3,0,2,green,backup verified,ATLAS-2959
2024-11-22,payments-ledger-primary,cart-service,597.69,253,49,144.47,92.78,11.47,15,2,green,index maintenance due,ATLAS-1595
2024-11-22,cart-redis-cluster,payment-orchestrator,215.18,293,43,30.05,91.42,15.2,3,3,green,connection pool reviewed,ATLAS-4262
2024-11-22,kafka-ordering-cluster,analytics-pipeline,605.7,648,51,135.58,87.85,25.41,8,4,green,connection pool reviewed,ATLAS-5403
2024-11-22,warehouse-atlas,inventory-reservation,2966.0,428,22,6.24,90.49,18.58,0,4,green,backup verified,ATLAS-1787
2024-11-29,checkout-db-primary,analytics-pipeline,625.55,430,38,45.2,92.84,17.27,0,4,green,replica healthy,ATLAS-3336
2024-11-29,orders-db-primary,order-ledger,591.53,415,37,60.78,90.77,16.47,15,1,green,replica healthy,ATLAS-3250
2024-11-29,payments-ledger-primary,tax-service,599.81,417,39,47.61,90.99,16.73,3,4,green,connection pool reviewed,ATLAS-1276
2024-11-29,cart-redis-cluster,order-ledger,219.05,208,39,87.81,93.93,12.02,14,7,green,vacuum completed,ATLAS-1640
2024-11-29,kafka-ordering-cluster,notification-service,617.26,152,41,68.69,91.08,22.59,6,1,green,backup verified,ATLAS-3267
2024-11-29,warehouse-atlas,inventory-reservation,3103.89,230,66,61.74,91.17,23.14,2,1,green,migration window planned,ATLAS-4936
2024-12-06,checkout-db-primary,order-ledger,625.29,634,38,69.49,89.62,23.78,8,0,green,connection pool reviewed,ATLAS-5063
2024-12-06,orders-db-primary,pricing-engine,619.89,125,64,58.63,94.67,9.38,16,2,green,index maintenance due,ATLAS-5271
2024-12-06,payments-ledger-primary,inventory-reservation,594.67,359,43,83.67,91.76,19.56,1,0,green,replica healthy,ATLAS-1725
2024-12-06,cart-redis-cluster,auth-gateway,208.09,444,54,132.14,92.45,16.74,8,6,green,vacuum completed,ATLAS-5698
2024-12-06,kafka-ordering-cluster,loyalty-service,591.18,334,61,75.72,91.17,18.89,10,5,green,replica healthy,ATLAS-2330
2024-12-06,warehouse-atlas,notification-service,3036.41,544,58,92.02,91.7,19.24,2,1,green,backup verified,ATLAS-5405
2024-12-13,checkout-db-primary,checkout-api,606.76,126,34,52.31,91.79,16.35,10,3,green,index maintenance due,ATLAS-3972
2024-12-13,orders-db-primary,auth-gateway,627.32,334,52,0,90.4,20.09,11,5,green,index maintenance due,ATLAS-1056
2024-12-13,payments-ledger-primary,search-recommendations,606.85,776,24,88.71,91.15,15.52,13,7,green,migration window planned,ATLAS-4569
2024-12-13,cart-redis-cluster,checkout-api,214.84,176,28,61.25,89.94,18.72,14,1,green,migration window planned,ATLAS-6120
2024-12-13,kafka-ordering-cluster,pricing-engine,593.81,660,44,0,93.05,17.44,1,6,green,backup verified,ATLAS-2943
2024-12-13,warehouse-atlas,pricing-engine,2960.01,432,21,0,91.31,14.99,7,2,green,index maintenance due,ATLAS-2609
2024-12-20,checkout-db-primary,auth-gateway,609.24,326,33,50.58,91.88,19.94,11,1,green,index maintenance due,ATLAS-2036
2024-12-20,orders-db-primary,pricing-engine,624.75,374,47,10.24,90.56,19.9,11,2,green,index maintenance due,ATLAS-3208
2024-12-20,payments-ledger-primary,auth-gateway,613.66,688,46,67.6,90.01,26.01,2,2,green,migration window planned,ATLAS-3294
2024-12-20,cart-redis-cluster,loyalty-service,211.52,752,38,68.57,93.15,13.68,6,2,green,vacuum completed,ATLAS-3931
2024-12-20,kafka-ordering-cluster,checkout-api,617.64,143,46,19.17,95.2,7.58,16,4,green,backup verified,ATLAS-4224
2024-12-20,warehouse-atlas,inventory-reservation,3044.96,143,39,31.5,90.76,21.61,4,0,green,migration window planned,ATLAS-5306
2024-12-27,checkout-db-primary,order-ledger,594.15,292,34,40.34,92.8,18.59,11,6,green,replica healthy,ATLAS-1309
2024-12-27,orders-db-primary,cart-service,613.16,716,49,48.87,91.75,18.21,13,1,green,connection pool reviewed,ATLAS-5632
2024-12-27,payments-ledger-primary,search-recommendations,597.58,82,25,62.19,87.86,24.61,3,7,green,vacuum completed,ATLAS-3687
2024-12-27,cart-redis-cluster,tax-service,218.56,233,34,65.52,89.91,19.75,16,1,green,index maintenance due,ATLAS-4440
2024-12-27,kafka-ordering-cluster,tax-service,622.91,404,37,101.01,91.81,17.64,8,6,green,replica healthy,ATLAS-3863
2024-12-27,warehouse-atlas,notification-service,3018.82,505,41,37.98,91.92,12.33,7,2,green,vacuum completed,ATLAS-2935
2025-01-03,checkout-db-primary,auth-gateway,672.5,730,17,17.8,95.58,10.11,14,1,green,backup verified,ATLAS-3176
2025-01-03,orders-db-primary,notification-service,682.11,103,55,24.71,90.13,24.75,5,0,green,index maintenance due,ATLAS-4597
2025-01-03,payments-ledger-primary,checkout-api,702.77,736,56,58.4,90.04,22.68,1,3,green,vacuum completed,ATLAS-1077
2025-01-03,cart-redis-cluster,auth-gateway,238.0,590,35,23.66,87.79,25.23,6,2,green,index maintenance due,ATLAS-5378
2025-01-03,kafka-ordering-cluster,analytics-pipeline,671.45,187,45,71.77,90.67,21.12,15,1,green,replica healthy,ATLAS-3964
2025-01-03,warehouse-atlas,analytics-pipeline,3503.91,218,32,96.26,93.54,15.46,14,3,green,migration window planned,ATLAS-1990
2025-01-10,checkout-db-primary,analytics-pipeline,674.78,650,49,91.14,92.67,15.49,12,0,green,replica healthy,ATLAS-2685
2025-01-10,orders-db-primary,tax-service,702.71,387,53,93.63,92.49,19.19,4,3,green,backup verified,ATLAS-4230
2025-01-10,payments-ledger-primary,search-recommendations,679.36,492,53,53.3,91.59,17.88,11,0,green,migration window planned,ATLAS-1482
2025-01-10,cart-redis-cluster,pricing-engine,238.45,527,63,40.73,89.18,25.1,16,0,green,vacuum completed,ATLAS-3056
2025-01-10,kafka-ordering-cluster,notification-service,690.84,213,54,62.6,93.78,9.32,14,0,green,migration window planned,ATLAS-5004
2025-01-10,warehouse-atlas,notification-service,3515.28,621,27,104.38,94.38,11.2,11,7,green,index maintenance due,ATLAS-3466
2025-01-17,checkout-db-primary,order-ledger,691.13,204,49,57.46,89.44,19.98,8,3,green,replica healthy,ATLAS-3067
2025-01-17,orders-db-primary,order-ledger,706.44,537,52,70.61,93.92,12.7,2,1,green,replica healthy,ATLAS-4335
2025-01-17,payments-ledger-primary,cart-service,697.54,491,35,99.4,92.01,12.6,11,1,green,vacuum completed,ATLAS-5791
2025-01-17,cart-redis-cluster,notification-service,247.0,674,57,97.16,90.62,23.94,6,4,green,backup verified,ATLAS-4209
2025-01-17,kafka-ordering-cluster,checkout-api,682.78,519,38,16.93,88.76,25.31,9,1,green,backup verified,ATLAS-5715
2025-01-17,warehouse-atlas,notification-service,3546.15,172,44,46.28,88.78,22.58,0,1,green,vacuum completed,ATLAS-4959
2025-01-24,checkout-db-primary,cart-service,677.15,464,57,41.05,91.3,19.07,2,7,green,replica healthy,ATLAS-3861
2025-01-24,orders-db-primary,auth-gateway,689.2,693,28,41.17,93.92,9.82,6,4,green,migration window planned,ATLAS-5773
2025-01-24,payments-ledger-primary,order-ledger,694.67,573,55,16.63,91.75,16.96,13,0,green,connection pool reviewed,ATLAS-5135
2025-01-24,cart-redis-cluster,tax-service,236.59,339,46,67.39,91.25,18.9,9,7,green,replica healthy,ATLAS-2585
2025-01-24,kafka-ordering-cluster,loyalty-service,692.17,535,51,135.1,91.36,16.32,16,1,green,connection pool reviewed,ATLAS-3885
2025-01-24,warehouse-atlas,payment-orchestrator,3469.08,601,39,20.6,87.71,27.95,5,0,green,replica healthy,ATLAS-1629
2025-01-31,checkout-db-primary,pricing-engine,699.64,304,41,35.05,92.67,15.4,0,1,green,connection pool reviewed,ATLAS-5783
2025-01-31,orders-db-primary,checkout-api,681.63,325,29,0,89.4,23.32,4,6,green,replica healthy,ATLAS-3094
2025-01-31,payments-ledger-primary,loyalty-service,675.84,280,45,0,89.21,26.02,5,5,green,connection pool reviewed,ATLAS-3326
2025-01-31,cart-redis-cluster,checkout-api,236.42,618,36,4.66,92.58,16.09,9,1,green,vacuum completed,ATLAS-5730
2025-01-31,kafka-ordering-cluster,loyalty-service,685.01,644,54,55.45,93.02,12.13,9,0,green,index maintenance due,ATLAS-1621
2025-01-31,warehouse-atlas,checkout-api,3366.29,687,42,115.17,91.65,16.45,9,1,green,migration window planned,ATLAS-5569
2025-02-07,checkout-db-primary,order-ledger,697.28,358,61,112.03,90.34,23.93,0,4,green,replica healthy,ATLAS-2477
2025-02-07,orders-db-primary,loyalty-service,678.27,191,49,16.02,87.53,26.19,11,1,green,vacuum completed,ATLAS-1288
2025-02-07,payments-ledger-primary,pricing-engine,709.68,474,58,84.87,89.39,22.8,16,0,green,index maintenance due,ATLAS-6050
2025-02-07,cart-redis-cluster,loyalty-service,235.43,617,54,66.34,89.19,20.8,16,4,green,connection pool reviewed,ATLAS-1768
2025-02-07,kafka-ordering-cluster,auth-gateway,690.88,188,62,77.53,89.57,24.54,11,2,green,connection pool reviewed,ATLAS-5855
2025-02-07,warehouse-atlas,notification-service,3365.21,707,45,58.95,90.84,21.44,8,2,green,backup verified,ATLAS-2249
2025-02-14,checkout-db-primary,loyalty-service,686.43,608,44,62.46,91.15,17.75,16,0,green,index maintenance due,ATLAS-4087
2025-02-14,orders-db-primary,cart-service,687.41,461,36,18.07,91.27,20.2,8,1,green,replica healthy,ATLAS-1091
2025-02-14,payments-ledger-primary,analytics-pipeline,697.15,146,46,6.66,93.33,15.21,16,0,green,index maintenance due,ATLAS-2686
2025-02-14,cart-redis-cluster,pricing-engine,240.33,642,48,66.41,94.2,10.92,8,2,green,replica healthy,ATLAS-4023
2025-02-14,kafka-ordering-cluster,checkout-api,670.6,134,64,29.63,91.08,15.18,14,5,green,vacuum completed,ATLAS-2611
2025-02-14,warehouse-atlas,auth-gateway,3384.46,367,39,0,92.24,14.08,16,4,green,migration window planned,ATLAS-5173
2025-02-21,checkout-db-primary,pricing-engine,691.05,556,31,55.04,87.56,25.8,13,1,green,index maintenance due,ATLAS-5928
2025-02-21,orders-db-primary,pricing-engine,677.82,145,42,61.38,85.66,31.16,15,1,amber,migration window planned,ATLAS-2413
2025-02-21,payments-ledger-primary,pricing-engine,687.54,164,50,51.96,89.2,23.32,11,6,green,migration window planned,ATLAS-1380
2025-02-21,cart-redis-cluster,order-ledger,237.76,298,43,16.07,93.18,10.82,2,7,green,replica healthy,ATLAS-2217
2025-02-21,kafka-ordering-cluster,tax-service,691.15,712,35,23.41,89.86,23.36,0,1,green,index maintenance due,ATLAS-5194
2025-02-21,warehouse-atlas,payment-orchestrator,3511.12,619,55,111.22,88.64,30.33,4,2,amber,migration window planned,ATLAS-3492
2025-02-28,checkout-db-primary,auth-gateway,681.25,488,13,54.92,91.75,17.64,13,4,green,connection pool reviewed,ATLAS-1687
2025-02-28,orders-db-primary,notification-service,686.6,354,24,28.88,93.38,8.71,4,6,green,connection pool reviewed,ATLAS-4132
2025-02-28,payments-ledger-primary,tax-service,691.76,726,50,89.52,89.04,25.97,5,0,green,vacuum completed,ATLAS-6017
2025-02-28,cart-redis-cluster,notification-service,235.05,531,52,53.59,88.96,25.74,1,7,green,vacuum completed,ATLAS-5048
2025-02-28,kafka-ordering-cluster,inventory-reservation,670.41,744,55,29.27,89.73,26.4,7,4,green,backup verified,ATLAS-2342
2025-02-28,warehouse-atlas,analytics-pipeline,3439.94,435,49,20.85,92.44,13.47,7,6,green,index maintenance due,ATLAS-4065
2025-03-07,checkout-db-primary,notification-service,698.71,647,50,24.53,90.93,16.09,6,0,green,backup verified,ATLAS-5013
2025-03-07,orders-db-primary,auth-gateway,697.14,593,66,63.29,91.47,18.16,3,6,green,vacuum completed,ATLAS-5282
2025-03-07,payments-ledger-primary,analytics-pipeline,707.42,464,57,67.85,89.47,22.91,13,1,green,connection pool reviewed,ATLAS-1879
2025-03-07,cart-redis-cluster,pricing-engine,246.41,158,42,122.46,87.27,27.77,3,0,green,replica healthy,ATLAS-1374
2025-03-07,kafka-ordering-cluster,auth-gateway,702.52,111,60,78.4,89.1,26.03,7,3,green,vacuum completed,ATLAS-3338
2025-03-07,warehouse-atlas,pricing-engine,3545.08,459,31,29.35,92.37,15.51,14,7,green,connection pool reviewed,ATLAS-2468
2025-03-14,checkout-db-primary,cart-service,688.14,116,25,34.83,91.32,23.0,1,6,green,index maintenance due,ATLAS-1513
2025-03-14,orders-db-primary,order-ledger,689.53,106,36,114.07,92.39,11.56,12,7,green,vacuum completed,ATLAS-2518
2025-03-14,payments-ledger-primary,auth-gateway,688.3,179,57,40.98,90.43,22.69,12,3,green,replica healthy,ATLAS-5560
2025-03-14,cart-redis-cluster,loyalty-service,238.85,103,38,29.91,91.97,17.13,16,3,green,backup verified,ATLAS-3989
2025-03-14,kafka-ordering-cluster,notification-service,702.66,664,38,47.83,92.02,15.79,0,3,green,backup verified,ATLAS-4283
2025-03-14,warehouse-atlas,analytics-pipeline,3462.64,418,38,16.34,89.75,21.05,0,0,green,index maintenance due,ATLAS-3910
2025-03-21,checkout-db-primary,search-recommendations,698.13,635,63,97.91,89.43,20.47,3,6,green,index maintenance due,ATLAS-3267
2025-03-21,orders-db-primary,payment-orchestrator,673.02,464,61,75.03,91.01,23.02,15,2,green,connection pool reviewed,ATLAS-3079
2025-03-21,payments-ledger-primary,analytics-pipeline,689.89,700,58,35.96,88.95,26.92,2,2,green,migration window planned,ATLAS-1442
2025-03-21,cart-redis-cluster,checkout-api,244.24,656,22,46.39,91.75,13.17,15,6,green,backup verified,ATLAS-5317
2025-03-21,kafka-ordering-cluster,order-ledger,683.19,670,39,32.23,86.22,33.5,2,0,amber,backup verified,ATLAS-4002
2025-03-21,warehouse-atlas,loyalty-service,3537.8,628,46,25.06,95.63,8.88,3,3,green,migration window planned,ATLAS-4158
2025-03-28,checkout-db-primary,auth-gateway,672.13,209,71,54.78,90.28,20.16,16,4,amber,replica healthy,ATLAS-5660
2025-03-28,orders-db-primary,tax-service,678.22,484,22,86.08,90.1,23.03,5,6,green,connection pool reviewed,ATLAS-2189
2025-03-28,payments-ledger-primary,tax-service,673.0,125,15,9.6,89.36,22.59,11,5,green,migration window planned,ATLAS-2684
2025-03-28,cart-redis-cluster,search-recommendations,243.05,564,44,56.5,92.12,14.31,0,0,green,replica healthy,ATLAS-3365
