trace_id,jira_key,pr_id,incident_id,release_id,service,evidence_type,source_system,traceability_note
TRACE-01100,ATLAS-2625,PR-9132,,REL-2024.3.4,notification-service,support_case,confluence,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01101,ATLAS-4402,PR-9498,PD-2866,REL-2021.1.4,tax-service,deployment,github,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01102,ATLAS-5912,PR-11504,PD-2519,REL-2019.3.0,loyalty-service,deployment,grafana,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01103,ATLAS-2820,PR-9506,,REL-2024.4.9,payment-orchestrator,risk,teams,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01104,ATLAS-2642,PR-8027,,REL-2024.4.10,cart-service,risk,email,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01105,ATLAS-4422,PR-8208,,REL-2022.12,cart-service,business_requirement,pagerduty,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01106,ATLAS-5169,PR-7290,PD-2261,REL-2022.1.19,cart-service,deployment,confluence,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01107,ATLAS-2419,PR-10376,,REL-2024.11,pricing-engine,business_requirement,database,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01108,ATLAS-3273,PR-5209,PD-2629,REL-2022.1.0,loyalty-service,metric,confluence,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01109,ATLAS-2707,PR-5326,,REL-2024.3.10,tax-service,deployment,database,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01110,ATLAS-3472,PR-11192,PD-2708,REL-2026.03,analytics-pipeline,metric,pagerduty,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01111,ATLAS-4234,PR-5980,,REL-2025.05,auth-gateway,deployment,pagerduty,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01112,ATLAS-2740,PR-8398,,REL-2022.2.17,checkout-api,risk,github,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01113,ATLAS-2854,PR-11384,PD-2147,REL-2019.2.9,search-recommendations,risk,grafana,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01114,ATLAS-5168,PR-10669,,REL-2023.03,pricing-engine,metric,grafana,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01115,ATLAS-1517,PR-5620,,REL-2022.4.15,order-ledger,decision,jira,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01116,ATLAS-6057,PR-10252,,REL-2019.10,tax-service,metric,email,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01117,ATLAS-5476,PR-9565,,REL-2018.06,tax-service,decision,pagerduty,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01118,ATLAS-5836,PR-7866,,REL-2022.3.8,loyalty-service,decision,github,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01119,ATLAS-1654,PR-6650,PD-2678,REL-2020.07,inventory-reservation,runbook,grafana,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01120,ATLAS-4603,PR-8668,PD-2318,REL-2021.11,tax-service,deployment,confluence,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01121,ATLAS-4465,PR-8894,PD-2770,REL-2019.4.19,pricing-engine,runbook,grafana,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01122,ATLAS-4419,PR-12479,,REL-2018.10,loyalty-service,deployment,confluence,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01123,ATLAS-4382,PR-8323,PD-2270,REL-2021.4.17,tax-service,runbook,pagerduty,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01124,ATLAS-2470,PR-8393,,REL-2018.3.5,tax-service,decision,email,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01125,ATLAS-2976,PR-8552,,REL-2021.3.15,auth-gateway,risk,email,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01126,ATLAS-2972,PR-8637,,REL-2019.04,pricing-engine,metric,github,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01127,ATLAS-1156,PR-9271,,REL-2023.1.18,search-recommendations,risk,pagerduty,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01128,ATLAS-4398,PR-12341,,REL-2020.1.7,notification-service,business_requirement,support,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01129,ATLAS-6083,PR-5869,PD-2463,REL-2020.3.17,pricing-engine,risk,confluence,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01130,ATLAS-3387,PR-6920,,REL-2019.1.9,inventory-reservation,support_case,database,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01131,ATLAS-4163,PR-10286,,REL-2024.3.18,tax-service,decision,email,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01132,ATLAS-3787,PR-12378,,REL-2026.1.1,cart-service,runbook,email,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01133,ATLAS-3796,PR-8665,,REL-2023.05,inventory-reservation,decision,support,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01134,ATLAS-3983,PR-5880,PD-2547,REL-2020.1.15,pricing-engine,deployment,email,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01135,ATLAS-5465,PR-6970,,REL-2021.3.2,analytics-pipeline,metric,pagerduty,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01136,ATLAS-1753,PR-9328,,REL-2023.2.2,loyalty-service,runbook,pagerduty,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01137,ATLAS-1822,PR-8103,,REL-2024.04,payment-orchestrator,deployment,pagerduty,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01138,ATLAS-5302,PR-6648,,REL-2024.07,order-ledger,metric,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01139,ATLAS-2144,PR-9968,,REL-2023.12,analytics-pipeline,metric,teams,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01140,ATLAS-5650,PR-5030,PD-2226,REL-2021.01,payment-orchestrator,deployment,jira,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01141,ATLAS-4110,PR-5790,,REL-2024.07,inventory-reservation,metric,github,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01142,ATLAS-5033,PR-5767,,REL-2024.11,checkout-api,risk,github,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01143,ATLAS-2764,PR-6507,PD-2265,REL-2026.1.10,payment-orchestrator,db_health,grafana,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01144,ATLAS-1084,PR-8337,PD-2649,REL-2025.08,pricing-engine,metric,grafana,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01145,ATLAS-5117,PR-6478,PD-2066,REL-2019.2.16,order-ledger,support_case,support,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01146,ATLAS-3094,PR-11097,,REL-2025.06,checkout-api,support_case,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01147,ATLAS-1255,PR-9752,,REL-2021.3.7,pricing-engine,decision,confluence,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01148,ATLAS-3896,PR-5781,PD-2481,REL-2022.10,order-ledger,runbook,email,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01149,ATLAS-2025,PR-6764,PD-2602,REL-2025.11,analytics-pipeline,support_case,support,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01150,ATLAS-2152,PR-10801,,REL-2022.09,order-ledger,decision,pagerduty,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01151,ATLAS-4491,PR-6231,,REL-2024.4.13,loyalty-service,business_requirement,jira,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01152,ATLAS-2538,PR-6704,,REL-2019.2.8,inventory-reservation,db_health,database,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01153,ATLAS-5776,PR-5945,,REL-2024.04,checkout-api,deployment,grafana,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01154,ATLAS-2973,PR-9672,,REL-2020.09,inventory-reservation,db_health,github,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01155,ATLAS-1206,PR-12165,PD-2408,REL-2019.3.8,order-ledger,support_case,github,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01156,ATLAS-4984,PR-9973,PD-2071,REL-2022.3.16,payment-orchestrator,deployment,support,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01157,ATLAS-4321,PR-11053,PD-2824,REL-2018.07,notification-service,decision,confluence,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01158,ATLAS-4556,PR-10736,PD-2141,REL-2019.3.13,pricing-engine,business_requirement,email,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01159,ATLAS-2549,PR-8077,,REL-2019.1.14,search-recommendations,db_health,pagerduty,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01160,ATLAS-3605,PR-11799,PD-2689,REL-2024.4.9,payment-orchestrator,deployment,support,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01161,ATLAS-2401,PR-8135,,REL-2022.2.19,checkout-api,deployment,grafana,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01162,ATLAS-2371,PR-9101,,REL-2024.4.3,notification-service,metric,support,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01163,ATLAS-5340,PR-11320,PD-2618,REL-2019.05,order-ledger,metric,confluence,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01164,ATLAS-5102,PR-9454,,REL-2024.2.9,tax-service,runbook,grafana,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01165,ATLAS-6060,PR-11100,,REL-2020.12,order-ledger,runbook,pagerduty,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01166,ATLAS-5228,PR-6816,PD-2780,REL-2018.4.6,tax-service,business_requirement,github,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01167,ATLAS-4445,PR-6915,,REL-2021.4.0,loyalty-service,risk,database,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01168,ATLAS-2393,PR-6487,,REL-2022.1.15,payment-orchestrator,deployment,teams,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01169,ATLAS-2484,PR-8077,PD-2823,REL-2021.1.10,tax-service,support_case,jira,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01170,ATLAS-4856,PR-6352,,REL-2026.1.9,inventory-reservation,business_requirement,confluence,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01171,ATLAS-3899,PR-7853,,REL-2022.06,order-ledger,decision,grafana,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01172,ATLAS-4466,PR-6783,,REL-2025.4.2,notification-service,risk,github,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01173,ATLAS-5429,PR-7632,PD-2670,REL-2020.4.4,auth-gateway,db_health,database,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01174,ATLAS-3182,PR-11353,,REL-2025.11,loyalty-service,decision,support,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01175,ATLAS-3966,PR-5295,PD-2366,REL-2025.3.2,payment-orchestrator,support_case,database,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01176,ATLAS-5715,PR-7746,,REL-2020.1.11,order-ledger,db_health,database,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01177,ATLAS-1427,PR-7616,,REL-2022.02,tax-service,support_case,jira,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01178,ATLAS-2832,PR-7637,PD-2146,REL-2021.3.6,tax-service,metric,jira,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01179,ATLAS-3105,PR-8771,,REL-2022.12,analytics-pipeline,deployment,grafana,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01180,ATLAS-4294,PR-11525,,REL-2025.3.10,payment-orchestrator,business_requirement,confluence,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01181,ATLAS-2328,PR-10145,PD-2585,REL-2022.3.19,notification-service,runbook,grafana,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01182,ATLAS-3607,PR-6213,,REL-2023.01,pricing-engine,risk,database,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01183,ATLAS-2235,PR-7871,PD-2591,REL-2026.03,auth-gateway,support_case,support,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01184,ATLAS-1089,PR-8280,,REL-2022.4.3,inventory-reservation,runbook,database,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01185,ATLAS-4314,PR-7258,PD-2050,REL-2022.1.6,pricing-engine,support_case,support,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01186,ATLAS-6027,PR-5131,PD-2293,REL-2021.3.7,checkout-api,decision,confluence,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01187,ATLAS-2700,PR-12411,,REL-2019.02,analytics-pipeline,business_requirement,email,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01188,ATLAS-1683,PR-7906,,REL-2025.01,analytics-pipeline,risk,pagerduty,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01189,ATLAS-5443,PR-7560,,REL-2021.3.3,analytics-pipeline,db_health,database,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01190,ATLAS-5652,PR-5833,,REL-2020.06,notification-service,support_case,teams,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01191,ATLAS-4349,PR-7567,PD-2758,REL-2025.4.18,inventory-reservation,db_health,pagerduty,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01192,ATLAS-3894,PR-7446,,REL-2019.1.10,cart-service,business_requirement,support,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01193,ATLAS-3860,PR-8825,,REL-2023.1.3,cart-service,runbook,support,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01194,ATLAS-2341,PR-7945,PD-2289,REL-2018.3.12,auth-gateway,business_requirement,grafana,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01195,ATLAS-2894,PR-8083,,REL-2020.4.17,checkout-api,risk,database,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01196,ATLAS-4336,PR-5118,PD-2586,REL-2019.3.0,order-ledger,decision,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01197,ATLAS-3551,PR-5843,,REL-2021.4.17,checkout-api,risk,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01198,ATLAS-3470,PR-7349,PD-2223,REL-2018.08,cart-service,deployment,email,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01199,ATLAS-2382,PR-5702,,REL-2022.4.14,cart-service,db_health,teams,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01200,ATLAS-1734,PR-7647,PD-2538,REL-2023.06,inventory-reservation,runbook,email,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01201,ATLAS-5219,PR-5302,,REL-2019.1.9,tax-service,support_case,database,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01202,ATLAS-4201,PR-8759,,REL-2026.2.6,payment-orchestrator,support_case,database,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01203,ATLAS-3128,PR-5472,PD-2331,REL-2018.4.9,checkout-api,decision,jira,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01204,ATLAS-2836,PR-9145,,REL-2022.2.15,tax-service,risk,grafana,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01205,ATLAS-3908,PR-5995,,REL-2019.07,notification-service,db_health,support,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01206,ATLAS-2918,PR-12205,,REL-2024.09,inventory-reservation,db_health,jira,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01207,ATLAS-3892,PR-5061,PD-2129,REL-2025.3.11,auth-gateway,metric,grafana,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01208,ATLAS-1110,PR-7328,PD-2380,REL-2023.3.8,cart-service,metric,database,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01209,ATLAS-5918,PR-11082,PD-2139,REL-2024.09,auth-gateway,deployment,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01210,ATLAS-5821,PR-10853,,REL-2025.1.12,pricing-engine,support_case,grafana,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01211,ATLAS-4411,PR-7292,,REL-2020.11,checkout-api,metric,jira,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01212,ATLAS-4964,PR-12197,,REL-2025.1.9,cart-service,risk,grafana,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01213,ATLAS-3362,PR-9072,,REL-2021.3.1,payment-orchestrator,business_requirement,confluence,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01214,ATLAS-3519,PR-6185,PD-2213,REL-2022.03,analytics-pipeline,risk,email,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01215,ATLAS-5051,PR-5500,,REL-2021.05,analytics-pipeline,db_health,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01216,ATLAS-2215,PR-5303,,REL-2021.4.9,order-ledger,db_health,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01217,ATLAS-5312,PR-10850,,REL-2021.1.10,analytics-pipeline,db_health,grafana,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01218,ATLAS-3855,PR-8599,,REL-2023.1.3,pricing-engine,support_case,grafana,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01219,ATLAS-2021,PR-7083,,REL-2026.2.14,inventory-reservation,db_health,confluence,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01220,ATLAS-4525,PR-6524,,REL-2024.3.4,payment-orchestrator,support_case,github,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01221,ATLAS-4319,PR-10095,,REL-2018.4.1,payment-orchestrator,runbook,github,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01222,ATLAS-1775,PR-11549,,REL-2024.4.7,loyalty-service,decision,confluence,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01223,ATLAS-1860,PR-8502,PD-2576,REL-2024.05,analytics-pipeline,decision,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01224,ATLAS-2590,PR-9423,,REL-2020.4.5,pricing-engine,risk,pagerduty,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01225,ATLAS-3450,PR-6579,,REL-2020.10,notification-service,db_health,teams,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01226,ATLAS-5070,PR-7465,PD-2687,REL-2019.4.9,cart-service,decision,pagerduty,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01227,ATLAS-4486,PR-11447,PD-2432,REL-2018.4.16,analytics-pipeline,deployment,database,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01228,ATLAS-4452,PR-6799,,REL-2018.4.18,inventory-reservation,runbook,pagerduty,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01229,ATLAS-3377,PR-11327,,REL-2024.09,payment-orchestrator,db_health,email,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01230,ATLAS-5181,PR-11341,,REL-2022.4.16,order-ledger,deployment,pagerduty,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-01231,ATLAS-1279,PR-5025,,REL-2022.2.19,payment-orchestrator,support_case,support,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
