incident_id,started_at,resolved_at,duration_minutes,severity,service,incident_commander,on_call_engineer,status,root_cause,customer_impact,linked_jira,linked_pr,action_items
PD-2701,2024-08-09,2024-08-09,70,SEV3,pricing-engine,Fatima Noor,Kim Tan,postmortem complete,bad deployment,orders delayed,ATLAS-1336,PR-6686,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2702,2024-08-10,2024-08-10,70,SEV3,pricing-engine,Maya Chen,Harper Lee,follow-up open,inventory reservation deadlock,no customer impact detected,ATLAS-4209,PR-10850,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2703,2024-08-13,2024-08-13,8,SEV4,search-recommendations,Ben Carter,Anika Sharma,resolved,schema migration lock,orders delayed,ATLAS-2690,PR-5030,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2704,2024-08-21,2024-08-21,5,SEV3,notification-service,Kim Tan,Maya Chen,resolved,feature flag misconfiguration,latency spike,ATLAS-4910,PR-9084,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2705,2024-08-21,2024-08-21,197,SEV1,analytics-pipeline,Sara Novak,Harper Lee,follow-up open,payment provider timeout,no customer impact detected,ATLAS-5389,PR-10541,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2706,2024-08-26,2024-08-26,5,SEV4,payment-orchestrator,Sara Novak,Kim Tan,postmortem complete,schema migration lock,checkout errors increased,ATLAS-1655,PR-5489,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2707,2024-08-30,2024-08-30,89,SEV3,pricing-engine,Theo Martin,Luca Moretti,resolved,queue backlog,no customer impact detected,ATLAS-1496,PR-8378,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2708,2024-09-01,2024-09-01,69,SEV3,payment-orchestrator,Owen Brooks,Ben Carter,resolved,inventory reservation deadlock,orders delayed,ATLAS-5583,PR-5473,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2709,2024-09-05,2024-09-05,61,SEV3,checkout-api,Fatima Noor,Ben Carter,follow-up open,bad deployment,latency spike,ATLAS-4772,PR-7537,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2710,2024-09-07,2024-09-07,70,SEV2,loyalty-service,Mateo Garcia,Grace Kim,postmortem complete,feature flag misconfiguration,payment retries increased,ATLAS-2923,PR-7964,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2711,2024-09-09,2024-09-09,97,SEV4,tax-service,Ravi Patel,Priya Nair,follow-up open,bad deployment,no customer impact detected,ATLAS-3884,PR-6904,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2712,2024-09-15,2024-09-15,66,SEV3,pricing-engine,Noah Evans,Jon Bell,resolved,tax provider latency,orders delayed,ATLAS-4217,PR-5775,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2713,2024-09-18,2024-09-18,102,SEV2,inventory-reservation,Grace Kim,Priya Nair,resolved,database connection saturation,orders delayed,ATLAS-4054,PR-10770,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2714,2024-09-21,2024-09-21,203,SEV1,notification-service,Nora Singh,Sara Novak,postmortem complete,database connection saturation,no customer impact detected,ATLAS-5788,PR-9089,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2715,2024-09-24,2024-09-24,46,SEV3,inventory-reservation,Priya Nair,Samir Rao,follow-up open,cache stampede,orders delayed,ATLAS-5071,PR-5792,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2716,2024-09-28,2024-09-28,109,SEV3,inventory-reservation,Victor Silva,Mateo Garcia,resolved,feature flag misconfiguration,support ticket volume increased,ATLAS-2763,PR-6160,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2717,2024-10-02,2024-10-02,113,SEV2,loyalty-service,Ben Carter,Jon Bell,postmortem complete,tax provider latency,latency spike,ATLAS-1562,PR-11200,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2718,2024-10-02,2024-10-02,58,SEV4,auth-gateway,Jon Bell,Theo Martin,resolved,schema migration lock,no customer impact detected,ATLAS-4772,PR-5830,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2719,2024-10-08,2024-10-08,223,SEV1,search-recommendations,Mateo Garcia,Kim Tan,postmortem complete,cache stampede,orders delayed,ATLAS-3165,PR-5153,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2720,2024-10-09,2024-10-09,91,SEV2,search-recommendations,Fatima Noor,Samir Rao,resolved,tax provider latency,checkout errors increased,ATLAS-4635,PR-10083,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2721,2024-10-14,2024-10-14,5,SEV3,tax-service,Yara Haddad,Luca Moretti,resolved,payment provider timeout,latency spike,ATLAS-2285,PR-5940,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2722,2024-10-18,2024-10-18,13,SEV4,inventory-reservation,Kim Tan,Maya Chen,follow-up open,schema migration lock,orders delayed,ATLAS-3797,PR-8685,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2723,2024-10-20,2024-10-20,38,SEV4,checkout-api,Anika Sharma,Sara Novak,postmortem complete,database connection saturation,checkout errors increased,ATLAS-5193,PR-5007,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2724,2024-10-21,2024-10-21,5,SEV3,notification-service,Harper Lee,Samir Rao,follow-up open,payment provider timeout,no customer impact detected,ATLAS-1543,PR-9093,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2725,2024-10-24,2024-10-24,29,SEV3,analytics-pipeline,Maya Chen,Theo Martin,follow-up open,payment provider timeout,orders delayed,ATLAS-2435,PR-8328,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2726,2024-10-30,2024-10-30,25,SEV4,auth-gateway,Nora Singh,Theo Martin,postmortem complete,inventory reservation deadlock,orders delayed,ATLAS-3225,PR-5532,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2727,2024-11-03,2024-11-03,100,SEV2,loyalty-service,Aisha Khan,Theo Martin,follow-up open,cache stampede,no customer impact detected,ATLAS-4107,PR-6331,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2728,2024-11-04,2024-11-04,84,SEV3,cart-service,Dmitri Volkov,Yara Haddad,postmortem complete,tax provider latency,orders delayed,ATLAS-1055,PR-11201,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2729,2024-11-07,2024-11-07,98,SEV2,analytics-pipeline,Noah Evans,Ravi Patel,resolved,feature flag misconfiguration,payment retries increased,ATLAS-4259,PR-7722,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2730,2024-11-11,2024-11-11,5,SEV4,tax-service,Harper Lee,Victor Silva,resolved,schema migration lock,support ticket volume increased,ATLAS-4303,PR-7845,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2731,2024-11-15,2024-11-15,5,SEV4,tax-service,Dmitri Volkov,Yara Haddad,resolved,inventory reservation deadlock,checkout errors increased,ATLAS-1747,PR-6222,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2732,2024-11-19,2024-11-19,91,SEV3,loyalty-service,Kim Tan,Ben Carter,follow-up open,queue backlog,latency spike,ATLAS-2357,PR-10418,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2733,2024-11-18,2024-11-18,121,SEV2,tax-service,Theo Martin,Elena Petrova,postmortem complete,bad deployment,payment retries increased,ATLAS-1550,PR-9900,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2734,2024-11-21,2024-11-21,44,SEV4,inventory-reservation,Samir Rao,Yara Haddad,resolved,database connection saturation,checkout errors increased,ATLAS-1563,PR-11109,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2735,2024-11-28,2024-11-28,37,SEV4,pricing-engine,Noah Evans,Yara Haddad,postmortem complete,queue backlog,support ticket volume increased,ATLAS-4410,PR-9412,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2736,2024-11-30,2024-11-30,73,SEV3,cart-service,Yara Haddad,Harper Lee,postmortem complete,payment provider timeout,orders delayed,ATLAS-1756,PR-6124,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2737,2024-12-01,2024-12-01,65,SEV4,tax-service,Fatima Noor,Aisha Khan,follow-up open,database connection saturation,no customer impact detected,ATLAS-3815,PR-8511,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2738,2024-12-04,2024-12-04,110,SEV2,loyalty-service,Anika Sharma,Fatima Noor,resolved,bad deployment,payment retries increased,ATLAS-5643,PR-7776,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2739,2024-12-11,2024-12-11,151,SEV2,notification-service,Grace Kim,Nora Singh,follow-up open,database connection saturation,no customer impact detected,ATLAS-2011,PR-5142,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2740,2024-12-15,2024-12-15,24,SEV4,auth-gateway,Yara Haddad,Owen Brooks,resolved,feature flag misconfiguration,checkout errors increased,ATLAS-2601,PR-5704,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2741,2024-12-16,2024-12-16,5,SEV4,search-recommendations,Theo Martin,Ravi Patel,resolved,database connection saturation,support ticket volume increased,ATLAS-5467,PR-5292,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2742,2024-12-20,2024-12-20,93,SEV2,loyalty-service,Grace Kim,Kim Tan,follow-up open,bad deployment,payment retries increased,ATLAS-1549,PR-7529,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2743,2024-12-22,2024-12-22,21,SEV3,pricing-engine,Harper Lee,Jon Bell,follow-up open,inventory reservation deadlock,no customer impact detected,ATLAS-2654,PR-6710,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2744,2024-12-26,2024-12-26,80,SEV3,search-recommendations,Sara Novak,Luca Moretti,resolved,payment provider timeout,orders delayed,ATLAS-2450,PR-9849,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2745,2024-12-31,2024-12-31,5,SEV3,checkout-api,Mateo Garcia,Grace Kim,resolved,feature flag misconfiguration,orders delayed,ATLAS-5816,PR-10892,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2746,2024-12-30,2024-12-30,37,SEV4,auth-gateway,Harper Lee,Anika Sharma,postmortem complete,feature flag misconfiguration,support ticket volume increased,ATLAS-2321,PR-7631,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2747,2025-01-02,2025-01-02,12,SEV3,search-recommendations,Dmitri Volkov,Jon Bell,follow-up open,cache stampede,checkout errors increased,ATLAS-2327,PR-8874,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2748,2025-01-06,2025-01-06,5,SEV4,search-recommendations,Victor Silva,Ravi Patel,resolved,database connection saturation,no customer impact detected,ATLAS-5186,PR-9101,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2749,2025-01-09,2025-01-09,53,SEV3,order-ledger,Kim Tan,Sara Novak,postmortem complete,cache stampede,checkout errors increased,ATLAS-3347,PR-6100,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2750,2025-01-13,2025-01-13,86,SEV3,notification-service,Samir Rao,Theo Martin,postmortem complete,cache stampede,latency spike,ATLAS-5810,PR-6864,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2751,2025-01-17,2025-01-17,16,SEV4,payment-orchestrator,Owen Brooks,Victor Silva,resolved,queue backlog,orders delayed,ATLAS-5063,PR-10440,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2752,2025-01-19,2025-01-19,177,SEV2,notification-service,Fatima Noor,Noah Evans,resolved,database connection saturation,no customer impact detected,ATLAS-6055,PR-12228,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2753,2025-01-25,2025-01-25,48,SEV4,notification-service,Ben Carter,Grace Kim,follow-up open,payment provider timeout,payment retries increased,ATLAS-1619,PR-11951,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2754,2025-01-25,2025-01-25,134,SEV3,inventory-reservation,Noah Evans,Elena Petrova,follow-up open,database connection saturation,payment retries increased,ATLAS-4609,PR-9227,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2755,2025-02-01,2025-02-01,62,SEV2,cart-service,Sara Novak,Iris Wang,resolved,database connection saturation,support ticket volume increased,ATLAS-1745,PR-6697,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2756,2025-01-31,2025-01-31,5,SEV4,tax-service,Priya Nair,Sara Novak,resolved,tax provider latency,orders delayed,ATLAS-5926,PR-6840,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2757,2025-02-08,2025-02-08,48,SEV3,cart-service,Ben Carter,Dmitri Volkov,postmortem complete,inventory reservation deadlock,orders delayed,ATLAS-1680,PR-6431,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2758,2025-02-09,2025-02-09,27,SEV4,analytics-pipeline,Victor Silva,Sara Novak,postmortem complete,queue backlog,support ticket volume increased,ATLAS-2425,PR-9670,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2759,2025-02-10,2025-02-10,5,SEV4,inventory-reservation,Luca Moretti,Ben Carter,resolved,cache stampede,payment retries increased,ATLAS-5443,PR-7580,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2760,2025-02-13,2025-02-13,13,SEV4,analytics-pipeline,Noah Evans,Maya Chen,postmortem complete,schema migration lock,checkout errors increased,ATLAS-2332,PR-5302,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2761,2025-02-18,2025-02-18,23,SEV3,checkout-api,Iris Wang,Aisha Khan,postmortem complete,inventory reservation deadlock,orders delayed,ATLAS-2113,PR-11601,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2762,2025-02-20,2025-02-20,99,SEV2,auth-gateway,Maya Chen,Victor Silva,follow-up open,database connection saturation,checkout errors increased,ATLAS-3000,PR-5934,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2763,2025-02-24,2025-02-24,66,SEV2,pricing-engine,Aisha Khan,Sara Novak,follow-up open,tax provider latency,payment retries increased,ATLAS-3632,PR-5628,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2764,2025-02-28,2025-02-28,63,SEV4,checkout-api,Maya Chen,Yara Haddad,resolved,bad deployment,checkout errors increased,ATLAS-2757,PR-6672,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2765,2025-03-02,2025-03-02,74,SEV3,analytics-pipeline,Mateo Garcia,Jon Bell,follow-up open,queue backlog,orders delayed,ATLAS-5456,PR-6082,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2766,2025-03-08,2025-03-08,90,SEV3,analytics-pipeline,Noah Evans,Owen Brooks,postmortem complete,inventory reservation deadlock,payment retries increased,ATLAS-3886,PR-7915,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2767,2025-03-11,2025-03-11,55,SEV4,cart-service,Dmitri Volkov,Priya Nair,follow-up open,tax provider latency,no customer impact detected,ATLAS-5219,PR-10289,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2768,2025-03-15,2025-03-15,165,SEV2,order-ledger,Dmitri Volkov,Maya Chen,follow-up open,database connection saturation,orders delayed,ATLAS-4027,PR-10102,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2769,2025-03-16,2025-03-16,93,SEV3,tax-service,Elena Petrova,Maya Chen,resolved,database connection saturation,orders delayed,ATLAS-1929,PR-6805,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2770,2025-03-21,2025-03-21,33,SEV4,notification-service,Maya Chen,Priya Nair,resolved,cache stampede,support ticket volume increased,ATLAS-5658,PR-10272,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2771,2025-03-25,2025-03-25,63,SEV4,notification-service,Ravi Patel,Samir Rao,resolved,database connection saturation,support ticket volume increased,ATLAS-2401,PR-11709,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2772,2025-03-27,2025-03-27,61,SEV4,analytics-pipeline,Grace Kim,Samir Rao,postmortem complete,feature flag misconfiguration,support ticket volume increased,ATLAS-3752,PR-5392,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2773,2025-03-29,2025-03-29,227,SEV1,order-ledger,Elena Petrova,Victor Silva,postmortem complete,bad deployment,latency spike,ATLAS-2595,PR-5034,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2774,2025-04-02,2025-04-02,20,SEV4,payment-orchestrator,Iris Wang,Ben Carter,follow-up open,inventory reservation deadlock,payment retries increased,ATLAS-5471,PR-11013,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2775,2025-04-04,2025-04-04,29,SEV4,inventory-reservation,Noah Evans,Fatima Noor,follow-up open,payment provider timeout,checkout errors increased,ATLAS-3300,PR-5878,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2776,2025-04-07,2025-04-07,5,SEV4,auth-gateway,Fatima Noor,Anika Sharma,follow-up open,feature flag misconfiguration,orders delayed,ATLAS-2088,PR-6691,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2777,2025-04-09,2025-04-09,5,SEV4,order-ledger,Ravi Patel,Fatima Noor,postmortem complete,feature flag misconfiguration,latency spike,ATLAS-1243,PR-7200,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2778,2025-04-13,2025-04-13,74,SEV3,order-ledger,Yara Haddad,Yara Haddad,resolved,feature flag misconfiguration,no customer impact detected,ATLAS-3471,PR-10617,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2779,2025-04-20,2025-04-20,27,SEV3,checkout-api,Harper Lee,Mateo Garcia,resolved,feature flag misconfiguration,latency spike,ATLAS-5515,PR-11043,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2780,2025-04-21,2025-04-21,52,SEV3,notification-service,Anika Sharma,Harper Lee,follow-up open,inventory reservation deadlock,latency spike,ATLAS-6187,PR-5022,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2781,2025-04-26,2025-04-26,5,SEV4,order-ledger,Maya Chen,Noah Evans,follow-up open,feature flag misconfiguration,payment retries increased,ATLAS-4799,PR-7099,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2782,2025-04-26,2025-04-26,166,SEV1,order-ledger,Yara Haddad,Owen Brooks,follow-up open,cache stampede,payment retries increased,ATLAS-2130,PR-7410,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2783,2025-05-02,2025-05-02,56,SEV3,auth-gateway,Grace Kim,Iris Wang,resolved,bad deployment,checkout errors increased,ATLAS-6177,PR-6801,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2784,2025-05-03,2025-05-03,36,SEV3,inventory-reservation,Kim Tan,Anika Sharma,postmortem complete,feature flag misconfiguration,payment retries increased,ATLAS-2286,PR-10842,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2785,2025-05-05,2025-05-05,30,SEV4,notification-service,Elena Petrova,Fatima Noor,follow-up open,cache stampede,checkout errors increased,ATLAS-2065,PR-7671,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2786,2025-05-10,2025-05-10,74,SEV3,search-recommendations,Yara Haddad,Ravi Patel,follow-up open,queue backlog,latency spike,ATLAS-3320,PR-10078,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2787,2025-05-13,2025-05-13,106,SEV2,search-recommendations,Nora Singh,Aisha Khan,follow-up open,queue backlog,latency spike,ATLAS-1524,PR-5016,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2788,2025-05-18,2025-05-18,215,SEV1,cart-service,Dmitri Volkov,Ravi Patel,follow-up open,queue backlog,checkout errors increased,ATLAS-4809,PR-8133,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2789,2025-05-20,2025-05-20,39,SEV4,search-recommendations,Jon Bell,Ravi Patel,resolved,inventory reservation deadlock,support ticket volume increased,ATLAS-3674,PR-5435,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2790,2025-05-25,2025-05-25,53,SEV4,payment-orchestrator,Dmitri Volkov,Dmitri Volkov,postmortem complete,payment provider timeout,payment retries increased,ATLAS-1460,PR-10165,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2791,2025-05-26,2025-05-26,5,SEV3,tax-service,Maya Chen,Luca Moretti,follow-up open,cache stampede,orders delayed,ATLAS-5396,PR-7255,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2792,2025-05-28,2025-05-28,52,SEV3,analytics-pipeline,Harper Lee,Owen Brooks,follow-up open,payment provider timeout,orders delayed,ATLAS-3924,PR-5425,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2793,2025-06-02,2025-06-02,45,SEV3,payment-orchestrator,Dmitri Volkov,Ravi Patel,resolved,inventory reservation deadlock,payment retries increased,ATLAS-5151,PR-5354,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2794,2025-06-04,2025-06-04,89,SEV4,analytics-pipeline,Iris Wang,Nora Singh,follow-up open,bad deployment,support ticket volume increased,ATLAS-1557,PR-11265,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2795,2025-06-06,2025-06-06,24,SEV4,notification-service,Nora Singh,Noah Evans,postmortem complete,queue backlog,support ticket volume increased,ATLAS-2471,PR-10320,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2796,2025-06-10,2025-06-10,5,SEV4,loyalty-service,Harper Lee,Iris Wang,resolved,database connection saturation,checkout errors increased,ATLAS-5376,PR-7492,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2797,2025-06-13,2025-06-13,78,SEV4,analytics-pipeline,Luca Moretti,Luca Moretti,postmortem complete,cache stampede,payment retries increased,ATLAS-1258,PR-7535,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2798,2025-06-20,2025-06-20,57,SEV3,search-recommendations,Ben Carter,Priya Nair,resolved,cache stampede,support ticket volume increased,ATLAS-2902,PR-11179,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2799,2025-06-20,2025-06-20,79,SEV4,checkout-api,Iris Wang,Luca Moretti,postmortem complete,feature flag misconfiguration,latency spike,ATLAS-4218,PR-9752,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2800,2025-06-23,2025-06-23,52,SEV4,search-recommendations,Anika Sharma,Samir Rao,follow-up open,database connection saturation,latency spike,ATLAS-5708,PR-9994,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2801,2025-06-29,2025-06-29,35,SEV3,pricing-engine,Ben Carter,Luca Moretti,follow-up open,cache stampede,latency spike,ATLAS-4993,PR-11894,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2802,2025-07-02,2025-07-02,5,SEV4,analytics-pipeline,Owen Brooks,Aisha Khan,follow-up open,inventory reservation deadlock,latency spike,ATLAS-3871,PR-7114,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2803,2025-07-06,2025-07-06,41,SEV3,cart-service,Ravi Patel,Noah Evans,resolved,inventory reservation deadlock,no customer impact detected,ATLAS-1800,PR-5232,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2804,2025-07-06,2025-07-06,40,SEV4,tax-service,Elena Petrova,Ben Carter,postmortem complete,payment provider timeout,latency spike,ATLAS-5859,PR-9017,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2805,2025-07-13,2025-07-13,23,SEV3,inventory-reservation,Victor Silva,Anika Sharma,resolved,feature flag misconfiguration,support ticket volume increased,ATLAS-5360,PR-9415,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2806,2025-07-13,2025-07-13,237,SEV1,notification-service,Grace Kim,Elena Petrova,postmortem complete,database connection saturation,orders delayed,ATLAS-5841,PR-9920,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2807,2025-07-17,2025-07-17,120,SEV2,checkout-api,Samir Rao,Noah Evans,resolved,feature flag misconfiguration,checkout errors increased,ATLAS-4476,PR-11067,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2808,2025-07-20,2025-07-20,16,SEV4,notification-service,Ravi Patel,Ben Carter,follow-up open,database connection saturation,no customer impact detected,ATLAS-3214,PR-7659,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2809,2025-07-26,2025-07-26,41,SEV4,payment-orchestrator,Samir Rao,Grace Kim,resolved,database connection saturation,orders delayed,ATLAS-3140,PR-6506,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2810,2025-07-25,2025-07-25,81,SEV3,auth-gateway,Luca Moretti,Sara Novak,follow-up open,inventory reservation deadlock,latency spike,ATLAS-3957,PR-6163,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2811,2025-07-30,2025-07-30,5,SEV4,analytics-pipeline,Dmitri Volkov,Ben Carter,postmortem complete,payment provider timeout,latency spike,ATLAS-3790,PR-5366,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2812,2025-08-02,2025-08-02,35,SEV4,auth-gateway,Anika Sharma,Mateo Garcia,resolved,queue backlog,latency spike,ATLAS-5177,PR-12071,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2813,2025-08-06,2025-08-06,76,SEV4,tax-service,Jon Bell,Harper Lee,resolved,queue backlog,checkout errors increased,ATLAS-1263,PR-9687,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2814,2025-08-09,2025-08-09,9,SEV4,tax-service,Noah Evans,Dmitri Volkov,postmortem complete,bad deployment,support ticket volume increased,ATLAS-4377,PR-5119,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
