support_id,created_at,customer,customer_tier,category,severity,service,status,owner,linked_jira,linked_incident,sentiment,summary,next_action
SUP-702087,2024-10-18,BrightCart EU,mid-market,checkout failure,high,inventory-reservation,open,Owen Brooks,ATLAS-3398,PD-2120,anxious,"Customer reported checkout failure around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702088,2024-10-20,Atlas Demo Customer,internal,coupon issue,low,tax-service,open,Maya Chen,ATLAS-4664,,positive,"Customer reported coupon issue around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702089,2024-10-20,Luna Home,mid-market,checkout failure,medium,loyalty-service,solved,Theo Martin,ATLAS-5130,PD-2466,anxious,"Customer reported checkout failure around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702090,2024-10-21,BluePeak Apparel,internal,coupon issue,low,tax-service,escalated,Victor Silva,ATLAS-5140,,blocked,"Customer reported coupon issue around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702091,2024-10-22,Summit Sports,internal,order confirmation delay,urgent,auth-gateway,open,Fatima Noor,ATLAS-1462,PD-2050,positive,"Customer reported order confirmation delay around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702092,2024-10-24,BluePeak Apparel,enterprise,payment retry,low,loyalty-service,monitoring,Harper Lee,ATLAS-3209,PD-2879,anxious,"Customer reported payment retry around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702093,2024-10-27,UrbanMarket,internal,performance complaint,high,pricing-engine,pending engineering,Luca Moretti,ATLAS-2998,PD-2035,blocked,"Customer reported performance complaint around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702094,2024-10-26,Luna Home,self-serve,tax mismatch,low,cart-service,escalated,Maya Chen,ATLAS-2640,PD-2837,anxious,"Customer reported tax mismatch around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702095,2024-10-28,Harbor Books,internal,mobile session timeout,medium,tax-service,escalated,Victor Silva,ATLAS-3512,,anxious,"Customer reported mobile session timeout around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702096,2024-10-29,UrbanMarket,mid-market,tax mismatch,low,checkout-api,pending engineering,Sara Novak,ATLAS-2860,PD-2621,blocked,"Customer reported tax mismatch around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702097,2024-10-28,Atlas Demo Customer,mid-market,inventory mismatch,low,cart-service,monitoring,Ben Carter,ATLAS-3599,,neutral,"Customer reported inventory mismatch around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702098,2024-10-29,Luna Home,mid-market,payment retry,medium,cart-service,pending engineering,Harper Lee,ATLAS-4313,,negative,"Customer reported payment retry around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702099,2024-11-01,Harbor Books,internal,inventory mismatch,high,pricing-engine,open,Aisha Khan,ATLAS-4487,,anxious,"Customer reported inventory mismatch around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702100,2024-11-03,Vertex Outlet,internal,tax mismatch,medium,checkout-api,solved,Noah Evans,ATLAS-5664,PD-2484,positive,"Customer reported tax mismatch around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702101,2024-11-05,FreshNest Grocery,self-serve,checkout failure,high,analytics-pipeline,monitoring,Harper Lee,ATLAS-4223,,positive,"Customer reported checkout failure around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702102,2024-11-04,UrbanMarket,mid-market,tax mismatch,medium,loyalty-service,solved,Theo Martin,ATLAS-1612,,neutral,"Customer reported tax mismatch around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702103,2024-11-05,BluePeak Apparel,self-serve,mobile session timeout,medium,tax-service,escalated,Jon Bell,ATLAS-2154,,negative,"Customer reported mobile session timeout around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702104,2024-11-05,Vertex Outlet,self-serve,inventory mismatch,low,cart-service,open,Maya Chen,ATLAS-4457,,negative,"Customer reported inventory mismatch around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702105,2024-11-09,Northstar Retail,self-serve,loyalty points missing,medium,search-recommendations,monitoring,Sara Novak,ATLAS-2684,PD-2052,positive,"Customer reported loyalty points missing around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702106,2024-11-10,Northstar Retail,internal,payment retry,high,payment-orchestrator,pending engineering,Harper Lee,ATLAS-1008,,positive,"Customer reported payment retry around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702107,2024-11-09,Cedar Pharmacy,enterprise,performance complaint,high,analytics-pipeline,pending engineering,Ben Carter,ATLAS-4163,,blocked,"Customer reported performance complaint around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702108,2024-11-13,Summit Sports,mid-market,payment retry,medium,payment-orchestrator,solved,Dmitri Volkov,ATLAS-1110,,blocked,"Customer reported payment retry around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702109,2024-11-12,Atlas Demo Customer,mid-market,payment retry,high,search-recommendations,escalated,Dmitri Volkov,ATLAS-3951,,blocked,"Customer reported payment retry around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702110,2024-11-15,UrbanMarket,mid-market,mobile session timeout,low,inventory-reservation,escalated,Grace Kim,ATLAS-3886,PD-2340,negative,"Customer reported mobile session timeout around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702111,2024-11-16,BluePeak Apparel,internal,checkout failure,medium,search-recommendations,monitoring,Maya Chen,ATLAS-5984,,positive,"Customer reported checkout failure around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702112,2024-11-14,Atlas Demo Customer,mid-market,tax mismatch,high,analytics-pipeline,monitoring,Ben Carter,ATLAS-1016,PD-2313,positive,"Customer reported tax mismatch around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702113,2024-11-17,Northstar Retail,internal,mobile session timeout,medium,payment-orchestrator,open,Yara Haddad,ATLAS-2377,PD-2467,blocked,"Customer reported mobile session timeout around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702114,2024-11-18,Summit Sports,self-serve,tax mismatch,high,order-ledger,solved,Iris Wang,ATLAS-4311,,neutral,"Customer reported tax mismatch around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702115,2024-11-19,Summit Sports,self-serve,mobile session timeout,medium,loyalty-service,pending engineering,Nora Singh,ATLAS-1001,,blocked,"Customer reported mobile session timeout around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702116,2024-11-20,Atlas Demo Customer,self-serve,order confirmation delay,medium,tax-service,solved,Dmitri Volkov,ATLAS-1451,PD-2327,positive,"Customer reported order confirmation delay around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702117,2024-11-23,Vertex Outlet,self-serve,coupon issue,low,search-recommendations,solved,Victor Silva,ATLAS-3002,,blocked,"Customer reported coupon issue around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702118,2024-11-21,BrightCart EU,mid-market,loyalty points missing,medium,auth-gateway,open,Fatima Noor,ATLAS-5257,PD-2234,neutral,"Customer reported loyalty points missing around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702119,2024-11-25,Luna Home,mid-market,mobile session timeout,medium,payment-orchestrator,solved,Fatima Noor,ATLAS-4651,,blocked,"Customer reported mobile session timeout around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702120,2024-11-24,BluePeak Apparel,internal,tax mismatch,low,checkout-api,pending engineering,Yara Haddad,ATLAS-2248,PD-2702,blocked,"Customer reported tax mismatch around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702121,2024-11-25,Luna Home,enterprise,performance complaint,high,auth-gateway,open,Victor Silva,ATLAS-4630,,blocked,"Customer reported performance complaint around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702122,2024-11-28,Luna Home,self-serve,coupon issue,medium,loyalty-service,escalated,Sara Novak,ATLAS-6052,PD-2806,anxious,"Customer reported coupon issue around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702123,2024-11-27,UrbanMarket,internal,performance complaint,medium,loyalty-service,solved,Grace Kim,ATLAS-3827,,blocked,"Customer reported performance complaint around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702124,2024-11-29,Summit Sports,mid-market,loyalty points missing,medium,pricing-engine,solved,Priya Nair,ATLAS-4925,,neutral,"Customer reported loyalty points missing around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702125,2024-12-02,Northstar Retail,self-serve,inventory mismatch,low,analytics-pipeline,solved,Maya Chen,ATLAS-2252,,positive,"Customer reported inventory mismatch around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702126,2024-12-01,UrbanMarket,internal,checkout failure,medium,search-recommendations,escalated,Samir Rao,ATLAS-1759,,negative,"Customer reported checkout failure around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702127,2024-12-03,Luna Home,enterprise,payment retry,low,search-recommendations,pending engineering,Anika Sharma,ATLAS-1633,,negative,"Customer reported payment retry around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702128,2024-12-04,UrbanMarket,enterprise,checkout failure,medium,auth-gateway,monitoring,Anika Sharma,ATLAS-1324,PD-2846,neutral,"Customer reported checkout failure around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702129,2024-12-04,Luna Home,self-serve,order confirmation delay,medium,tax-service,solved,Yara Haddad,ATLAS-2635,PD-2855,anxious,"Customer reported order confirmation delay around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702130,2024-12-06,UrbanMarket,self-serve,mobile session timeout,medium,inventory-reservation,monitoring,Nora Singh,ATLAS-5971,PD-2486,neutral,"Customer reported mobile session timeout around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702131,2024-12-06,UrbanMarket,enterprise,performance complaint,medium,tax-service,monitoring,Yara Haddad,ATLAS-1490,PD-2284,positive,"Customer reported performance complaint around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702132,2024-12-09,OmniStyle,enterprise,coupon issue,medium,pricing-engine,open,Iris Wang,ATLAS-2011,,negative,"Customer reported coupon issue around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702133,2024-12-11,BrightCart EU,enterprise,performance complaint,low,loyalty-service,escalated,Kim Tan,ATLAS-3700,,blocked,"Customer reported performance complaint around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702134,2024-12-10,UrbanMarket,enterprise,loyalty points missing,medium,pricing-engine,monitoring,Nora Singh,ATLAS-2349,PD-2493,positive,"Customer reported loyalty points missing around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702135,2024-12-11,BluePeak Apparel,enterprise,performance complaint,low,auth-gateway,solved,Elena Petrova,ATLAS-1768,,positive,"Customer reported performance complaint around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702136,2024-12-14,Atlas Demo Customer,mid-market,checkout failure,medium,auth-gateway,solved,Yara Haddad,ATLAS-4765,,anxious,"Customer reported checkout failure around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702137,2024-12-15,OmniStyle,mid-market,payment retry,high,checkout-api,monitoring,Sara Novak,ATLAS-3116,,anxious,"Customer reported payment retry around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702138,2024-12-16,Luna Home,enterprise,loyalty points missing,low,auth-gateway,open,Victor Silva,ATLAS-5500,,neutral,"Customer reported loyalty points missing around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702139,2024-12-15,Northstar Retail,self-serve,mobile session timeout,high,payment-orchestrator,solved,Priya Nair,ATLAS-4171,,positive,"Customer reported mobile session timeout around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702140,2024-12-15,Luna Home,mid-market,checkout failure,high,order-ledger,monitoring,Elena Petrova,ATLAS-3883,PD-2889,blocked,"Customer reported checkout failure around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702141,2024-12-17,Northstar Retail,enterprise,checkout failure,low,cart-service,escalated,Noah Evans,ATLAS-4872,,negative,"Customer reported checkout failure around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702142,2024-12-21,Cedar Pharmacy,mid-market,tax mismatch,low,inventory-reservation,monitoring,Anika Sharma,ATLAS-3016,PD-2894,blocked,"Customer reported tax mismatch around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702143,2024-12-22,Atlas Demo Customer,self-serve,loyalty points missing,high,pricing-engine,monitoring,Priya Nair,ATLAS-1808,PD-2464,blocked,"Customer reported loyalty points missing around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702144,2024-12-23,BluePeak Apparel,enterprise,order confirmation delay,low,checkout-api,escalated,Grace Kim,ATLAS-1502,,positive,"Customer reported order confirmation delay around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702145,2024-12-22,Vertex Outlet,enterprise,payment retry,medium,order-ledger,pending engineering,Sara Novak,ATLAS-2706,,neutral,"Customer reported payment retry around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702146,2024-12-24,FreshNest Grocery,enterprise,performance complaint,medium,notification-service,escalated,Nora Singh,ATLAS-4072,,anxious,"Customer reported performance complaint around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702147,2024-12-26,Cedar Pharmacy,mid-market,mobile session timeout,medium,notification-service,escalated,Dmitri Volkov,ATLAS-2979,PD-2244,blocked,"Customer reported mobile session timeout around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702148,2024-12-26,Northstar Retail,mid-market,loyalty points missing,low,cart-service,open,Mateo Garcia,ATLAS-3556,,anxious,"Customer reported loyalty points missing around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702149,2024-12-28,Atlas Demo Customer,internal,performance complaint,high,pricing-engine,escalated,Samir Rao,ATLAS-2447,,positive,"Customer reported performance complaint around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702150,2024-12-29,Northstar Retail,enterprise,checkout failure,medium,payment-orchestrator,open,Owen Brooks,ATLAS-2844,,blocked,"Customer reported checkout failure around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702151,2024-12-31,Cedar Pharmacy,self-serve,payment retry,medium,inventory-reservation,monitoring,Aisha Khan,ATLAS-5161,,blocked,"Customer reported payment retry around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702152,2024-12-29,Cedar Pharmacy,internal,performance complaint,urgent,pricing-engine,pending engineering,Victor Silva,ATLAS-5192,,blocked,"Customer reported performance complaint around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702153,2024-12-30,FreshNest Grocery,mid-market,payment retry,low,payment-orchestrator,solved,Aisha Khan,ATLAS-5763,,negative,"Customer reported payment retry around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702154,2025-01-01,Atlas Demo Customer,self-serve,loyalty points missing,high,pricing-engine,pending engineering,Theo Martin,ATLAS-1038,PD-2737,positive,"Customer reported loyalty points missing around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702155,2025-01-01,Harbor Books,mid-market,checkout failure,medium,payment-orchestrator,solved,Grace Kim,ATLAS-4794,,anxious,"Customer reported checkout failure around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702156,2025-01-04,Harbor Books,enterprise,mobile session timeout,medium,auth-gateway,monitoring,Dmitri Volkov,ATLAS-2232,,blocked,"Customer reported mobile session timeout around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702157,2025-01-05,FreshNest Grocery,enterprise,checkout failure,urgent,pricing-engine,solved,Mateo Garcia,ATLAS-2940,,positive,"Customer reported checkout failure around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702158,2025-01-08,Northstar Retail,internal,order confirmation delay,high,pricing-engine,open,Maya Chen,ATLAS-1605,,positive,"Customer reported order confirmation delay around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702159,2025-01-09,OmniStyle,mid-market,inventory mismatch,medium,cart-service,open,Samir Rao,ATLAS-2045,,blocked,"Customer reported inventory mismatch around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702160,2025-01-10,BrightCart EU,mid-market,performance complaint,medium,analytics-pipeline,monitoring,Aisha Khan,ATLAS-2687,PD-2327,positive,"Customer reported performance complaint around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702161,2025-01-08,FreshNest Grocery,internal,checkout failure,high,search-recommendations,pending engineering,Luca Moretti,ATLAS-4763,PD-2779,neutral,"Customer reported checkout failure around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702162,2025-01-11,Cedar Pharmacy,self-serve,order confirmation delay,medium,auth-gateway,solved,Theo Martin,ATLAS-3905,PD-2285,negative,"Customer reported order confirmation delay around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702163,2025-01-12,Northstar Retail,internal,inventory mismatch,low,inventory-reservation,monitoring,Elena Petrova,ATLAS-4952,,positive,"Customer reported inventory mismatch around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702164,2025-01-13,BrightCart EU,enterprise,order confirmation delay,low,checkout-api,monitoring,Ravi Patel,ATLAS-5163,,anxious,"Customer reported order confirmation delay around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702165,2025-01-14,Atlas Demo Customer,enterprise,order confirmation delay,medium,auth-gateway,solved,Mateo Garcia,ATLAS-3997,,anxious,"Customer reported order confirmation delay around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702166,2025-01-15,BluePeak Apparel,enterprise,checkout failure,medium,inventory-reservation,open,Aisha Khan,ATLAS-3172,,anxious,"Customer reported checkout failure around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702167,2025-01-16,Cedar Pharmacy,internal,mobile session timeout,medium,tax-service,solved,Fatima Noor,ATLAS-3062,,neutral,"Customer reported mobile session timeout around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702168,2025-01-19,Vertex Outlet,self-serve,order confirmation delay,medium,loyalty-service,pending engineering,Noah Evans,ATLAS-1291,PD-2884,anxious,"Customer reported order confirmation delay around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702169,2025-01-19,Summit Sports,self-serve,payment retry,medium,inventory-reservation,pending engineering,Kim Tan,ATLAS-5432,,positive,"Customer reported payment retry around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702170,2025-01-19,FreshNest Grocery,mid-market,checkout failure,medium,notification-service,solved,Mateo Garcia,ATLAS-2254,,positive,"Customer reported checkout failure around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702171,2025-01-19,FreshNest Grocery,enterprise,checkout failure,low,order-ledger,monitoring,Elena Petrova,ATLAS-1074,PD-2027,negative,"Customer reported checkout failure around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702172,2025-01-22,Harbor Books,enterprise,inventory mismatch,low,inventory-reservation,solved,Kim Tan,ATLAS-4953,,neutral,"Customer reported inventory mismatch around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702173,2025-01-22,BluePeak Apparel,mid-market,tax mismatch,medium,payment-orchestrator,escalated,Fatima Noor,ATLAS-3302,,negative,"Customer reported tax mismatch around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702174,2025-01-25,Harbor Books,self-serve,checkout failure,medium,order-ledger,solved,Ravi Patel,ATLAS-2213,,anxious,"Customer reported checkout failure around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702175,2025-01-24,Cedar Pharmacy,mid-market,payment retry,low,payment-orchestrator,solved,Fatima Noor,ATLAS-5882,,anxious,"Customer reported payment retry around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702176,2025-01-28,Vertex Outlet,internal,checkout failure,high,analytics-pipeline,solved,Owen Brooks,ATLAS-3631,,neutral,"Customer reported checkout failure around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702177,2025-01-26,Vertex Outlet,mid-market,coupon issue,low,pricing-engine,solved,Jon Bell,ATLAS-4152,,anxious,"Customer reported coupon issue around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702178,2025-01-30,BrightCart EU,internal,order confirmation delay,high,cart-service,open,Jon Bell,ATLAS-2848,,positive,"Customer reported order confirmation delay around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-702179,2025-01-28,Northstar Retail,self-serve,mobile session timeout,low,pricing-engine,monitoring,Elena Petrova,ATLAS-1552,PD-2850,negative,"Customer reported mobile session timeout around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
