quarter,start_date,target_date,phase,workstream,owner,status,planned_points,completed_points,open_blockers,roadmap_notes,anchor_issue
2024-Q2,2024-05-01,2024-05-28,Phase 6 Order Orchestration,platform,Nora Singh,red,71,4,7,orchestrate inventory reservation and async order ledger; focus on platform; risk: customer readiness.,ATLAS-4651
2024-Q2,2024-05-01,2024-05-28,Phase 6 Order Orchestration,checkout,Elena Petrova,amber,61,10,4,orchestrate inventory reservation and async order ledger; focus on checkout; risk: customer readiness.,ATLAS-5573
2024-Q2,2024-05-01,2024-05-28,Phase 6 Order Orchestration,payments,Kim Tan,amber,34,24,6,orchestrate inventory reservation and async order ledger; focus on payments; risk: on-call load.,ATLAS-2502
2024-Q2,2024-05-01,2024-05-28,Phase 6 Order Orchestration,observability,Iris Wang,amber,73,15,6,orchestrate inventory reservation and async order ledger; focus on observability; risk: customer readiness.,ATLAS-4509
2024-Q2,2024-05-01,2024-05-28,Phase 6 Order Orchestration,data,Iris Wang,red,84,6,4,orchestrate inventory reservation and async order ledger; focus on data; risk: capacity risk.,ATLAS-4762
2024-Q2,2024-05-01,2024-05-28,Phase 6 Order Orchestration,support,Dmitri Volkov,red,54,3,6,orchestrate inventory reservation and async order ledger; focus on support; risk: on-call load.,ATLAS-2505
2024-Q2,2024-06-01,2024-06-28,Phase 6 Order Orchestration,platform,Theo Martin,red,89,8,1,orchestrate inventory reservation and async order ledger; focus on platform; risk: on-call load.,ATLAS-5887
2024-Q2,2024-06-01,2024-06-28,Phase 6 Order Orchestration,checkout,Maya Chen,red,26,16,4,orchestrate inventory reservation and async order ledger; focus on checkout; risk: dependency drift.,ATLAS-4783
2024-Q2,2024-06-01,2024-06-28,Phase 6 Order Orchestration,payments,Theo Martin,green,95,17,1,orchestrate inventory reservation and async order ledger; focus on payments; risk: on-call load.,ATLAS-5907
2024-Q2,2024-06-01,2024-06-28,Phase 6 Order Orchestration,observability,Maya Chen,amber,33,20,1,orchestrate inventory reservation and async order ledger; focus on observability; risk: schema migration.,ATLAS-4072
2024-Q2,2024-06-01,2024-06-28,Phase 6 Order Orchestration,data,Mateo Garcia,green,73,14,4,orchestrate inventory reservation and async order ledger; focus on data; risk: dependency drift.,ATLAS-2477
2024-Q2,2024-06-01,2024-06-28,Phase 6 Order Orchestration,support,Elena Petrova,green,29,15,0,orchestrate inventory reservation and async order ledger; focus on support; risk: capacity risk.,ATLAS-6109
2024-Q3,2024-07-01,2024-07-28,Phase 6 Order Orchestration,platform,Kim Tan,green,91,15,8,orchestrate inventory reservation and async order ledger; focus on platform; risk: vendor approval.,ATLAS-5075
2024-Q3,2024-07-01,2024-07-28,Phase 6 Order Orchestration,checkout,Ben Carter,amber,67,18,2,orchestrate inventory reservation and async order ledger; focus on checkout; risk: schema migration.,ATLAS-2215
2024-Q3,2024-07-01,2024-07-28,Phase 6 Order Orchestration,payments,Grace Kim,red,87,16,2,orchestrate inventory reservation and async order ledger; focus on payments; risk: vendor approval.,ATLAS-1352
2024-Q3,2024-07-01,2024-07-28,Phase 6 Order Orchestration,observability,Owen Brooks,red,20,4,7,orchestrate inventory reservation and async order ledger; focus on observability; risk: vendor approval.,ATLAS-5835
2024-Q3,2024-07-01,2024-07-28,Phase 6 Order Orchestration,data,Ravi Patel,amber,83,13,0,orchestrate inventory reservation and async order ledger; focus on data; risk: dependency drift.,ATLAS-5992
2024-Q3,2024-07-01,2024-07-28,Phase 6 Order Orchestration,support,Samir Rao,red,60,23,1,orchestrate inventory reservation and async order ledger; focus on support; risk: customer readiness.,ATLAS-5895
2024-Q3,2024-08-01,2024-08-28,Phase 6 Order Orchestration,platform,Kim Tan,amber,79,14,3,orchestrate inventory reservation and async order ledger; focus on platform; risk: on-call load.,ATLAS-1443
2024-Q3,2024-08-01,2024-08-28,Phase 6 Order Orchestration,checkout,Theo Martin,red,71,17,5,orchestrate inventory reservation and async order ledger; focus on checkout; risk: customer readiness.,ATLAS-2276
2024-Q3,2024-08-01,2024-08-28,Phase 6 Order Orchestration,payments,Noah Evans,green,28,6,6,orchestrate inventory reservation and async order ledger; focus on payments; risk: dependency drift.,ATLAS-3381
2024-Q3,2024-08-01,2024-08-28,Phase 6 Order Orchestration,observability,Ravi Patel,green,78,16,3,orchestrate inventory reservation and async order ledger; focus on observability; risk: on-call load.,ATLAS-4526
2024-Q3,2024-08-01,2024-08-28,Phase 6 Order Orchestration,data,Harper Lee,amber,63,20,5,orchestrate inventory reservation and async order ledger; focus on data; risk: test data gap.,ATLAS-2921
2024-Q3,2024-08-01,2024-08-28,Phase 6 Order Orchestration,support,Luca Moretti,green,77,18,8,orchestrate inventory reservation and async order ledger; focus on support; risk: dependency drift.,ATLAS-4857
2024-Q3,2024-09-01,2024-09-28,Phase 6 Order Orchestration,platform,Victor Silva,red,53,17,5,orchestrate inventory reservation and async order ledger; focus on platform; risk: dependency drift.,ATLAS-4888
2024-Q3,2024-09-01,2024-09-28,Phase 6 Order Orchestration,checkout,Jon Bell,red,42,19,1,orchestrate inventory reservation and async order ledger; focus on checkout; risk: schema migration.,ATLAS-1007
2024-Q3,2024-09-01,2024-09-28,Phase 6 Order Orchestration,payments,Samir Rao,amber,42,4,3,orchestrate inventory reservation and async order ledger; focus on payments; risk: dependency drift.,ATLAS-3137
2024-Q3,2024-09-01,2024-09-28,Phase 6 Order Orchestration,observability,Owen Brooks,amber,24,23,8,orchestrate inventory reservation and async order ledger; focus on observability; risk: on-call load.,ATLAS-3951
2024-Q3,2024-09-01,2024-09-28,Phase 6 Order Orchestration,data,Nora Singh,amber,28,8,2,orchestrate inventory reservation and async order ledger; focus on data; risk: on-call load.,ATLAS-2770
2024-Q3,2024-09-01,2024-09-28,Phase 6 Order Orchestration,support,Samir Rao,green,63,11,3,orchestrate inventory reservation and async order ledger; focus on support; risk: schema migration.,ATLAS-5445
2024-Q4,2024-10-01,2024-10-28,Phase 6 Order Orchestration,platform,Aisha Khan,amber,75,7,0,orchestrate inventory reservation and async order ledger; focus on platform; risk: schema migration.,ATLAS-2933
2024-Q4,2024-10-01,2024-10-28,Phase 6 Order Orchestration,checkout,Owen Brooks,amber,83,17,4,orchestrate inventory reservation and async order ledger; focus on checkout; risk: vendor approval.,ATLAS-2930
2024-Q4,2024-10-01,2024-10-28,Phase 6 Order Orchestration,payments,Theo Martin,amber,30,18,4,orchestrate inventory reservation and async order ledger; focus on payments; risk: schema migration.,ATLAS-5123
2024-Q4,2024-10-01,2024-10-28,Phase 6 Order Orchestration,observability,Anika Sharma,red,29,6,8,orchestrate inventory reservation and async order ledger; focus on observability; risk: vendor approval.,ATLAS-5412
2024-Q4,2024-10-01,2024-10-28,Phase 6 Order Orchestration,data,Elena Petrova,red,26,12,7,orchestrate inventory reservation and async order ledger; focus on data; risk: vendor approval.,ATLAS-3142
2024-Q4,2024-10-01,2024-10-28,Phase 6 Order Orchestration,support,Aisha Khan,amber,79,13,1,orchestrate inventory reservation and async order ledger; focus on support; risk: schema migration.,ATLAS-1087
2024-Q4,2024-11-01,2024-11-28,Phase 6 Order Orchestration,platform,Yara Haddad,green,56,18,6,orchestrate inventory reservation and async order ledger; focus on platform; risk: customer readiness.,ATLAS-1661
2024-Q4,2024-11-01,2024-11-28,Phase 6 Order Orchestration,checkout,Jon Bell,amber,38,16,3,orchestrate inventory reservation and async order ledger; focus on checkout; risk: customer readiness.,ATLAS-5878
2024-Q4,2024-11-01,2024-11-28,Phase 6 Order Orchestration,payments,Maya Chen,red,70,24,7,orchestrate inventory reservation and async order ledger; focus on payments; risk: schema migration.,ATLAS-3174
2024-Q4,2024-11-01,2024-11-28,Phase 6 Order Orchestration,observability,Maya Chen,amber,87,9,3,orchestrate inventory reservation and async order ledger; focus on observability; risk: customer readiness.,ATLAS-1405
2024-Q4,2024-11-01,2024-11-28,Phase 6 Order Orchestration,data,Harper Lee,green,57,23,0,orchestrate inventory reservation and async order ledger; focus on data; risk: on-call load.,ATLAS-3929
2024-Q4,2024-11-01,2024-11-28,Phase 6 Order Orchestration,support,Fatima Noor,amber,51,5,6,orchestrate inventory reservation and async order ledger; focus on support; risk: on-call load.,ATLAS-3196
2024-Q4,2024-12-01,2024-12-28,Phase 6 Order Orchestration,platform,Sara Novak,green,73,15,7,orchestrate inventory reservation and async order ledger; focus on platform; risk: schema migration.,ATLAS-2727
2024-Q4,2024-12-01,2024-12-28,Phase 6 Order Orchestration,checkout,Theo Martin,green,34,5,1,orchestrate inventory reservation and async order ledger; focus on checkout; risk: vendor approval.,ATLAS-3315
2024-Q4,2024-12-01,2024-12-28,Phase 6 Order Orchestration,payments,Victor Silva,red,28,6,2,orchestrate inventory reservation and async order ledger; focus on payments; risk: dependency drift.,ATLAS-2561
2024-Q4,2024-12-01,2024-12-28,Phase 6 Order Orchestration,observability,Ravi Patel,red,55,23,8,orchestrate inventory reservation and async order ledger; focus on observability; risk: vendor approval.,ATLAS-3466
2024-Q4,2024-12-01,2024-12-28,Phase 6 Order Orchestration,data,Luca Moretti,amber,94,17,7,orchestrate inventory reservation and async order ledger; focus on data; risk: vendor approval.,ATLAS-3272
2024-Q4,2024-12-01,2024-12-28,Phase 6 Order Orchestration,support,Victor Silva,amber,50,21,7,orchestrate inventory reservation and async order ledger; focus on support; risk: customer readiness.,ATLAS-2060
2025-Q1,2025-01-01,2025-01-28,Phase 7 Checkout Cutover,platform,Dmitri Volkov,amber,75,9,5,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: customer readiness.,ATLAS-5730
2025-Q1,2025-01-01,2025-01-28,Phase 7 Checkout Cutover,checkout,Owen Brooks,amber,87,18,8,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: vendor approval.,ATLAS-5244
2025-Q1,2025-01-01,2025-01-28,Phase 7 Checkout Cutover,payments,Jon Bell,red,81,21,2,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: vendor approval.,ATLAS-6089
2025-Q1,2025-01-01,2025-01-28,Phase 7 Checkout Cutover,observability,Theo Martin,green,86,20,8,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: test data gap.,ATLAS-1369
2025-Q1,2025-01-01,2025-01-28,Phase 7 Checkout Cutover,data,Ben Carter,red,84,24,2,route traffic to Atlas and deprecate monolith paths; focus on data; risk: vendor approval.,ATLAS-4976
2025-Q1,2025-01-01,2025-01-28,Phase 7 Checkout Cutover,support,Harper Lee,red,48,4,6,route traffic to Atlas and deprecate monolith paths; focus on support; risk: capacity risk.,ATLAS-5453
2025-Q1,2025-02-01,2025-02-28,Phase 7 Checkout Cutover,platform,Aisha Khan,amber,34,6,8,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: vendor approval.,ATLAS-1351
2025-Q1,2025-02-01,2025-02-28,Phase 7 Checkout Cutover,checkout,Owen Brooks,green,51,17,2,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: customer readiness.,ATLAS-1246
2025-Q1,2025-02-01,2025-02-28,Phase 7 Checkout Cutover,payments,Mateo Garcia,amber,46,11,7,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: customer readiness.,ATLAS-3347
2025-Q1,2025-02-01,2025-02-28,Phase 7 Checkout Cutover,observability,Ben Carter,red,79,13,6,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: test data gap.,ATLAS-1156
2025-Q1,2025-02-01,2025-02-28,Phase 7 Checkout Cutover,data,Dmitri Volkov,green,31,13,1,route traffic to Atlas and deprecate monolith paths; focus on data; risk: capacity risk.,ATLAS-2166
2025-Q1,2025-02-01,2025-02-28,Phase 7 Checkout Cutover,support,Grace Kim,amber,35,7,4,route traffic to Atlas and deprecate monolith paths; focus on support; risk: dependency drift.,ATLAS-2386
2025-Q1,2025-03-01,2025-03-28,Phase 7 Checkout Cutover,platform,Theo Martin,green,80,19,1,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: on-call load.,ATLAS-4823
2025-Q1,2025-03-01,2025-03-28,Phase 7 Checkout Cutover,checkout,Nora Singh,green,52,4,0,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: capacity risk.,ATLAS-4300
2025-Q1,2025-03-01,2025-03-28,Phase 7 Checkout Cutover,payments,Theo Martin,red,65,9,1,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: on-call load.,ATLAS-4257
2025-Q1,2025-03-01,2025-03-28,Phase 7 Checkout Cutover,observability,Theo Martin,amber,49,19,8,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: schema migration.,ATLAS-2175
2025-Q1,2025-03-01,2025-03-28,Phase 7 Checkout Cutover,data,Dmitri Volkov,green,78,9,8,route traffic to Atlas and deprecate monolith paths; focus on data; risk: customer readiness.,ATLAS-2457
2025-Q1,2025-03-01,2025-03-28,Phase 7 Checkout Cutover,support,Mateo Garcia,amber,21,20,2,route traffic to Atlas and deprecate monolith paths; focus on support; risk: dependency drift.,ATLAS-6155
2025-Q2,2025-04-01,2025-04-28,Phase 7 Checkout Cutover,platform,Kim Tan,amber,56,5,2,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: schema migration.,ATLAS-3421
2025-Q2,2025-04-01,2025-04-28,Phase 7 Checkout Cutover,checkout,Grace Kim,amber,94,17,1,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: schema migration.,ATLAS-2469
2025-Q2,2025-04-01,2025-04-28,Phase 7 Checkout Cutover,payments,Samir Rao,green,53,23,2,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: customer readiness.,ATLAS-6053
2025-Q2,2025-04-01,2025-04-28,Phase 7 Checkout Cutover,observability,Fatima Noor,green,50,8,7,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: schema migration.,ATLAS-1967
2025-Q2,2025-04-01,2025-04-28,Phase 7 Checkout Cutover,data,Owen Brooks,green,54,12,7,route traffic to Atlas and deprecate monolith paths; focus on data; risk: vendor approval.,ATLAS-5028
2025-Q2,2025-04-01,2025-04-28,Phase 7 Checkout Cutover,support,Jon Bell,amber,86,14,3,route traffic to Atlas and deprecate monolith paths; focus on support; risk: dependency drift.,ATLAS-4205
2025-Q2,2025-05-01,2025-05-28,Phase 7 Checkout Cutover,platform,Maya Chen,red,43,20,3,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: customer readiness.,ATLAS-4166
2025-Q2,2025-05-01,2025-05-28,Phase 7 Checkout Cutover,checkout,Anika Sharma,green,83,16,1,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: on-call load.,ATLAS-2819
2025-Q2,2025-05-01,2025-05-28,Phase 7 Checkout Cutover,payments,Luca Moretti,amber,67,17,3,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: dependency drift.,ATLAS-6012
2025-Q2,2025-05-01,2025-05-28,Phase 7 Checkout Cutover,observability,Owen Brooks,green,43,6,1,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: vendor approval.,ATLAS-3996
2025-Q2,2025-05-01,2025-05-28,Phase 7 Checkout Cutover,data,Aisha Khan,amber,73,7,3,route traffic to Atlas and deprecate monolith paths; focus on data; risk: customer readiness.,ATLAS-5951
2025-Q2,2025-05-01,2025-05-28,Phase 7 Checkout Cutover,support,Theo Martin,amber,93,4,3,route traffic to Atlas and deprecate monolith paths; focus on support; risk: customer readiness.,ATLAS-2465
2025-Q2,2025-06-01,2025-06-28,Phase 7 Checkout Cutover,platform,Kim Tan,red,55,13,8,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: test data gap.,ATLAS-3951
2025-Q2,2025-06-01,2025-06-28,Phase 7 Checkout Cutover,checkout,Grace Kim,green,42,17,4,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: customer readiness.,ATLAS-1810
2025-Q2,2025-06-01,2025-06-28,Phase 7 Checkout Cutover,payments,Victor Silva,amber,50,3,5,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: schema migration.,ATLAS-1471
2025-Q2,2025-06-01,2025-06-28,Phase 7 Checkout Cutover,observability,Kim Tan,red,82,3,5,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: test data gap.,ATLAS-3367
2025-Q2,2025-06-01,2025-06-28,Phase 7 Checkout Cutover,data,Sara Novak,green,50,12,3,route traffic to Atlas and deprecate monolith paths; focus on data; risk: test data gap.,ATLAS-3444
2025-Q2,2025-06-01,2025-06-28,Phase 7 Checkout Cutover,support,Theo Martin,green,38,6,5,route traffic to Atlas and deprecate monolith paths; focus on support; risk: dependency drift.,ATLAS-6131
2025-Q3,2025-07-01,2025-07-28,Phase 7 Checkout Cutover,platform,Mateo Garcia,amber,63,3,7,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: capacity risk.,ATLAS-2399
2025-Q3,2025-07-01,2025-07-28,Phase 7 Checkout Cutover,checkout,Fatima Noor,red,50,17,2,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: dependency drift.,ATLAS-2858
2025-Q3,2025-07-01,2025-07-28,Phase 7 Checkout Cutover,payments,Mateo Garcia,green,31,16,6,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: dependency drift.,ATLAS-5910
2025-Q3,2025-07-01,2025-07-28,Phase 7 Checkout Cutover,observability,Jon Bell,red,86,15,1,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: vendor approval.,ATLAS-2496
2025-Q3,2025-07-01,2025-07-28,Phase 7 Checkout Cutover,data,Luca Moretti,red,48,24,0,route traffic to Atlas and deprecate monolith paths; focus on data; risk: schema migration.,ATLAS-3512
2025-Q3,2025-07-01,2025-07-28,Phase 7 Checkout Cutover,support,Sara Novak,red,52,13,3,route traffic to Atlas and deprecate monolith paths; focus on support; risk: customer readiness.,ATLAS-6065
2025-Q3,2025-08-01,2025-08-28,Phase 7 Checkout Cutover,platform,Maya Chen,amber,92,4,7,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: on-call load.,ATLAS-3785
2025-Q3,2025-08-01,2025-08-28,Phase 7 Checkout Cutover,checkout,Jon Bell,green,84,17,4,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: capacity risk.,ATLAS-4158
2025-Q3,2025-08-01,2025-08-28,Phase 7 Checkout Cutover,payments,Dmitri Volkov,red,82,21,2,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: dependency drift.,ATLAS-3659
2025-Q3,2025-08-01,2025-08-28,Phase 7 Checkout Cutover,observability,Ben Carter,amber,75,19,1,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: capacity risk.,ATLAS-5875
2025-Q3,2025-08-01,2025-08-28,Phase 7 Checkout Cutover,data,Nora Singh,red,91,8,3,route traffic to Atlas and deprecate monolith paths; focus on data; risk: schema migration.,ATLAS-3348
2025-Q3,2025-08-01,2025-08-28,Phase 7 Checkout Cutover,support,Owen Brooks,amber,20,22,2,route traffic to Atlas and deprecate monolith paths; focus on support; risk: test data gap.,ATLAS-4573
2025-Q3,2025-09-01,2025-09-28,Phase 7 Checkout Cutover,platform,Noah Evans,amber,78,23,0,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: schema migration.,ATLAS-2773
2025-Q3,2025-09-01,2025-09-28,Phase 7 Checkout Cutover,checkout,Theo Martin,amber,64,3,7,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: schema migration.,ATLAS-2285
2025-Q3,2025-09-01,2025-09-28,Phase 7 Checkout Cutover,payments,Mateo Garcia,green,22,5,4,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: vendor approval.,ATLAS-3758
2025-Q3,2025-09-01,2025-09-28,Phase 7 Checkout Cutover,observability,Anika Sharma,red,63,16,1,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: dependency drift.,ATLAS-2575
2025-Q3,2025-09-01,2025-09-28,Phase 7 Checkout Cutover,data,Elena Petrova,red,65,14,2,route traffic to Atlas and deprecate monolith paths; focus on data; risk: on-call load.,ATLAS-4540
2025-Q3,2025-09-01,2025-09-28,Phase 7 Checkout Cutover,support,Sara Novak,green,74,20,0,route traffic to Atlas and deprecate monolith paths; focus on support; risk: capacity risk.,ATLAS-3631
2025-Q4,2025-10-01,2025-10-28,Phase 7 Checkout Cutover,platform,Owen Brooks,green,57,4,6,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: test data gap.,ATLAS-2208
2025-Q4,2025-10-01,2025-10-28,Phase 7 Checkout Cutover,checkout,Iris Wang,red,24,5,1,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: customer readiness.,ATLAS-4530
2025-Q4,2025-10-01,2025-10-28,Phase 7 Checkout Cutover,payments,Grace Kim,red,59,24,0,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: vendor approval.,ATLAS-3706
2025-Q4,2025-10-01,2025-10-28,Phase 7 Checkout Cutover,observability,Aisha Khan,green,26,7,0,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: on-call load.,ATLAS-2459
2025-Q4,2025-10-01,2025-10-28,Phase 7 Checkout Cutover,data,Elena Petrova,green,33,19,5,route traffic to Atlas and deprecate monolith paths; focus on data; risk: customer readiness.,ATLAS-4346
2025-Q4,2025-10-01,2025-10-28,Phase 7 Checkout Cutover,support,Aisha Khan,red,56,24,4,route traffic to Atlas and deprecate monolith paths; focus on support; risk: on-call load.,ATLAS-2414
2025-Q4,2025-11-01,2025-11-28,Phase 7 Checkout Cutover,platform,Luca Moretti,amber,86,10,2,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: on-call load.,ATLAS-4069
2025-Q4,2025-11-01,2025-11-28,Phase 7 Checkout Cutover,checkout,Maya Chen,green,80,21,1,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: test data gap.,ATLAS-2470
2025-Q4,2025-11-01,2025-11-28,Phase 7 Checkout Cutover,payments,Victor Silva,green,26,20,6,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: capacity risk.,ATLAS-4797
2025-Q4,2025-11-01,2025-11-28,Phase 7 Checkout Cutover,observability,Kim Tan,amber,59,20,8,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: schema migration.,ATLAS-3213
2025-Q4,2025-11-01,2025-11-28,Phase 7 Checkout Cutover,data,Owen Brooks,green,54,12,7,route traffic to Atlas and deprecate monolith paths; focus on data; risk: vendor approval.,ATLAS-4685
2025-Q4,2025-11-01,2025-11-28,Phase 7 Checkout Cutover,support,Dmitri Volkov,amber,56,22,2,route traffic to Atlas and deprecate monolith paths; focus on support; risk: test data gap.,ATLAS-4435
2025-Q4,2025-12-01,2025-12-28,Phase 7 Checkout Cutover,platform,Elena Petrova,amber,95,18,2,route traffic to Atlas and deprecate monolith paths; focus on platform; risk: test data gap.,ATLAS-1321
2025-Q4,2025-12-01,2025-12-28,Phase 7 Checkout Cutover,checkout,Jon Bell,green,55,15,7,route traffic to Atlas and deprecate monolith paths; focus on checkout; risk: dependency drift.,ATLAS-2509
2025-Q4,2025-12-01,2025-12-28,Phase 7 Checkout Cutover,payments,Nora Singh,red,23,24,7,route traffic to Atlas and deprecate monolith paths; focus on payments; risk: test data gap.,ATLAS-4522
2025-Q4,2025-12-01,2025-12-28,Phase 7 Checkout Cutover,observability,Theo Martin,red,85,16,8,route traffic to Atlas and deprecate monolith paths; focus on observability; risk: capacity risk.,ATLAS-2288
2025-Q4,2025-12-01,2025-12-28,Phase 7 Checkout Cutover,data,Noah Evans,green,42,3,7,route traffic to Atlas and deprecate monolith paths; focus on data; risk: capacity risk.,ATLAS-4494
2025-Q4,2025-12-01,2025-12-28,Phase 7 Checkout Cutover,support,Theo Martin,amber,87,4,0,route traffic to Atlas and deprecate monolith paths; focus on support; risk: dependency drift.,ATLAS-4996
2026-Q1,2026-01-01,2026-01-28,Phase 8 Scale and Handoff,platform,Mateo Garcia,green,34,4,0,"prepare KT, reduce toil, close migration gaps; focus on platform; risk: customer readiness.",ATLAS-4582
2026-Q1,2026-01-01,2026-01-28,Phase 8 Scale and Handoff,checkout,Victor Silva,green,22,20,4,"prepare KT, reduce toil, close migration gaps; focus on checkout; risk: dependency drift.",ATLAS-3370
2026-Q1,2026-01-01,2026-01-28,Phase 8 Scale and Handoff,payments,Yara Haddad,red,26,10,2,"prepare KT, reduce toil, close migration gaps; focus on payments; risk: dependency drift.",ATLAS-2587
2026-Q1,2026-01-01,2026-01-28,Phase 8 Scale and Handoff,observability,Ben Carter,amber,42,24,0,"prepare KT, reduce toil, close migration gaps; focus on observability; risk: on-call load.",ATLAS-5735
2026-Q1,2026-01-01,2026-01-28,Phase 8 Scale and Handoff,data,Harper Lee,amber,82,18,5,"prepare KT, reduce toil, close migration gaps; focus on data; risk: schema migration.",ATLAS-4027
2026-Q1,2026-01-01,2026-01-28,Phase 8 Scale and Handoff,support,Owen Brooks,red,92,3,3,"prepare KT, reduce toil, close migration gaps; focus on support; risk: capacity risk.",ATLAS-5072
2026-Q1,2026-02-01,2026-02-28,Phase 8 Scale and Handoff,platform,Ben Carter,green,58,7,5,"prepare KT, reduce toil, close migration gaps; focus on platform; risk: on-call load.",ATLAS-4273
2026-Q1,2026-02-01,2026-02-28,Phase 8 Scale and Handoff,checkout,Ben Carter,red,80,14,4,"prepare KT, reduce toil, close migration gaps; focus on checkout; risk: schema migration.",ATLAS-3790
2026-Q1,2026-02-01,2026-02-28,Phase 8 Scale and Handoff,payments,Priya Nair,red,92,20,3,"prepare KT, reduce toil, close migration gaps; focus on payments; risk: dependency drift.",ATLAS-5572
2026-Q1,2026-02-01,2026-02-28,Phase 8 Scale and Handoff,observability,Jon Bell,amber,19,10,0,"prepare KT, reduce toil, close migration gaps; focus on observability; risk: on-call load.",ATLAS-2798
2026-Q1,2026-02-01,2026-02-28,Phase 8 Scale and Handoff,data,Harper Lee,red,24,15,0,"prepare KT, reduce toil, close migration gaps; focus on data; risk: on-call load.",ATLAS-4796
2026-Q1,2026-02-01,2026-02-28,Phase 8 Scale and Handoff,support,Yara Haddad,red,75,3,1,"prepare KT, reduce toil, close migration gaps; focus on support; risk: test data gap.",ATLAS-3762
2026-Q1,2026-03-01,2026-03-28,Phase 8 Scale and Handoff,platform,Owen Brooks,amber,32,12,0,"prepare KT, reduce toil, close migration gaps; focus on platform; risk: capacity risk.",ATLAS-2668
2026-Q1,2026-03-01,2026-03-28,Phase 8 Scale and Handoff,checkout,Maya Chen,red,67,10,0,"prepare KT, reduce toil, close migration gaps; focus on checkout; risk: dependency drift.",ATLAS-4761
2026-Q1,2026-03-01,2026-03-28,Phase 8 Scale and Handoff,payments,Fatima Noor,green,63,24,3,"prepare KT, reduce toil, close migration gaps; focus on payments; risk: customer readiness.",ATLAS-3556
2026-Q1,2026-03-01,2026-03-28,Phase 8 Scale and Handoff,observability,Kim Tan,red,32,19,4,"prepare KT, reduce toil, close migration gaps; focus on observability; risk: schema migration.",ATLAS-4283
2026-Q1,2026-03-01,2026-03-28,Phase 8 Scale and Handoff,data,Priya Nair,amber,23,3,6,"prepare KT, reduce toil, close migration gaps; focus on data; risk: test data gap.",ATLAS-4636
2026-Q1,2026-03-01,2026-03-28,Phase 8 Scale and Handoff,support,Fatima Noor,amber,56,14,4,"prepare KT, reduce toil, close migration gaps; focus on support; risk: vendor approval.",ATLAS-3181
2026-Q2,2026-04-01,2026-04-28,Phase 8 Scale and Handoff,platform,Victor Silva,green,92,9,8,"prepare KT, reduce toil, close migration gaps; focus on platform; risk: schema migration.",ATLAS-4756
2026-Q2,2026-04-01,2026-04-28,Phase 8 Scale and Handoff,checkout,Elena Petrova,green,50,3,3,"prepare KT, reduce toil, close migration gaps; focus on checkout; risk: vendor approval.",ATLAS-2588
2026-Q2,2026-04-01,2026-04-28,Phase 8 Scale and Handoff,payments,Noah Evans,red,62,11,4,"prepare KT, reduce toil, close migration gaps; focus on payments; risk: test data gap.",ATLAS-5449
2026-Q2,2026-04-01,2026-04-28,Phase 8 Scale and Handoff,observability,Nora Singh,green,96,6,6,"prepare KT, reduce toil, close migration gaps; focus on observability; risk: dependency drift.",ATLAS-5982
