experiment_id,start_date,quarter,channel,service,experiment_name,status,sample_size,control_conversion_pct,variant_conversion_pct,lift_pct,operational_note,linked_jira,decision_note
EXP-02418,2025-10-22,2025-Q4,web,cart-service,address validation,inconclusive,71768,87.0,87.74,0.74,no clear impact,ATLAS-6162,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02419,2025-10-23,2025-Q4,android,inventory-reservation,coupon fallback,running,147032,82.31,81.04,-1.27,latency increased,ATLAS-2055,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02420,2025-10-24,2025-Q4,ios,cart-service,tax quote cache,running,161893,88.5,89.29,0.79,support tickets increased,ATLAS-5832,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02421,2025-10-25,2025-Q4,web,order-ledger,inventory warning,rolled back,156241,75.66,80.0,4.33,latency increased,ATLAS-1388,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02422,2025-10-27,2025-Q4,android,search-recommendations,tax quote cache,lost,137132,83.98,86.47,2.49,latency increased,ATLAS-4821,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02423,2025-10-28,2025-Q4,ios,cart-service,coupon fallback,inconclusive,53551,79.04,84.53,5.48,support tickets increased,ATLAS-1431,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02424,2025-10-29,2025-Q4,mobile-web,analytics-pipeline,one-click reorder,draft,195697,86.8,88.6,1.8,no clear impact,ATLAS-5730,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02425,2025-10-30,2025-Q4,partner-api,order-ledger,payment retry UX,draft,6842,83.86,83.15,-0.71,no clear impact,ATLAS-1532,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02426,2025-10-31,2025-Q4,web,pricing-engine,one-click reorder,draft,14153,79.77,80.51,0.74,latency neutral,ATLAS-4952,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02427,2025-11-01,2025-Q4,mobile-web,auth-gateway,inventory warning,draft,32885,89.98,90.96,0.97,conversion improved,ATLAS-4446,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02428,2025-11-02,2025-Q4,store-kiosk,notification-service,coupon fallback,rolled back,43433,76.51,74.99,-1.52,latency increased,ATLAS-4981,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02429,2025-11-03,2025-Q4,partner-api,cart-service,loyalty prompt,rolled back,191594,82.18,81.89,-0.29,no clear impact,ATLAS-2973,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02430,2025-11-04,2025-Q4,mobile-web,auth-gateway,one-click reorder,running,31901,73.59,73.33,-0.26,support tickets increased,ATLAS-3400,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02431,2025-11-06,2025-Q4,android,search-recommendations,tax quote cache,won,82686,89.66,86.69,-2.97,support tickets increased,ATLAS-2037,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02432,2025-11-07,2025-Q4,mobile-web,cart-service,tax quote cache,running,136903,74.91,72.26,-2.66,latency increased,ATLAS-2506,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02433,2025-11-08,2025-Q4,partner-api,order-ledger,payment retry UX,rolled back,20037,77.7,77.7,0.0,latency neutral,ATLAS-6181,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02434,2025-11-09,2025-Q4,android,cart-service,one-click reorder,inconclusive,80183,79.69,81.8,2.11,no clear impact,ATLAS-5964,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02435,2025-11-10,2025-Q4,web,loyalty-service,checkout button copy,draft,110705,77.78,77.55,-0.22,no clear impact,ATLAS-5906,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02436,2025-11-11,2025-Q4,partner-api,payment-orchestrator,address validation,won,182421,90.16,87.57,-2.6,support tickets increased,ATLAS-4792,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02437,2025-11-12,2025-Q4,store-kiosk,tax-service,coupon fallback,running,131260,75.09,76.23,1.14,latency neutral,ATLAS-2696,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02438,2025-11-13,2025-Q4,store-kiosk,inventory-reservation,payment retry UX,inconclusive,118697,75.83,75.77,-0.06,support tickets increased,ATLAS-1986,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02439,2025-11-14,2025-Q4,web,tax-service,checkout button copy,running,47261,76.45,78.81,2.36,latency increased,ATLAS-3185,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02440,2025-11-16,2025-Q4,android,analytics-pipeline,checkout button copy,running,162962,86.82,85.66,-1.16,latency neutral,ATLAS-5412,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02441,2025-11-17,2025-Q4,web,checkout-api,loyalty prompt,lost,106678,88.58,86.58,-2.0,support tickets increased,ATLAS-2716,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02442,2025-11-18,2025-Q4,ios,inventory-reservation,inventory warning,won,136926,80.38,79.97,-0.42,latency increased,ATLAS-4844,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02443,2025-11-19,2025-Q4,web,tax-service,address validation,draft,51669,84.77,86.04,1.26,conversion improved,ATLAS-5019,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02444,2025-11-20,2025-Q4,mobile-web,payment-orchestrator,loyalty prompt,draft,22308,88.25,89.65,1.4,support tickets increased,ATLAS-1680,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02445,2025-11-21,2025-Q4,store-kiosk,analytics-pipeline,checkout button copy,won,55744,79.37,80.64,1.28,no clear impact,ATLAS-1556,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02446,2025-11-22,2025-Q4,store-kiosk,analytics-pipeline,tax quote cache,rolled back,65073,78.03,80.97,2.94,support tickets increased,ATLAS-2479,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02447,2025-11-23,2025-Q4,ios,search-recommendations,one-click reorder,inconclusive,133362,72.84,76.91,4.08,latency increased,ATLAS-4553,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02448,2025-11-25,2025-Q4,android,search-recommendations,loyalty prompt,inconclusive,52568,75.33,75.51,0.18,conversion improved,ATLAS-2145,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02449,2025-11-26,2025-Q4,store-kiosk,inventory-reservation,inventory warning,won,153987,76.32,76.55,0.23,latency increased,ATLAS-4924,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02450,2025-11-27,2025-Q4,web,loyalty-service,payment retry UX,rolled back,22713,82.47,86.34,3.88,no clear impact,ATLAS-4270,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02451,2025-11-28,2025-Q4,ios,checkout-api,address validation,lost,116510,79.47,84.61,5.13,latency neutral,ATLAS-1839,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02452,2025-11-29,2025-Q4,android,cart-service,coupon fallback,lost,197483,72.53,78.26,5.73,support tickets increased,ATLAS-5461,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02453,2025-11-30,2025-Q4,mobile-web,pricing-engine,one-click reorder,inconclusive,210370,80.71,82.63,1.92,support tickets increased,ATLAS-2021,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02454,2025-12-01,2025-Q4,ios,checkout-api,checkout button copy,running,87413,88.81,90.08,1.27,latency increased,ATLAS-1365,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02455,2025-12-02,2025-Q4,partner-api,loyalty-service,coupon fallback,running,28642,90.11,89.18,-0.93,latency neutral,ATLAS-5445,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02456,2025-12-03,2025-Q4,android,cart-service,one-click reorder,inconclusive,132813,80.35,81.66,1.31,latency increased,ATLAS-3257,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02457,2025-12-05,2025-Q4,web,auth-gateway,one-click reorder,draft,203709,77.29,77.09,-0.2,no clear impact,ATLAS-5913,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02458,2025-12-06,2025-Q4,ios,cart-service,inventory warning,lost,184627,85.18,84.12,-1.06,latency increased,ATLAS-1180,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02459,2025-12-07,2025-Q4,web,analytics-pipeline,one-click reorder,won,40257,86.77,85.33,-1.44,no clear impact,ATLAS-5825,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02460,2025-12-08,2025-Q4,mobile-web,checkout-api,coupon fallback,lost,41196,81.18,80.24,-0.94,conversion improved,ATLAS-2272,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02461,2025-12-09,2025-Q4,web,search-recommendations,inventory warning,rolled back,172025,89.75,93.14,3.39,latency neutral,ATLAS-1611,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02462,2025-12-10,2025-Q4,store-kiosk,payment-orchestrator,payment retry UX,draft,162230,90.04,93.25,3.21,support tickets increased,ATLAS-3571,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02463,2025-12-11,2025-Q4,mobile-web,tax-service,inventory warning,won,130082,87.96,91.14,3.18,no clear impact,ATLAS-4781,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02464,2025-12-12,2025-Q4,web,search-recommendations,tax quote cache,won,215102,81.69,82.4,0.71,conversion improved,ATLAS-4081,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02465,2025-12-14,2025-Q4,android,search-recommendations,one-click reorder,inconclusive,221716,84.84,84.01,-0.83,support tickets increased,ATLAS-2740,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02466,2025-12-15,2025-Q4,store-kiosk,order-ledger,coupon fallback,running,237734,72.35,79.59,7.24,latency increased,ATLAS-2210,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02467,2025-12-16,2025-Q4,mobile-web,auth-gateway,checkout button copy,rolled back,183176,82.73,78.62,-4.11,no clear impact,ATLAS-3893,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02468,2025-12-17,2025-Q4,store-kiosk,inventory-reservation,inventory warning,draft,109944,87.49,88.74,1.25,support tickets increased,ATLAS-5890,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02469,2025-12-18,2025-Q4,android,checkout-api,checkout button copy,running,118042,89.41,92.18,2.78,latency increased,ATLAS-2481,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02470,2025-12-19,2025-Q4,partner-api,inventory-reservation,payment retry UX,running,2776,81.92,79.65,-2.27,no clear impact,ATLAS-3461,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02471,2025-12-20,2025-Q4,store-kiosk,checkout-api,address validation,draft,225534,82.16,85.05,2.89,latency neutral,ATLAS-1317,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02472,2025-12-21,2025-Q4,mobile-web,loyalty-service,one-click reorder,inconclusive,11600,89.59,91.54,1.95,conversion improved,ATLAS-4828,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02473,2025-12-22,2025-Q4,web,checkout-api,coupon fallback,won,34372,87.49,89.79,2.3,conversion improved,ATLAS-1456,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02474,2025-12-24,2025-Q4,mobile-web,search-recommendations,inventory warning,rolled back,19407,78.44,76.41,-2.03,conversion improved,ATLAS-5920,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02475,2025-12-25,2025-Q4,web,notification-service,coupon fallback,running,115797,75.59,75.4,-0.18,no clear impact,ATLAS-3378,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02476,2025-12-26,2025-Q4,web,inventory-reservation,checkout button copy,won,110724,77.27,79.19,1.92,support tickets increased,ATLAS-3960,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02477,2025-12-27,2025-Q4,web,checkout-api,tax quote cache,won,42238,79.45,81.74,2.29,no clear impact,ATLAS-5996,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02478,2025-12-28,2025-Q4,mobile-web,pricing-engine,tax quote cache,won,225374,84.84,83.86,-0.98,latency neutral,ATLAS-5109,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02479,2025-12-29,2025-Q4,partner-api,cart-service,loyalty prompt,won,194831,81.81,82.21,0.4,latency neutral,ATLAS-1241,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02480,2025-12-30,2025-Q4,web,payment-orchestrator,tax quote cache,running,186367,77.69,82.19,4.51,conversion improved,ATLAS-1418,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02481,2025-12-31,2025-Q4,android,search-recommendations,loyalty prompt,lost,53079,83.99,83.31,-0.68,latency increased,ATLAS-4477,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02482,2026-01-02,2026-Q1,mobile-web,payment-orchestrator,payment retry UX,won,236206,86.36,85.48,-0.88,latency neutral,ATLAS-1254,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02483,2026-01-03,2026-Q1,web,checkout-api,loyalty prompt,running,8278,83.76,87.03,3.27,latency neutral,ATLAS-5930,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02484,2026-01-04,2026-Q1,web,auth-gateway,loyalty prompt,inconclusive,81543,85.95,84.95,-1.0,latency increased,ATLAS-3426,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02485,2026-01-05,2026-Q1,ios,checkout-api,one-click reorder,draft,100526,86.66,87.99,1.32,conversion improved,ATLAS-5130,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02486,2026-01-06,2026-Q1,mobile-web,search-recommendations,one-click reorder,draft,119922,74.25,76.71,2.46,latency neutral,ATLAS-1872,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02487,2026-01-07,2026-Q1,partner-api,notification-service,inventory warning,draft,238126,80.32,80.57,0.25,support tickets increased,ATLAS-3039,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02488,2026-01-08,2026-Q1,web,inventory-reservation,tax quote cache,inconclusive,192371,79.61,79.77,0.16,latency neutral,ATLAS-1789,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02489,2026-01-09,2026-Q1,partner-api,analytics-pipeline,address validation,draft,85164,83.12,80.51,-2.61,latency neutral,ATLAS-3987,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02490,2026-01-10,2026-Q1,store-kiosk,notification-service,tax quote cache,lost,56980,81.21,81.02,-0.19,conversion improved,ATLAS-2764,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02491,2026-01-12,2026-Q1,store-kiosk,payment-orchestrator,address validation,running,171671,81.09,82.93,1.83,support tickets increased,ATLAS-4381,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02492,2026-01-13,2026-Q1,mobile-web,analytics-pipeline,payment retry UX,lost,9562,78.09,77.85,-0.25,support tickets increased,ATLAS-3363,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02493,2026-01-14,2026-Q1,ios,payment-orchestrator,tax quote cache,draft,172747,86.27,86.36,0.09,latency neutral,ATLAS-5481,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02494,2026-01-15,2026-Q1,store-kiosk,pricing-engine,checkout button copy,inconclusive,224804,84.6,85.72,1.12,no clear impact,ATLAS-4877,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02495,2026-01-16,2026-Q1,web,tax-service,inventory warning,rolled back,40635,85.45,89.11,3.66,latency neutral,ATLAS-2244,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02496,2026-01-17,2026-Q1,partner-api,search-recommendations,payment retry UX,inconclusive,129725,77.15,83.85,6.7,conversion improved,ATLAS-2852,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02497,2026-01-18,2026-Q1,ios,payment-orchestrator,inventory warning,draft,191227,74.2,75.14,0.94,no clear impact,ATLAS-6072,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02498,2026-01-19,2026-Q1,mobile-web,payment-orchestrator,tax quote cache,lost,71318,77.75,78.19,0.44,support tickets increased,ATLAS-4830,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02499,2026-01-21,2026-Q1,mobile-web,order-ledger,tax quote cache,draft,68350,87.89,88.28,0.39,latency neutral,ATLAS-2884,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02500,2026-01-22,2026-Q1,store-kiosk,inventory-reservation,one-click reorder,draft,205384,90.9,91.18,0.28,conversion improved,ATLAS-2804,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02501,2026-01-23,2026-Q1,web,cart-service,inventory warning,lost,169512,78.82,82.44,3.61,latency increased,ATLAS-5642,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02502,2026-01-24,2026-Q1,web,order-ledger,payment retry UX,running,147330,87.83,87.87,0.04,no clear impact,ATLAS-5022,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02503,2026-01-25,2026-Q1,ios,auth-gateway,loyalty prompt,inconclusive,92950,83.42,85.0,1.57,conversion improved,ATLAS-3316,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02504,2026-01-26,2026-Q1,store-kiosk,payment-orchestrator,loyalty prompt,running,209475,87.56,86.36,-1.2,conversion improved,ATLAS-4066,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02505,2026-01-27,2026-Q1,web,notification-service,address validation,won,212824,88.01,82.37,-5.64,latency neutral,ATLAS-1480,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02506,2026-01-28,2026-Q1,android,auth-gateway,tax quote cache,draft,160788,84.2,87.94,3.74,conversion improved,ATLAS-5941,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02507,2026-01-29,2026-Q1,partner-api,loyalty-service,payment retry UX,inconclusive,172831,87.99,86.27,-1.72,latency neutral,ATLAS-4190,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02508,2026-01-31,2026-Q1,mobile-web,auth-gateway,coupon fallback,rolled back,95439,72.09,74.93,2.84,latency neutral,ATLAS-4074,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02509,2026-02-01,2026-Q1,partner-api,order-ledger,payment retry UX,rolled back,174206,74.52,76.71,2.19,latency neutral,ATLAS-1888,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02510,2026-02-02,2026-Q1,android,analytics-pipeline,checkout button copy,won,133206,81.66,81.24,-0.42,conversion improved,ATLAS-5997,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02511,2026-02-03,2026-Q1,mobile-web,checkout-api,one-click reorder,running,47280,86.52,86.22,-0.3,conversion improved,ATLAS-3599,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02512,2026-02-04,2026-Q1,mobile-web,analytics-pipeline,payment retry UX,running,50996,74.23,72.33,-1.9,latency neutral,ATLAS-2450,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02513,2026-02-05,2026-Q1,ios,payment-orchestrator,tax quote cache,lost,82197,76.56,76.04,-0.52,latency increased,ATLAS-3368,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02514,2026-02-06,2026-Q1,ios,payment-orchestrator,tax quote cache,rolled back,48537,72.87,76.37,3.49,support tickets increased,ATLAS-6173,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02515,2026-02-07,2026-Q1,ios,payment-orchestrator,loyalty prompt,inconclusive,150339,90.65,86.5,-4.15,latency neutral,ATLAS-4322,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02516,2026-02-09,2026-Q1,web,search-recommendations,tax quote cache,running,170758,73.97,75.98,2.01,support tickets increased,ATLAS-1995,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02517,2026-02-10,2026-Q1,web,checkout-api,checkout button copy,running,72927,74.9,76.83,1.93,latency increased,ATLAS-6139,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02518,2026-02-11,2026-Q1,partner-api,loyalty-service,address validation,running,220360,90.5,91.85,1.35,latency increased,ATLAS-5935,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02519,2026-02-12,2026-Q1,web,analytics-pipeline,coupon fallback,running,63508,76.58,79.16,2.58,latency neutral,ATLAS-4188,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02520,2026-02-13,2026-Q1,web,loyalty-service,one-click reorder,lost,44608,88.38,88.52,0.14,latency increased,ATLAS-2643,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02521,2026-02-14,2026-Q1,partner-api,loyalty-service,tax quote cache,inconclusive,143314,85.68,84.87,-0.81,support tickets increased,ATLAS-4840,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02522,2026-02-15,2026-Q1,web,checkout-api,one-click reorder,inconclusive,208755,74.37,76.93,2.56,no clear impact,ATLAS-5186,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02523,2026-02-16,2026-Q1,mobile-web,analytics-pipeline,address validation,inconclusive,117843,76.31,75.86,-0.44,latency increased,ATLAS-5148,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02524,2026-02-17,2026-Q1,android,order-ledger,payment retry UX,draft,149498,90.43,96,6.37,support tickets increased,ATLAS-5722,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02525,2026-02-19,2026-Q1,store-kiosk,inventory-reservation,one-click reorder,won,184917,86.46,86.59,0.14,latency increased,ATLAS-3224,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02526,2026-02-20,2026-Q1,partner-api,notification-service,address validation,draft,203793,88.44,85.02,-3.42,support tickets increased,ATLAS-2489,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02527,2026-02-21,2026-Q1,web,notification-service,inventory warning,rolled back,147750,73.0,72.71,-0.29,support tickets increased,ATLAS-4763,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02528,2026-02-22,2026-Q1,store-kiosk,notification-service,loyalty prompt,running,4033,78.32,81.42,3.1,no clear impact,ATLAS-2888,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02529,2026-02-23,2026-Q1,web,auth-gateway,tax quote cache,lost,104069,78.36,76.83,-1.53,latency neutral,ATLAS-4146,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02530,2026-02-24,2026-Q1,partner-api,analytics-pipeline,one-click reorder,draft,25620,83.11,83.53,0.41,conversion improved,ATLAS-4384,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02531,2026-02-25,2026-Q1,web,tax-service,payment retry UX,lost,121868,72.13,71.82,-0.31,latency neutral,ATLAS-5645,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02532,2026-02-26,2026-Q1,mobile-web,analytics-pipeline,one-click reorder,running,26047,88.98,84.81,-4.17,support tickets increased,ATLAS-1940,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02533,2026-02-28,2026-Q1,mobile-web,checkout-api,one-click reorder,inconclusive,63316,79.9,77.99,-1.9,latency increased,ATLAS-4673,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02534,2026-03-01,2026-Q1,web,tax-service,checkout button copy,inconclusive,190941,88.7,90.36,1.66,conversion improved,ATLAS-2834,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02535,2026-03-02,2026-Q1,web,payment-orchestrator,one-click reorder,lost,232551,81.32,80.33,-1.0,latency increased,ATLAS-3953,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02536,2026-03-03,2026-Q1,web,payment-orchestrator,tax quote cache,lost,185841,77.79,78.11,0.32,conversion improved,ATLAS-2692,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02537,2026-03-04,2026-Q1,ios,tax-service,payment retry UX,running,28202,79.02,81.01,2.0,latency neutral,ATLAS-2488,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02538,2026-03-05,2026-Q1,ios,loyalty-service,one-click reorder,rolled back,124297,87.09,84.9,-2.19,no clear impact,ATLAS-4368,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02539,2026-03-06,2026-Q1,ios,inventory-reservation,coupon fallback,won,109194,87.8,86.74,-1.06,support tickets increased,ATLAS-1237,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02540,2026-03-07,2026-Q1,mobile-web,notification-service,address validation,rolled back,49110,77.05,76.55,-0.51,conversion improved,ATLAS-1586,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02541,2026-03-08,2026-Q1,partner-api,inventory-reservation,address validation,won,219989,79.05,77.26,-1.79,conversion improved,ATLAS-2899,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02542,2026-03-10,2026-Q1,store-kiosk,tax-service,tax quote cache,won,89998,89.0,91.06,2.07,support tickets increased,ATLAS-4857,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02543,2026-03-11,2026-Q1,store-kiosk,inventory-reservation,payment retry UX,rolled back,22127,84.33,84.97,0.64,latency neutral,ATLAS-2574,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02544,2026-03-12,2026-Q1,web,analytics-pipeline,payment retry UX,inconclusive,42901,89.7,86.9,-2.8,no clear impact,ATLAS-6033,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02545,2026-03-13,2026-Q1,store-kiosk,auth-gateway,inventory warning,rolled back,23850,75.89,77.25,1.36,conversion improved,ATLAS-3724,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02546,2026-03-14,2026-Q1,ios,search-recommendations,checkout button copy,won,65414,72.62,67.88,-4.73,conversion improved,ATLAS-4365,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-02547,2026-03-15,2026-Q1,web,checkout-api,loyalty prompt,running,167754,72.55,71.06,-1.49,latency neutral,ATLAS-5363,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
